MathRes-MX,ReadingRes-MX,ScienceRes-MX,MathRes-JP,ReadingRes-JP,ScienceRes-JP,MathRes-UK,ReadingRes-UK,ScienceRes-UK
358.7085,352.0356,311.2085,406.8469,401.2894,323.9836,536.8515,565.2728,613.9873
445.8716,454.9848,396.6244,465.1114,494.2205,520.0858,432.4739,459.4161,412.5699
341.4161,303.9189,328.8325,452.0252,388.1232,443.9015,371.7168,329.0072,333.4017
445.7937,470.3944,458.4483,596.1287,561.184,631.9843,637.3345,631.9145,629.0004
333.5488,427.6605,383.0101,443.379,442.5935,455.5576,508.5761,523.5337,529.4107
375.923,380.2641,346.27,529.2179,556.3712,495.7479,427.0992,499.2279,424.972
550.0935,519.0062,490.9922,329.1868,283.6521,332.749,525.2454,476.3371,537.5233
534.4368,490.6919,525.6807,476.5618,471.983,462.6445,378.8051,475.9546,482.1335
413.9352,391.7577,400.0746,569.0217,518.2788,541.533,492.9974,457.606,458.5416
538.4873,518.9267,504.5132,311.1154,196.2979,188.0269,536.6179,570.398,577.9
460.983,421.0029,466.0015,412.2215,416.3019,408.84,516.0539,476.1929,535.9381
435.2781,367.1341,467.8665,434.1876,387.9628,333.495,373.2747,371.8205,358.4856
437.0696,504.325,450.1492,495.0226,389.1657,510.7609,582.8088,582.1939,553.4689
357.0728,384.9154,415.9269,484.8185,502.7228,487.6352,421.6467,444.4205,438.0269
327.4731,316.4293,375.1772,631.6482,601.3604,585.3599,497.2036,543.4709,561.395
298.8082,272.8035,308.038,424.7624,465.0725,466.0015,480.1449,508.283,511.8799
528.439,499.4661,508.5229,549.4703,541.644,497.8926,522.1296,531.6713,586.5722
493.9321,554.5118,477.1913,569.5669,502.9611,509.8284,324.2795,411.0594,382.0776
444.9369,542.8355,459.4741,466.8251,511.6985,473.7411,549.5482,528.7041,586.2924
431.1497,440.2106,558.9705,428.8908,454.4288,402.6856,561.0765,523.8925,597.4823
455.9199,425.913,464.9758,395.6302,352.7574,389.5375,431.3834,451.33099999999996,401.1003
353.1002,360.9372,432.7117,401.62800000000004,431.3938,363.5211,374.0536,370.4002,397.6501
420.2446,416.1912,390.47,381.843,385.3238,450.8019,533.1126,525.7578,559.4368
440.4191,459.2741,419.6568,481.4691,435.68300000000005,452.0142,361.5906,356.7671,335.1734
532.2558,433.0618,505.0727,433.2528,440.2106,431.4994,509.6666,540.4927,462.9243
403.9648,351.3941,336.9452,363.1485,290.2057,347.2958,498.4499,479.4647,489.3137
417.9078,439.4163,444.5543,410.7415,437.2717,467.8665,556.325,618.851,589.7426
406.2237,430.6789,470.3842,485.9869,474.653,428.702,530.6979,548.7528,543.398
435.1223,500.5559,454.4386,505.7719,483.5546,496.4938,613.1874,542.5972,597.2025
398.668,329.5812,386.74,565.0491,533.1148,508.8027,566.9185,514.0285,582.9355
444.6253,464.0399,526.6132,594.5708,570.1647,568.2954,407.8595,400.8741,491.2719
421.0235,483.5546,488.3812,669.5046,608.8986,707.5159,352.3212,434.6504,436.8146
551.3398,576.0376,517.2883,636.7113,615.7152,602.0515,452.7263,429.0903,485.5837
458.101,509.2362,483.7188,598.855,547.7102,590.3954,357.3843,400.1523,436.5349
282.2947,378.981,314.5655,670.8288,666.3981,695.207,279.17900000000003,352.6776,320.4401
462.7746,495.7329,448.2842,601.5033,492.2958,592.5401,360.3443,359.9059,328.0865
542.3041,532.4733,525.6807,646.3702,627.1028,690.1716,328.4079,410.4974,416.6729
277.5432,291.0878,311.1153,548.6135,542.8986,582.2827,441.7433,485.7246,494.9086
502.1109,558.7217,538.3626,533.5021,521.9678,509.8284,381.9209,310.3345,352.5177
505.9277,518.0383,521.6709999999999,644.6565,594.1429,672.1746,472.1218,464.5485,463.204
389.7102,410.9006,417.7919,619.4189,566.155,589.0899,651.3554,582.9958,610.3506
295.3809,281.5074,369.9552,599.6339,585.4017,637.9523,543.0051,549.2694,533.1406
473.7576,428.2204,406.3223,600.0234,579.2267,640.3767,530.9316,533.0655,539.7613
482.5596,530.8694,487.16900000000004,572.4490000000001,558.8573,572.3051,420.9456,443.22900000000004,460.3133
425.9308,387.1608,464.1365,477.0291,503.3627,551.9769,371.8726,455.1436,437.0011
504.9151,510.2688,447.1652,579.771,494.7819,573.5173,539.3441,510.6604,588.9966
388.8534,448.3126,375.3637,594.4929,615.7954,660.6117,654.0037,635.0421,731.8538
573.15,557.6096,495.8411,594.6487,599.5961,679.7277,514.4181,544.8213,560.3693
536.9294,518.9204,460.6863,399.0575,358.4512,390.1902,498.7615,478.74300000000005,452.6669
415.3373,450.6749,410.0522,683.3697,647.1514,702.2007,557.8828,622.0282,566.4304
363.3821,434.63599999999997,349.4405,467.5261,406.5679,475.1399,517.3781,528.3834,551.5106
414.7141,426.3896,425.5315,600.0234,555.1683,614.2671,532.1779,645.9369,593.5658
475.7828,427.3428,451.0817,585.1457,586.1234,558.038,501.0983,525.2018,514.7706
528.2053,501.1172,447.3517,575.2532,601.6811,662.7564,423.2045,388.3637,465.069
379.1946,444.9765,408.1872,541.4473,462.1427,495.8411,401.3943,394.3789,463.204
419.23199999999997,433.834,421.2421,638.1134,591.8172,610.5371,583.6657,558.9375,654.0843
455.0631,481.9507,463.204,673.2435,700.3204,742.9504,463.164,461.8219,464.2298
456.8547,434.63599999999997,453.8791,649.0964,606.2522,607.0869,464.0988,548.5122,546.5684
386.5166,364.2252,377.2286,580.3941,537.5255,607.7396,566.9964,600.5818,628.2544
462.3851,404.3224,521.5778,562.5565,528.4636,516.3558,357.6959,383.3115,398.8624
481.6249,506.1384,448.191,585.3793,608.0967,672.0813,418.5309,494.2237,530.0634
553.4429,483.8977,532.8609,506.0056,548.432,589.1831,546.2767,537.1164,568.8549
353.8791,422.8152,372.1,603.217,595.6665,622.5662,571.9816,565.1556,550.8579
462.1514,460.3784,500.7833,642.4755,653.567,615.5725,423.1267,439.3674,479.7091
357.8517,344.0991,395.4122,566.6069,628.4661,606.0612,535.9947,650.9411,654.364
462.1514,458.7745,427.1167,511.3024,544.3421,464.0433,709.0746,708.6874,698.4707
329.8099,322.6527,371.1675,485.5196,546.9083,483.9985,502.5783,463.506,482.7863
434.1876,458.4797,457.8888,426.9434,500.0222,417.5121,504.99300000000005,478.74300000000005,583.2152
451.8695,373.608,385.8075,572.0595,589.1708,560.3693,461.2946,457.0904,493.9761
381.3756,313.2799,315.4979,609.8380000000001,590.9351,549.9254,550.9503,532.4733,604.2894
349.2055,360.85900000000004,417.7919,570.268,609.7006,537.8031,437.2254,499.7839,454.1589
427.8003,413.7854,371.8202,591.3772,578.1841,630.1194,569.0995,569.6037,559.3435
463.0862,475.9546,504.2335,507.3298,553.797,503.0213,621.5219999999999,668.7237,684.2037
575.8763,604.7285,566.0574,556.4029,552.5219,580.9772,655.5616,636.3258,655.3898
302.3913,253.5568,332.4692,553.9882,544.5025,545.0765,418.45300000000003,431.3938,420.9623
433.2528,433.0618,401.6598,507.2519,573.2923,578.5528,578.8363,559.98,507.031
351.776,405.4198,361.1899,527.738,504.6458,584.4275,459.6588,406.8085,430.56699999999995
260.0171,246.1789,298.1537,550.1714,588.9849,574.1701,461.0609,461.8219,464.1365
366.3421,424.2107,414.6214,539.1883,562.1452,556.2663,432.2402,412.9033,466.934
352.2433,368.0873,426.837,574.0069,635.0421,552.7229,391.2681,467.2172,499.2913
411.6763,426.6165,408.84,554.845,590.2133,582.2827,436.6023,522.2628,456.6766
438.23800000000006,392.7109,386.36699999999996,478.4312,485.9605,534.8191,555.6239,588.9849,588.1574
392.2028,419.5585,424.972,675.5803,640.1745,674.8788,559.986,555.3061,585.3599
416.4278,324.9299,411.5442,620.9768,618.9304,644.1067,551.8071,586.9991,550.7646
365.5632,359.3333,412.1969,485.5196,505.5823,471.5964,586.6256,534.3177,582.5625
321.3195,381.7076,341.7009,549.8598,557.6891,521.9508,367.9,340.3658,300.9511
367.9779,382.5095,356.2477,485.7532,508.3347,511.7866,474.5365,546.5687,503.0213
395.7859,410.4974,316.8034,593.6361,545.545,577.9,403.4195,430.5995,437.0944
549.7819,526.0577,604.0097,520.8054,553.2437,510.8542,494.711,486.20099999999996,522.8833
387.7629,450.6749,410.9847,520.9612,527.6616,508.3364,325.8374,384.8472,399.7949
377.2472,448.1537,373.5919,644.5007,616.5171,575.0093,616.3032,633.5184,671.1488
334.4836,410.0268,337.5979,605.398,618.2012,613.0548,555.3124,527.5814,553.6554
398.2785,458.4797,429.5412,553.4429,639.3726,611.4696,656.9637,561.9047,712.3648
385.6598,441.7198,437.0944,660.0016,718.5245,674.5989999999999,554.845,615.7531,604.6624
512.7824,566.9569,544.2372,450.5453,484.4537,530.5297,687.2644,640.1745,696.326
419.6993,424.2107,423.10699999999997,552.4303,515.6324,542.4655,424.4508,514.7503,471.5964
320.3069,341.7162,287.8963,564.4259,567.6787,598.508,491.5953,461.101,507.031
355.5928,324.7695,246.5871,540.7462,524.4075,526.4267,463.0083,471.2849,494.1626
334.2499,358.3172,281.3689,699.5716,607.2948,660.8915,484.8185,515.5112,518.1276
429.5918,452.9196,353.1705,534.5926,519.6422,478.4036,549.8598,566.8767,604.9422
367.1989,301.5131,347.8553,607.4233,557.3336,665.9269,492.53,443.4574,514.2111
456.1536,364.2252,430.194,623.3915,584.8403,640.3767,474.4586,484.5972,537.8031
383.4008,399.5108,400.7273,563.8807,535.6009,568.5752,580.472,607.7306,559.903
430.215,395.0144,401.9396,557.4155,593.433,567.7359,684.3823,634.7372,630.2126
389.866,400.1523,420.0298,639.8271,646.5724,619.7687,612.4085,627.6678,665.5539
336.6646,330.7547,268.3141,614.0442,600.6613,634.5021,511.1466,591.9238,604.9422
305.585,230.14,288.7355,613.499,644.6654,650.7273,457.5557,444.8207,497.8926
391.4239,423.4087,415.3674,579.8489,666.3507,660.1455,371.4052,394.1406,419.7501
420.0109,464.0399,424.972,575.7984,595.7467,582.2827,454.2842,438.5655,432.1522
327.7847,261.2554,308.411,403.108,389.6131,424.0395,480.4565,483.5546,493.4166
446.9621,452.1184,432.4319,627.2083,543.7005,610.5371,535.2937,522.8499,563.7262
430.2929,440.7308,394.7594,687.9654,694.3899,706.5834,565.7501,588.85,583.495
286.9684,397.0001,348.135,649.0185,578.9861,631.0518,435.6675,531.7946,475.3264
392.04699999999997,364.9469,406.602,613.9663,553.3238,624.3379,484.0396,497.8292,448.191
430.9939,527.5847,519.0601,504.2919,482.5121,554.7743,389.9439,414.7133,430.6602
408.4826,488.3663,392.6147,681.0329,664.7942,645.6919,439.4843,441.7992,428.5155
501.2541,501.3725,518.8736,483.1827,473.0156,514.4909,387.7629,369.517,393.6404
370.1589,449.9012,402.4058,633.1282,617.4795,641.6822,463.3198,422.6068,482.2268
363.9274,324.4002,314.006,567.308,607.0157,574.4498,362.4474,359.2531,333.86800000000005
381.2977,339.2045,404.4573,678.0729,527.1002,627.3219,434.8107,319.0757,389.2577
409.3395,358.3967,408.84,603.9959,527.5012,562.887,735.7143,730.3721,688.8661
347.6476,300.7913,393.5472,667.0899,646.991,648.6759,553.9882,488.3663,559.2503
486.4543,492.376,509.5487,616.8484,665.7153,623.5919,504.2141,493.4185,508.8959
351.6981,413.9984,337.3182,568.3206,606.172,596.643,465.1893,495.8123,522.6968
417.9078,462.7041,455.7441,533.0347,530.8694,557.1056,551.3398,545.0595,540.9735
349.3613,411.6154,388.605,599.2444,514.0285,597.762,492.4521,459.4963,534.8191
358.6306,330.3831,469.0787,553.6766,556.9742,520.4588,512.7045,584.7751,550.8579
302.5471,366.022,363.0548,558.1165,528.7041,569.5076,445.0927,452.8401,481.1078
387.4513,393.0286,320.1604,590.5982,619.8051,696.0463,479.9891,483.8977,472.3424
400.7711,376.6658,385.8075,652.9132,700.6649,642.8944,502.5783,493.17800000000005,501.436
367.1989,354.1207,281.9284,443.3011,439.6546,441.7568,473.7576,526.8597,585.3599
397.4217,477.941,433.3644,603.1391,592.0578,599.3473,440.0296,448.1888,478.1238
588.2614,638.1527,655.2965,401.7838,432.2301,468.2395,430.215,441.0515,433.6442
387.5292,348.0259,362.2156,581.4068,606.0626,558.2245,483.8059,453.3213,506.0985
430.9939,440.2106,448.191,556.325,538.0067,540.3208,709.8536,712.1030000000001,697.2585
580.1605,522.048,531.2756,571.3585,609.7006,619.862,457.6336,508.7596,485.5837
294.60200000000003,213.4595,298.8997,533.8137,488.3663,503.9537,454.5178,500.8165,502.3685
580.7836,498.15,591.5144,596.0508,620.607,595.3376,538.1757,523.5717,557.3853
458.9578,470.0819,509.8284,462.0735,500.3955,487.2622,345.3887,327.7367,390.6565
385.8155,376.1742,445.7665,444.0801,412.4221,382.0776,431.6171,381.9482,433.3644
382.7777,431.9498,385.4345,557.8828,538.0869,601.0257,500.3973,496.9471,537.0571
546.9777,547.6013,486.3297,462.9304,362.7015,400.7273,612.6422,638.2321,645.9717
346.2455,363.2629,388.3253,473.0566,475.7758,504.2335,515.1971,433.6178,476.4454
474.225,471.1887,452.9467,426.3982,415.1487,408.3737,534.4368,607.254,618.9295
350.6855,366.631,384.875,571.9816,512.4246,566.9899,479.3659,498.0364,495.7479
439.017,413.3629,442.3163,731.0407,701.9243,741.0854,601.5812,610.9873,594.9646
531.0874,577.6263,539.668,485.3638,446.1038,428.702,636.6334,607.8561,655.5763
505.3825,468.1573,395.1324,569.5669,626.3009,623.5919,415.4152,479.5449,504.8862
416.8952,482.7527,482.7863,622.5347,594.1429,618.6498,410.43,359.1729,416.5796
413.8573,442.7356,494.2559,507.7972,498.7114,517.2883,483.2606,537.1246,519.9925
395.5523,442.4347,420.3096,456.3873,417.7149,442.6893,365.4853,415.587,351.3055
326.7721,292.4689,353.8232,508.9656,456.8499,538.922,574.7079,596.6289,562.4207
343.7529,325.9094,367.4375,466.7472,467.2172,416.3931,543.0830000000001,568.5608,579.5785
364.23900000000003,329.1661,332.2827,582.8867,599.8367,582.8422,620.2757,645.9369,654.0843
432.1623,419.399,425.9045,441.5096,421.0029,427.21,402.8743,441.0515,424.972
485.4417,498.15,449.0302,546.2767,492.376,522.6035,443.0675,452.9196,439.3323
360.9674,384.6089,381.4248,453.0379,473.8511,430.6602,453.1936,425.0126,593.1928
374.0536,398.5484,411.9172,519.2475,543.6203,551.8836,556.4029,559.178,601.2122
479.4438,491.5741,489.9664,539.3441,530.7090000000001,539.5748,440.2633,398.1122,407.0683
513.4055,501.2931,451.0817,513.795,520.3565,465.1623,519.637,467.7563,556.4528
486.3764,526.5389,476.8184,459.0357,458.13300000000004,448.2842,487.5448,458.6141,516.3558
372.1841,333.5909,431.4994,486.68800000000005,467.5157,503.67400000000004,597.6866,578.6589,547.1279
331.6794,337.5857,318.6684,505.4604,508.3347,434.2969,462.5409,506.0091,547.5009
518.936,547.6013,542.4655,622.6905,570.0043,572.2119,533.1126,489.8098,528.3849
421.0235,418.5971,426.5573,414.6362,358.4512,373.9649,346.0897,422.9741,369.9552
328.33,275.0489,335.1734,465.9682,464.3079,453.8791,602.516,506.2497,569.5076
421.5688,498.1952,468.79900000000004,539.9673,553.3238,576.7811,457.3999,450.5366,449.0302
452.0252,534.8129,496.1209,519.8707,577.388,540.7869999999999,459.0357,378.7404,404.4573
462.3072,491.8408,443.342,563.8807,626.2207,543.398,599.2444,551.72,614.9198
470.6418,428.2204,439.8918,546.1988,578.9059,563.633,662.3384,657.5767,692.3163
375.2999,306.3248,410.9847,437.2254,460.5388,425.9045,651.5111,570.2392,612.5886
397.3438,382.4293,444.5543,492.53,444.1822,481.20099999999996,335.8078,340.24699999999996,388.605
465.2672,424.2107,426.7438,420.0888,382.226,379.9329,519.7928,537.1164,550.2051
456.3094,390.529,493.9761,450.3895,473.9313,481.8538,420.7119,424.5627,475.3264
374.7546,434.57099999999997,339.1831,492.53,444.1822,372.473,366.2642,344.8934,301.8836
510.835,555.3856,439.8918,571.1248,598.2328,622.4730000000001,427.3329,465.5491,466.0947
494.7889,493.5883,474.3939,498.0604,521.0714,530.2499,444.2359,477.941,497.9858
361.7464,387.3212,391.6822,598.3876,580.7241,574.8228,550.0935,516.4644,557.1988
308.7007,397.3973,342.2604,485.4417,437.8438,524.5617,548.0682,504.4703,489.4069
440.2633,416.9932,412.8497,352.3991,422.3662,434.4834,388.7755,385.9579,365.2928
407.5479,414.1572,416.3931,305.0397,335.1146,350.4662,518.7023,498.7114,533.1406
418.5309,483.8977,419.2838,389.9439,383.7352,355.1287,519.7928,573.3725,550.2051
470.0966,501.3725,469.4517,552.4303,574.4490000000001,611.4696,468.8503,482.2296,478.1238
503.5909,544.5025,519.806,382.0766,406.2936,406.3223,360.1885,324.003,355.2219
477.6523,488.0281,457.6091,580.5499,657.8173,632.9168,439.017,411.2994,456.7699
322.1764,361.7328,315.4979,591.4551,620.6872,602.4245,339.2351,333.8315,430.56699999999995
324.66900000000004,238.297,296.2887,457.4778,378.4927,405.3898,641.385,601.2802,614.1738
471.8881,535.5278,504.2335,480.4565,488.6635,470.1044,310.8818,290.5264,334.5207
454.7515,493.2705,426.837,490.349,460.5388,537.8031,526.7253,505.1269,584.1477
347.6476,300.7913,328.273,405.5227,439.3369,408.2805,759.7056,725.6062,758.8027
528.439,542.3589,502.92800000000005,457.6336,509.5539,488.3812,637.6461,582.1137,609.6979
370.4705,377.619,301.5106,489.1027,467.4355,424.0395,534.5926,499.8341,542.4655
334.4836,372.0843,361.8426,470.3303,421.8049,425.345,546.1988,517.9581,570.1604
512.0813,496.3857,549.2727,411.4426,439.3369,437.7471,652.1343,588.6094,615.1996
295.0693,386.9918,344.7781,596.9076,527.6616,582.8422,568.3206,589.4615,532.3014
346.1676,337.4269,402.2193,499.6183,515.5112,451.9209,480.1449,504.3909,532.1149
407.2363,459.1152,368.0903,551.3398,588.6094,594.1253,456.621,473.1293,475.3264
491.3616,489.0079,509.8284,391.1123,389.9676,447.3517,464.4103,449.07099999999997,500.31699999999995
477.6523,498.9896,435.2294,543.2388,476.9787,495.7479,488.5574,493.17800000000005,499.5711
485.7532,526.155,447.9112,404.1206,372.8862,372.1932,467.8377,435.3577,481.94699999999995
424.9182,424.2107,368.74300000000005,403.3416,413.2041,404.8303,492.7637,534.6541,516.4491
385.7377,434.8093,380.2126,379.584,311.1364,375.2704,562.7902,616.1161,608.6721
510.6013,514.8305,486.5162,502.1109,616.4680000000001,584.5207,631.804,647.7638,645.9717
465.1893,537.9108,447.3517,402.8743,457.6854,439.7053,442.67800000000005,379.3018,464.7893
626.5851,569.0419999999999,625.0839,511.4582,599.7565,608.7654,441.5875,483.0239,446.4192
325.7595,428.4548,375.5502,553.2092,514.8305,555.3338,472.3555,489.0079,589.9291
485.7532,450.0333,430.194,392.04699999999997,335.4354,409.1197,612.6422,654.1183,689.7986
403.8869,407.6439,414.7147,485.6753,440.4902,490.2462,440.2633,429.0108,395.7852
513.795,492.5364,487.0757,444.9369,499.7839,498.6386,263.6002,339.1744,335.3599
322.1764,382.3848,337.8777,509.7445,527.5012,506.9377,496.4247,494.2237,536.5908
423.2824,517.7353,409.6792,554.0661,473.9313,479.3361,483.6501,512.4134,501.436
436.6802,488.0281,509.4554,462.1514,452.1253,413.1294,540.7462,496.5272,528.1984
395.8638,348.1863,348.50800000000004,488.869,447.28,475.4196,441.899,446.5651,434.9496
419.4656,463.2456,427.7695,380.4409,375.8534,426.091,518.1569999999999,564.8379,578.5528
470.6418,541.8823,476.2589,469.1619,408.4382,459.1943,417.9078,413.4424,404.4573
420.7898,502.3257,477.1913,592.7014,579.7078,596.5498,441.8212,385.7173,429.6345
378.2599,430.0434,423.6665,441.2759,437.2824,454.8116,436.1349,440.1694,432.4319
402.8743,437.0334,420.3096,494.8668,403.1163,431.4994,507.0182,453.0005,495.8411
326.85,421.306,413.4092,473.1344,442.4148,456.8631,408.4826,497.0273,448.191
336.1193,417.7951,394.8527,370.1589,409.9474,365.0131,429.3582,420.9227,417.2324
324.4353,307.9286,377.1354,529.2179,514.6701,483.6255,598.5434,617.1829,604.8489
325.0584,322.3637,276.6132,496.5026,425.6542,438.8661,487.1553,511.3821,561.3018
608.5138,570.4775,577.9,445.0148,441.2432,461.3391,554.2997,509.1367,559.3435
400.0701,474.5248,360.2574,516.5992,545.0595,503.301,487.9343,471.2849,493.2301
292.7325,362.3682,383.0101,519.7928,476.3371,531.9284,377.1693,365.5885,342.6333
393.4491,347.9457,386.74,600.4128,618.9304,623.9649,437.2254,479.1318,445.7665
344.7655,391.9166,327.6203,452.7263,452.1986,453.5994,500.1636,487.00300000000004,472.5289
474.5365,539.6582,518.9668,435.5897,421.9415,453.8791,533.9695,544.743,595.6173
349.2055,426.6967,431.7792,613.9663,596.6103,597.2025,375.1441,380.5579,352.3312
370.1589,398.27099999999996,382.0776,513.2497,515.5522,533.1406,408.4047,408.4124,424.0395
370.6263,510.1099,426.837,419.93300000000005,531.7946,464.1365,466.4356,488.6635,462.6445
376.8578,553.6381,445.4868,574.4742,585.6422,635.7143,456.7768,494.0648,500.4103
476.8733,478.4964,455.7441,509.5108,487.8049,520.0858,686.3296,706.7359,732.693
280.2695,319.1559,345.7106,457.1662,446.585,415.6471,473.6797,439.6882,516.3558
473.6797,497.3215,470.6639,532.1779,593.3409,561.768,486.9216,469.3602,544.3305
469.1619,477.5432,448.191,558.9734,605.3701,630.2126,519.0918,529.9071,547.0347
403.0301,379.843,430.8467,517.3781,540.4927,563.7262,405.1332,437.2717,400.7273
444.3138,445.5424,428.329,461.6062,522.7394,521.1115,344.454,320.7598,383.9426
516.7549,610.6696,578.4595,514.0287,536.4028,505.166,568.4764,554.5913,583.868
494.9447,518.053,455.0914,543.1609,583.2364,601.2122,511.8476,518.2913,537.8031
385.8934,431.9498,323.8903,534.2031,560.9457,537.2436,635.3092,651.4177,650.7273
512.8603,550.5972,475.8859,511.2245,550.6197,456.0239,518.1569999999999,521.9678,439.6121
329.8878,389.3748,448.93699999999995,582.8088,530.0674,596.5498,519.7149,485.9605,541.533
522.8307,510.2688,472.5289,462.5409,503.6033,526.9862,637.6461,619.0032,637.6725
495.2563,570.3186,500.5035,494.8668,523.6132,490.8989,424.4508,425.0393,427.7695
449.29900000000004,437.8277,463.204,565.3606,576.5803,617.4375,630.4019,639.3726,716.8407
474.5365,455.3025,390.47,562.4786,573.6131,550.8579,522.8307,631.6394,558.1313
403.8869,429.0903,359.6979,532.9568,535.6811,538.549,591.4551,607.254,655.2965
377.1693,424.3244,414.7147,670.2835,615.3142,645.0392,427.0992,491.8408,493.3234
367.0432,347.3843,347.389,445.0927,461.6615,481.1078,532.4116,542.3372,540.6005
468.6166,527.7436,525.3077,571.0469,643.7923,604.9422,561.9333,592.4799,574.3566
480.76800000000003,527.5847,491.1787,494.0879,599.8669,546.4752,429.3582,444.2593,489.3137
542.3041,584.9339,568.3887,550.0935,613.3702,598.2283,403.7311,541.3263,401.6598
472.9787,453.2411,463.0175,528.5948,598.1989,600.373,372.1841,379.0487,347.9485
356.6054,276.6528,325.1958,529.2179,607.6512,524.655,447.2737,529.2655,562.9802
416.272,425.0126,386.0873,559.5965,570.8063,536.7773,488.7132,496.9471,519.3398
390.4113,410.73800000000006,421.9881,562.7123,598.7941,639.6307,504.2141,481.9507,496.1209
511.61400000000003,610.0341,532.2081,477.88599999999997,454.9252,511.6934,363.2264,332.2276,370.8877
350.3739,392.1329,396.9974,560.2976,546.9083,533.7934,533.1905,553.2409,545.263
418.6867,418.7642,470.6639,508.8098,490.967,499.2913,395.6302,474.2865,453.8791
343.675,388.1232,386.74,524.3885,512.4246,516.3558,463.6314,514.8758,491.9247
478.8986,528.3032,462.2715,556.4029,599.3109,670.2163,455.0631,426.6165,409.8657
430.916,445.8632,433.3644,452.8042,495.2563,506.0985,443.6127,476.9872,404.4573
427.1771,432.7113,443.2488,444.7032,528.2996,498.6386,476.8733,521.2302,540.414
387.9966,427.4222,376.4827,531.5548,592.5593,517.1951,421.2572,437.0418,482.2268
465.3451,488.3458,419.9366,533.0347,464.3079,492.3909,525.2454,564.123,613.6143
409.9626,445.1415,452.2939,469.3177,492.8734,544.3305,469.1619,493.4185,461.3391
432.7076,493.4294,491.8314,530.0748,547.1489,555.5203,509.6666,568.0945,547.7807
381.9209,340.8084,349.3473,450.3895,515.5906,522.6035,638.425,611.7856,614.3603
406.4574,413.625,376.4827,543.0830000000001,615.6737,603.73,519.8707,575.7993,570.6266
361.0453,423.4087,368.0903,602.2823,659.1806,674.6923,525.6348,429.8243,579.2055
364.94,400.9543,417.2324,631.2588,757.7758,696.2327,312.5175,353.5514,327.7135
466.9808,491.0465,493.0436,510.5234,566.2676,588.3439,585.9246,602.1704,606.5274
372.9631,288.682,403.5248,635.0756,563.9897,561.1153,530.0748,542.3372,566.7102
567.3859,620.9956,568.2022,490.2711,540.8497,570.6266,517.6897,513.9483,580.7907
477.6523,548.2368,506.0985,544.4072,648.2404,568.5752,439.6401,448.0285,476.4454
368.601,395.0938,358.5789,611.3959,567.6787,590.0224,505.7719,524.4538,509.5487
534.5147,514.2403,503.1145,482.3259,533.9392,514.4909,525.1675,558.5628,552.5364
436.6023,386.5193,450.8019,602.2823,574.9764,594.6848,470.4082,407.2896,492.1112
400.2259,391.7577,382.0776,504.8372,496.8449,517.2883,673.3993,602.4831,723.3681
435.5897,484.69199999999995,447.3517,575.0195,584.7751,532.0216,409.8847,437.0334,373.4987
421.8025,420.20099999999996,418.4446,662.3384,704.0895,715.6285,462.3851,521.1508,510.8542
238.6742,290.8803,325.4756,565.7501,559.178,589.0899,403.5753,370.5496,379.2801
303.8713,269.3545,341.0481,543.1609,578.4206,518.8736,457.3999,443.3772,464.7893
399.7585,416.5402,356.7139,606.9559,570.9666,620.7945,670.2835,672.2523,695.3935
454.3621,483.1828,417.7919,467.6819,561.5812,490.1529,617.861,570.0845,569.2279
438.8612,457.6854,352.5177,449.1432,469.5207,402.6856,478.587,498.8307,485.4905
348.6602,332.9493,256.7512,563.2575,593.7508,549.9254,454.2063,500.8165,483.7188
379.7398,378.4998,332.376,588.3393,592.7182,625.7367,496.4247,525.2558,533.4204
425.6971,460.0684,453.8791,544.3293,612.6678,654.737,496.892,524.3736,547.1279
597.0634,553.0026,605.8747,463.8651,515.9084,516.3558,434.1097,425.2532,498.6386
358.7085,335.9967,341.7009,555.5459999999999,627.6678,605.6882,437.9265,495.5036,492.7639
357.7738,340.8084,352.1447,613.6548,621.3133,568.9482,433.3307,423.5301,406.602
392.9818,364.0648,448.0045,703.0768,748.1163,703.8791,624.4041,593.3409,620.8877
457.4778,401.7562,425.8113,521.1949,547.9508,556.4528,445.9495,388.3637,413.7822
405.6785,439.4163,459.4741,586.4699,643.8635,614.2671,569.0995,521.9678,618.0903
409.1837,489.1682,460.3133,639.7492,716.6305,695.1138,653.6922,556.4514,603.73
512.9382,520.4359,508.6162,583.0425,617.72,634.7818,493.5426,481.4353,491.2719
365.7969,303.2774,308.038,604.7749,626.0603,676.9302,480.1449,512.2545,517.4748
341.3382,302.1595,416.3931,518.2349,607.8561,574.4498,612.4864,616.5475,660.2387
325.9931,389.3748,351.9582,553.365,606.0918,615.1063,659.1447,642.6803,682.0589
349.595,350.4536,368.0903,602.4381,495.4234,522.79,461.8399,556.1005,469.7314
509.0435,538.7051,517.0086,702.1421,693.5039,667.3256,399.8364,341.6103,389.8172
420.1667,483.5546,397.2771,561.0765,543.1391,604.0097,580.6278,544.2619,647.0906
371.8726,447.3594,354.3827,603.3728,533.997,590.1156,371.0157,406.8496,438.6796
369.5358,476.7489,418.7244,575.9542,577.1416,625.6434,439.1728,386.5193,461.712
520.9612,429.0903,490.2462,611.7074,525.2558,538.4558,585.8467,612.0199,608.6721
456.621,400.9543,448.2842,571.2806,550.6774,574.3566,340.2477,342.5105,340.4886
583.0425,546.6482,535.9381,504.9151,477.1391,507.031,624.0925,529.2655,652.4991
