MathRes-MX,ReadingRes-MX,ScienceRes-MX,MathRes-JP,ReadingRes-JP,ScienceRes-JP,MathRes-UK,ReadingRes-UK,ScienceRes-UK
419.4656,495.01800000000003,465.069,542.3041,544.2652,570.4401,255.6551,248.5847,292.5587
459.8146,471.983,457.5159,551.5735,611.2256,562.9802,510.9129,445.783,521.0183
418.5309,418.5971,470.5707,630.0125,637.9938,653.8046,384.3356,238.801,314.8452
456.621,425.2776,439.7053,593.714,525.1756,596.27,631.8819,607.8561,607.7396
448.52,468.8058,434.2969,559.9081,506.811,522.3238,620.1979,670.5605,639.2577
416.272,459.4963,417.7919,519.8707,581.3595,586.4789,592.935,498.1158,527.2659
411.6763,478.74300000000005,501.436,716.0851,672.3875,678.6087,425.6971,502.4051,485.5837
434.9665,452.9196,479.3361,624.9494,592.7182,624.8042,496.4247,462.9446,527.5457
452.8042,457.6854,341.8874,546.2767,515.9084,541.533,610.6169,614.1915,645.9717
428.735,410.2568,402.2193,587.5604,496.3857,564.1925,530.8537,583.4247,618.9295
592.1561,595.025,564.8452,600.1013,580.6446,570.3469,497.8268,460.5388,535.0056
373.2747,447.3594,375.5502,575.9542,525.8171,573.4241,457.6336,515.1141,545.263
438.23800000000006,479.2907,423.6665,539.2662,546.6482,505.8187,529.1401,557.7685,541.8128
427.1771,410.0268,415.9269,604.9307,615.6737,650.7273,458.1788,435.4448,461.1526
434.4991,376.7355,443.6218,642.3197,624.4111,660.9847,334.2499,386.4358,353.1705
548.6135,457.1706,521.298,625.6504,626.2207,693.2488,608.5138,587.158,666.4864
497.5931,483.3942,474.3939,491.1279,431.6688,511.6934,448.2084,495.4234,519.0601
494.1658,514.8305,492.3909,609.6043,651.8829,658.1872,571.9816,563.7491,596.8295
303.3261,335.8383,314.5655,471.7324,466.3434,458.6348,443.1453,517.9581,542.4655
599.1665,635.7698,613.3346,487.7785,462.7041,480.9213,422.3477,438.6457,428.702
349.9065,388.1232,367.1578,533.0347,556.9742,542.7452,431.8508,513.0488,500.69
594.1813,574.2902,530.3432,648.0059,593.433,576.0351,600.1013,590.7747,636.8333
413.0005,484.0565,463.204,538.5652,553.5587,592.0739,578.1352,671.3549,621.5405
446.5727,388.9251,452.8534,507.2519,549.3141,513.3719,333.5488,301.4329,363.1481
329.1868,369.6759,363.0548,582.1078,542.0966,576.6878,556.325,630.7656,582.2827
357.6959,297.6638,322.2119,568.1648,536.1633,530.2499,459.1136,517.8941,506.9377
382.8556,371.2823,391.4025,546.9777,531.4768,518.8736,324.2016,284.5258,328.9258
398.668,386.5193,438.0269,583.6657,504.6458,577.9,388.6197,424.9324,435.2294
339.2351,350.4536,373.4054,498.8394,554.6872,588.3439,512.4708,544.1858,589.0899
311.1933,325.83,292.5587,587.4825,531.5563,562.0477,571.4364,594.2273,605.9679
428.5792,497.4009,497.7061,504.2919,540.8497,513.7449,587.5604,530.308,644.1067
254.1751,213.0379,304.5878,523.1422,525.9775,522.9765,551.9629,610.9079,568.6684
463.0862,502.1668,449.8695,575.7984,488.3663,520.0858,431.7729,486.7624,471.8762
454.2842,518.1987,489.3137,574.9416,658.8842,611.4696,420.7898,472.3274,458.5416
497.9826,476.3371,375.4569,672.8539999999999,672.9435,667.7919,381.064,379.0487,405.3898
381.9209,383.3115,404.36400000000003,536.1505,471.5254,516.6356,534.2031,585.5694,572.6781
366.2642,409.3914,384.875,603.9181,602.2425,573.8903,494.5552,543.6203,496.7736
410.3521,509.95099999999996,424.972,514.2623,561.6606,535.6583,625.6504,641.9654,617.8105
445.1706,457.0904,468.79900000000004,556.5587,591.3678,600.2797,633.5177,623.6962,665.2742
448.0527,400.9543,420.3096,493.3089,464.8342,453.2264,534.2031,565.7116,561.4883
498.0604,538.7051,497.0533,510.3677,501.2931,532.8609,610.7727,580.8306,634.7818
556.325,560.7017,582.376,407.3142,372.6148,383.9426,508.3424,509.1367,531.3689
523.0643,455.4865,531.9284,562.7902,573.893,605.8747,507.0182,472.2472,478.1238
434.8886,448.269,520.925,611.9411,569.2826,636.74,509.6666,583.9807,537.1503
463.8651,475.5352,506.0985,479.9891,470.7235,461.1526,607.8906,671.9903,651.4733
369.38,447.3594,348.50800000000004,629.623,641.1711,593.4726,431.8508,491.3335,536.1246
331.2899,267.1096,328.273,624.7936,596.0675,631.0518,525.8685,537.5255,502.3685
346.4792,294.1352,359.6979,623.2357,601.6811,609.6046,485.5196,510.9042,496.4938
349.1276,274.4073,369.7687,595.4276,624.3317,539.5748,473.7576,541.0086,493.6964
468.7724,514.8758,433.3644,550.1714,544.5035,566.7102,496.8141,564.123,516.7288
620.6652,664.8415,566.7102,655.7174,566.155,677.1167,325.7595,247.7828,259.9217
414.5583,411.7743,357.6464,619.4968,605.6909,617.997,427.0992,428.461,461.3391
376.6241,352.8376,345.7106,503.0456,525.2018,563.3532,455.9199,516.4644,448.0045
550.0935,555.5444,472.3424,516.8328,527.1002,585.3599,568.1648,529.8269,580.884
488.7132,499.2727,430.194,339.9361,263.6613,364.2671,518.8581,484.5972,579.765
542.5378,549.8254,532.8609,406.769,483.0239,479.7091,591.5329,508.9763,521.2048
462.1514,528.4636,467.7732,498.9173,510.3482,550.8579,479.2881,518.8473,500.7833
444.158,457.8443,462.2715,382.8556,308.5934,341.0481,400.5375,384.5295,393.9202
401.7838,413.2041,410.9847,391.2681,299.1073,305.3338,461.5283,446.0091,441.7568
314.8543,359.191,320.5334,316.1785,333.5107,329.8583,490.349,521.4866,511.6934
436.6802,478.4964,484.2783,544.0178,553.6381,464.0433,415.1036,537.0369999999999,466.934
359.1759,362.3807,357.8329,513.4834,583.9013,572.0254,473.0566,492.6166,536.8706
310.8818,305.0985,333.5882,315.1659,327.3391,306.6393,284.6316,412.2509,289.668
401.5501,452.1253,411.6374,517.456,526.2344,514.4909,578.3689,588.9849,568.5752
385.8934,433.0618,403.8046,372.8073,380.0235,328.0865,515.0413,509.2362,448.0045
380.4409,402.5582,368.37,349.1276,421.1472,364.3603,576.2658,587.0055,618.37
365.0179,378.6602,325.7553,555.6239,448.5096,512.6259,552.5861,535.4405,619.116
396.8765,361.5739,403.2451,385.8934,442.3552,402.7788,571.3585,567.1975,570.4401
422.5035,432.2301,408.467,429.9034,421.0677,374.6177,675.5024,747.3144,748.2656
496.0352,453.555,478.1238,439.4843,344.8934,353.1705,468.305,541.0086,501.1563
469.2398,390.529,500.7833,398.2785,384.6089,373.0325,489.3363,541.8823,532.2081
438.1601,438.6457,395.1324,558.9734,510.7406,530.4364,459.8146,492.0791,457.6091
332.2246,340.9218,258.7094,368.7568,281.98400000000004,270.0858,565.6722,600.6613,568.3887
365.4853,391.1222,377.2286,620.3536,625.126,553.5621,557.805,578.4247,583.495
474.5365,421.1633,471.4099,421.6467,430.8668,409.1197,328.5636,239.7633,362.8683
353.0223,393.3463,392.3349,474.5365,417.9699,395.8784,379.9735,423.5301,405.7628
455.842,437.8277,413.7822,303.6376,359.9853,315.3115,509.8224,560.7819,548.0604
333.2373,281.1897,339.1831,394.8512,471.9036,365.2928,409.4174,396.0624,482.8795
447.2737,433.0321,393.2674,485.3638,442.89599999999996,427.7695,418.7646,408.0916,449.31
425.1519,465.6285,401.6598,549.2366,577.0702,563.9127,525.6348,469.1196,526.9862
460.8272,457.8443,479.6158,343.675,311.5324,280.2499,434.8107,526.7904,457.4226
340.0919,364.1157,328.5528,443.6127,280.9031,373.6852,352.477,362.6065,411.9172
543.2388,568.8889,472.8087,580.472,607.7306,605.5949,591.5329,590.0529,653.3383
515.1192,545.9333,533.4204,459.1136,416.7526,422.3611,330.3552,398.3505,379.2801
293.2778,356.80800000000005,341.7009,506.5509,506.9327,433.6442,419.4656,496.8449,484.6512
383.7124,330.7547,305.2406,365.9526,428.296,301.3241,491.6732,570.8864,535.6583
466.8251,373.6881,401.5666,420.0888,302.315,320.8131,302.5471,274.7558,286.2178
503.6688,559.516,486.1432,571.1248,658.5665,617.7173,508.0308,513.2266,504.2335
317.5027,280.7131,301.5106,505.7719,525.9961,534.7258,267.3391,327.8971,280.1567
513.6392,551.72,489.5934,486.3764,474.1277,512.8124,529.1401,607.0157,609.8844
452.7263,405.7659,484.6512,509.0435,528.7041,538.7355,375.6894,355.2434,379.5599
606.6443,581.2315,523.8157,468.3829,420.20099999999996,514.2111,468.6166,531.4768,456.7699
482.4038,498.0698,522.2305,603.9181,633.2280000000001,554.8676,351.5423,323.9675,342.6333
531.0874,560.7869,541.533,664.3636,660.9494,613.3346,548.7693,607.254,591.8874
393.527,409.1341,423.10699999999997,537.3189,545.0595,526.9862,402.0953,423.5301,398.8624
379.4283,442.5141,428.702,502.8899,632.3542,559.3435,693.6517,677.8659,698.191
380.4409,430.6262,378.6274,566.6069,590.1764,594.5916,537.7084,587.158,597.762
580.5499,540.5729,531.5554,292.343,186.8349,214.5095,586.8593,618.923,630.9586
451.6358,460.9398,431.4994,523.6096,492.376,561.1153,553.2092,505.1269,517.0086
358.4748,382.226,402.5923,595.3497,592.8597,610.5371,589.8972,538.0869,661.1712
434.8107,470.7235,467.8665,486.68800000000005,482.309,487.8217,614.8232,637.9938,623.8717
560.4533,539.4994,558.038,548.6135,539.7377,578.8325,292.4209,286.8375,310.4625
405.3669,489.1401,432.0589,420.0888,368.3151,421.2421,416.8952,408.9737,394.0134
273.7264,429.5669,331.3502,469.3955,494.1443,483.81199999999995,527.5822,485.9605,572.9579
475.3155,410.5776,459.4741,546.3546,580.6446,535.8448,356.6833,330.3029,407.2548
370.6263,301.3527,333.5882,443.6906,481.8705,439.9851,477.6523,543.4709,498.6386
280.8148,275.7884,242.8571,549.5482,542.1206,557.3853,389.3987,371.0262,294.4237
518.1569999999999,465.1099,542.4655,556.325,583.9807,627.3219,525.479,539.6106,549.0862
368.7568,414.5873,359.9776,625.3388,587.158,581.0705,378.0262,307.9286,315.2182
467.6819,469.6001,403.8046,457.1662,460.7832,503.301,286.1894,297.343,304.5878
363.3821,296.7014,369.6755,392.1249,362.2203,396.2514,554.6892,572.3044,569.5076
513.4834,551.8803,446.4192,536.0726,534.8791,572.1186,519.8707,589.3026,593.9388
516.8328,472.3274,544.9832,518.936,489.1682,549.7389,592.1561,542.0164,560.8355
433.4865,471.1887,483.439,559.3628,545.545,591.8874,510.3677,598.9932,534.7258
480.76800000000003,421.0029,405.3898,539.2662,510.9042,444.834,445.7158,476.3371,501.436
587.5604,559.0177,530.6229,521.2728,494.7819,525.6807,313.3744,286.9088,274.1887
407.7037,413.2041,349.7203,599.1665,663.9121,632.6371,479.2881,563.3287,509.5487
480.1449,437.8438,458.8213,495.7236,588.5877,506.9377,621.1326,647.2873,658.2805
321.7869,347.1438,338.2507,491.5953,506.2497,491.1787,464.0988,482.309,516.7288
365.1737,416.8328,435.2294,375.6115,378.4196,434.0172,353.0223,398.1122,299.8322
435.6675,422.8152,463.4838,512.9382,425.2532,503.301,441.8212,461.02,459.1943
363.9274,448.4294,353.1705,537.7084,555.3856,613.0548,461.3725,558.0068,526.6132
389.5544,382.1465,417.5121,587.5604,551.414,591.6076,324.9805,355.14,302.5364
562.6344,580.6702,533.4204,645.4354,691.9275,633.9426,483.1048,522.8189,562.7937
384.9587,367.2929,441.5703,639.0481,727.5126,694.6475,527.6601,555.4891,586.4789
360.8117,355.2434,341.9806,570.268,588.85,558.3178,556.325,484.3566,550.6714
387.2955,394.6991,344.5916,643.6439,612.5759,583.7747,503.4351,509.3156,517.0086
393.4491,414.7133,393.2674,512.7824,603.0442,573.5173,395.5523,400.1523,421.6151
391.9692,321.5617,452.9467,554.1439,655.3098,629.0936,450.0779,380.9057,413.2227
304.9618,417.1756,341.0481,530.62,560.9457,563.9127,629.4672,634.5609,647.8366
294.2904,228.9241,254.3267,638.1134,737.2826,706.3969,637.4124,649.3525,680.4737
300.2882,288.682,364.0806,627.9872,637.9144,638.232,426.0087,424.1305,486.5162
492.6079,525.2018,473.7411,543.862,634.3203,553.4689,648.5512,644.6654,660.0522
496.0352,510.7453,463.204,586.4699,648.6751,595.6173,452.7263,491.8408,500.5035
407.8595,340.9688,375.1772,469.9408,436.4804,495.8411,490.8163,501.43800000000005,551.7904
377.2472,453.7139,480.82800000000003,516.7549,537.0444,551.0444,577.3563,465.9118,546.9414
482.6375,516.6232,535.5651,653.7701,692.0069,638.7915,436.5244,434.4916,417.4189
282.139,268.7985,290.5073,613.499,679.1489999999999,674.0395,328.0963,360.7796,385.8075
453.5831,533.9392,409.959,605.398,531.6713,593.5658,539.7336,552.4417,540.6005
255.1877,349.0238,303.3756,526.1801,589.7792,617.997,463.0083,467.8526,453.7859
490.8942,393.7368,480.9213,694.1189999999999,646.5901,682.3387,544.0957,524.6944,543.398
552.664,478.74300000000005,558.3178,655.7953,718.934,627.3219,490.9721,493.4294,519.806
441.8212,410.98,405.2033,539.3441,654.4361,597.6688,524.3106,571.5101,507.9634
492.7637,482.4679,482.4133,634.2187,594.9448,618.6498,395.9417,325.0356,385.1548
468.305,417.9555,413.5957,465.9682,439.3369,466.6542,376.9357,380.0235,403.5248
354.1128,393.8972,456.3036,650.2648,622.1076,631.4248,397.4996,457.6854,437.7471
398.668,487.7104,350.37300000000005,580.7057,650.9411,635.7143,555.5459999999999,614.9588,576.9675
375.6894,278.9657,313.9127,648.3175,660.4728,684.2037,505.694,470.7235,507.031
429.3582,323.32599999999996,394.9459,628.4546,656.263,623.0325,457.3999,468.0115,525.6807
410.5858,416.3019,371.8202,564.8154,604.0768,562.0477,500.0078,517.1561,535.9381
327.551,352.8376,376.2029,488.0122,488.6069,517.2883,513.5613,541.0880000000001,519.433
410.1184,447.4671,392.9877,472.745,583.9013,500.5035,323.4227,413.2041,348.50800000000004
444.158,466.0722,392.3349,549.3924,555.3856,576.6878,542.3041,520.3565,503.0213
387.5292,344.8934,395.7852,524.5443,544.9007,551.6971,290.8631,337.5857,305.5203
425.6193,376.094,458.8213,581.5625,623.8148,659.1197,559.5186,528.4636,542.1858
408.7942,331.98699999999997,327.0608,612.5643,647.3667,602.0515,498.6836,472.7773,471.4099
502.7341,491.0465,474.6736,593.714,594.3068,581.63,502.6562,437.2717,445.4868
290.16200000000003,250.1886,344.4983,493.4647,531.7946,525.6807,465.1893,491.5741,450.8952
484.6627,468.4781,418.2581,515.1192,457.0904,460.1268,441.899,504.5497,470.3842
413.7794,440.2496,396.0649,464.1767,476.6694,430.56699999999995,482.4817,468.9592,510.6677
490.9721,460.2982,462.1783,550.2493,566.7163,594.8713,386.6724,389.5667,426.7438
332.0689,368.9567,432.7117,536.9294,534.7335,538.0828,626.5072,627.1028,659.6792
407.6258,469.6001,394.1067,468.5387,511.9368,566.7102,356.2938,305.2822,352.4245
537.3189,514.6701,477.1913,426.3203,423.4087,388.3253,437.3812,519.0856,468.79900000000004
369.38,345.6877,356.9004,484.6627,462.4513,536.8706,519.8707,472.0868,493.2301
255.8888,291.8897,233.812,551.8071,562.7868,573.1443,567.9311,532.7139,561.1153
465.5009,482.4679,481.4808,629.7009,607.6512,580.6043,574.3963,552.3615,588.0642
300.5219,306.3248,317.7359,550.6387,570.398,576.0351,473.6797,530.2059,463.204
381.2198,277.4547,441.1041,513.4834,507.727,429.6345,434.1876,527.4259,501.3428
236.9606,208.6478,268.1276,550.5608,591.9238,562.4207,568.9438,663.2529,677.5830000000001
462.7746,484.6125,398.8624,611.0064,574.2107,656.4155,420.3225,536.2427,553.7486
481.2354,408.0114,472.5289,563.6469999999999,592.539,593.8456,433.2528,463.2456,493.9761
387.4513,385.7173,442.0366,523.6096,467.5157,524.5617,389.3987,415.5076,426.837
455.3747,514.1889,464.69599999999997,412.1436,320.5081,344.7781,547.0556,508.6555,591.8874
392.04699999999997,384.1936,428.0492,431.695,438.5426,379.9329,577.5121,627.5089,619.7687
486.2206,442.8158,478.8698,609.5264,595.3394,584.4275,419.3878,403.9215,461.5256
422.3477,508.5213,424.972,687.2644,637.4378,706.5834,566.4512,538.0869,572.3051
312.6733,387.0004,346.27,517.6897,587.0786,577.0608,373.74199999999996,442.5935,444.9273
376.4683,378.58,428.0492,515.5865,485.4069,543.398,664.1299,589.3312,677.7695
490.8942,497.4009,436.1619,600.8023,554.1258,539.9478,418.6867,432.5058,464.1365
324.2016,410.1857,335.2667,583.6657,575.2433,560.8355,574.1626,623.9345,620.7945
526.1022,536.9642,488.9407,553.9882,527.5847,554.5878,448.1305,529.4116,521.9508
456.6989,464.3079,395.9717,484.3511,514.0815,535.3786,632.8945,689.0932,673.0138
445.0927,453.3962,384.5021,553.2092,591.0501,575.7553,340.4814,346.6626,351.3055
359.1759,389.2953,358.7654,457.5557,454.3493,379.1869,568.1648,617.1035,588.3439
424.6066,379.2216,438.0269,449.7663,446.4246,510.0149,584.3667,660.2345,582.5625
413.31199999999995,438.8061,440.4513,526.0243,466.9544,452.9467,490.349,473.0156,485.5837
528.7506,526.6316,514.4909,488.4795,489.4088,493.0436,341.4161,283.8703,343.5658
399.44699999999995,417.9699,469.7314,606.878,641.4094,638.5117,444.3138,491.4137,501.3428
508.1087,498.9896,509.7352,562.6344,521.2302,480.2686,360.1106,351.2337,444.2745
469.3955,444.4197,387.2995,550.0935,471.5254,498.4521,419.4656,417.2338,475.3264
384.9587,432.2301,342.9131,553.9882,577.6263,555.3338,437.4591,393.6566,438.1201
451.48,449.9012,407.8142,649.9533,658.1381,702.1074,488.5574,466.6336,487.16900000000004
408.5605,457.6854,432.4319,638.1913,612.1064,568.5752,476.2502,524.9635,524.0022
413.7794,410.5776,477.1913,697.079,679.1489999999999,670.2163,485.3638,516.675,525.6807
411.5984,498.6718,432.0589,520.0265,657.7722,566.8034,513.6392,529.9071,547.0347
384.1798,344.9785,365.1063,663.2731,613.6085,659.0265,503.5909,470.1621,484.6512
478.8986,414.42699999999996,497.7061,618.3284,580.0092,600.6527,592.1561,575.7783,611.2831
540.0452,551.4935,515.7031,664.2857,564.5511,542.8385,575.0195,603.0444,657.1615
358.9422,432.1086,373.6852,579.4594,611.7022,590.0224,624.8715,652.765,682.3387
482.4817,497.1877,430.8467,661.9489,728.5452,700.4289,344.9992,411.536,381.1451
370.1589,417.3345,409.1197,706.7378,747.0526,704.7184,514.1845,601.6811,640.3767
438.23800000000006,491.2053,430.194,648.2396,699.0763,696.9787,405.7563,433.7767,479.0563
352.3991,342.8935,322.9579,637.3345,600.6613,613.3346,423.3603,493.4185,479.9888
618.7179,553.404,616.4118,694.898,676.262,700.9884,489.4921,557.6096,526.52
371.9505,413.7854,450.8019,599.2444,647.7638,590.9549,659.3005,621.2486,692.7825
413.8573,452.35900000000004,443.9015,649.1743,622.7431,565.6844,486.2206,481.1488,512.4394
553.365,545.5361,495.4681,674.7235,562.867,589.7426,476.5618,510.1099,558.6908
359.3317,510.0188,415.5539,540.0452,584.7751,514.2111,293.9009,369.7553,345.7106
537.7863,489.4578,493.3234,579.6931,497.1075,555.2406,600.0234,664.2061,640.6565
450.6232,553.797,401.6598,621.7557,666.5889999999999,614.0806,430.916,449.7423,420.1231
397.5775,361.3382,374.2447,684.1486,671.3549,617.3443,466.4356,522.8189,513.9314
567.6975,585.4017,621.727,686.4854,591.0153,626.6692,477.3407,490.2521,504.6065
412.2215,421.9415,407.2548,635.7766,672.8137,674.6923,408.4047,410.0268,414.4349
411.4426,524.5663,454.8116,639.7492,649.5573,632.6371,677.8392,668.002,699.1235
401.4722,419.5585,441.1041,658.6774,766.5926,702.9467,649.4859,643.9436,723.7411
506.3951,488.2861,472.5289,664.5194,720.0461,704.7184,383.1672,384.5295,371.8202
510.6013,469.1196,503.301,620.2757,645.9369,627.0421,365.4853,431.4732,360.6304
377.2472,421.8049,410.8915,605.398,563.3287,610.5371,485.208,574.0942,553.6554
489.0248,441.6404,354.1029,459.1136,433.5934,515.6098,462.3072,505.4477,475.3264
421.8025,465.1099,496.7736,672.5425,678.2669,636.5535,424.6845,511.6191,417.2324
367.5105,379.0487,452.9467,637.4903,684.6198,680.6602,509.5887,513.2077,523.536
428.034,421.9415,380.2126,645.9807,607.81,628.5341,564.9712,594.2230000000001,576.3148
478.3533,436.1596,433.3644,608.0464,640.2973,649.7949,557.9607,607.0157,580.4178
544.3293,538.7051,520.0858,664.831,732.755,728.0306,514.7297,529.9677,557.7583
445.0927,408.9737,509.1757,628.4546,532.3506,576.4081,427.0992,449.9806,461.3391
429.3582,421.0029,469.7314,702.921,608.4175,675.9978,510.5234,524.2934,588.9966
456.1536,545.2184,520.6453,668.5699,611.8658,609.3249,400.7711,336.2373,416.5796
457.5557,445.8632,459.7538,636.7892,574.415,624.5244,543.9399,587.3963,547.1279
412.2215,359.2531,434.2969,696.5337,627.1028,727.0981,532.879,508.6555,578.8325
358.7085,374.2829,363.1481,608.5917,607.0542,572.0254,412.9226,387.2301,360.6304
316.4122,406.0553,327.9933,579.771,587.2461,598.4148,512.9382,580.8306,592.8198
331.991,425.2776,416.5796,613.8885,644.5866,622.6595,575.8763,573.893,633.8493
411.131,402.87800000000004,443.6218,537.6305,549.8254,543.2115,580.3941,570.4053,590.9549
426.4761,419.399,458.2618,661.4036,701.7769,694.461,296.0819,246.4195,275.774
479.2102,340.9688,418.2581,652.9132,671.3549,683.2712,436.4465,382.7501,396.0649
588.7288,622.7431,559.2503,547.1335,505.0468,483.6255,526.1022,595.7365,509.7352
413.2341,384.1134,490.2462,591.8445,595.8954,523.2562,502.5783,520.4359,511.5069
357.6959,410.0268,362.4953,582.1078,453.0807,512.3461,480.9238,491.3335,530.5297
429.436,481.22900000000004,416.8594,519.637,453.3213,487.4487,523.6875,532.5889,532.2081
359.3317,318.6812,365.1996,708.2178,677.5451,690.4513,542.3041,567.7589,587.9709
342.8961,339.2045,336.3857,615.6021,585.4017,594.9646,472.2776,467.5157,600.0
396.0196,483.1034,366.505,633.4398,635.9242,670.9623,496.892,555.6495,594.6848
272.8696,348.9444,327.3405,638.8924,666.5096,642.8944,410.8973,371.5229,385.8075
391.9692,293.4936,341.0481,700.8958,646.7312,665.9269,540.8241,505.4477,523.8157
398.2007,399.5108,419.3771,646.8375,677.3848,719.8247,377.9483,357.6492,349.254
421.8025,478.3375,397.9299,651.9006,690.3763,724.3006,461.8399,508.3347,543.398
310.4923,323.32599999999996,364.9198,722.005,696.7918,726.1656,469.084,518.0383,469.7314
427.9561,437.0334,367.4375,737.9732,736.0069,635.621,561.0765,631.6394,631.3316
336.1972,351.4067,245.5614,620.7431,712.5796,673.9463,388.2303,344.6577,374.5244
334.6394,302.4754,393.8269,503.3572,388.9251,466.0015,505.4604,583.9013,527.5457
463.7872,528.0613,488.9407,548.6914,610.0341,532.1149,518.8581,512.6652,540.6005
476.1723,527.5847,492.9504,531.6327,461.3407,548.9929,382.3882,420.2734,409.1197
557.8828,525.2558,505.166,589.1961,569.9241,605.1287,590.053,558.3761,565.7777
400.0701,277.6151,365.8523,695.0537,642.3398,670.4961,621.1326,525.0152,627.5084
486.9995,532.3506,467.8665,690.6138,689.5743,781.2756,541.2136,614.9588,582.9355
329.6542,414.7927,359.6979,638.3471,630.5512,680.4737,438.7054,388.1232,456.6766
412.6889,425.913,361.5628,439.4843,455.3025,463.95,621.8336,639.5825,657.8142
448.8316,540.4525,521.0183,623.3915,658.8842,684.2037,504.99300000000005,447.4671,490.8989
578.9142,534.2376,517.1018,674.7235,666.3981,713.8568,645.5912,684.8428,747.9858
390.7229,312.0988,349.0675,605.9433,610.1135,510.7609,488.6353,554.8296,462.2715
396.0196,432.7113,339.7426,625.4167,615.6737,560.1828,535.8389,550.5403,513.5584
467.9935,482.1502,414.7147,654.549,689.6239999999999,665.2742,427.0992,475.5352,452.6669
432.5518,470.3944,417.4189,574.9416,587.2461,613.3346,432.2402,466.3434,469.7314
315.7891,308.3551,278.8512,601.5033,656.9778,601.865,592.1561,599.8669,596.3633
397.6554,482.309,470.3842,621.9115,629.0181,605.1287,556.0134,557.7685,524.1887
598.6213,551.72,583.2152,663.9741,628.5463,626.2962,404.51,425.913,438.6796
211.72299999999998,178.8826,202.1074,675.9698,667.2001,649.1421,391.346,403.5135,379.1869
391.1902,368.2349,392.1485,452.96,399.9391,447.3517,441.9769,424.8804,399.0489
427.0213,428.2204,398.8624,687.3423,659.8222,671.0556,465.8903,451.5692,482.7863
459.1136,424.6919,432.9914,677.0603,589.4114,603.0772,578.6026,568.5608,650.0746
544.6409,512.6517,489.3137,688.1991,654.9126,725.2331,511.2245,567.7589,576.3148
489.4921,531.5563,471.8762,569.3332,571.9867,507.031,417.75199999999995,474.3659,447.07199999999995
493.4647,551.414,485.5837,661.5594,650.3592,690.0783,410.7415,473.0156,452.0142
469.1619,456.9706,483.9985,645.1239,592.539,622.3797,369.5358,380.4785,336.2924
376.3904,419.5585,357.8329,622.6126,580.0092,594.4051,412.2994,400.7334,354.1029
508.1866,586.3637,503.5808,667.0899,642.9813,623.4987,517.3781,489.1682,521.7643
383.5566,453.3962,383.5696,655.3279,601.6811,623.5919,423.9056,419.5585,387.6725
440.2633,413.9458,392.1485,515.8202,444.2593,457.4226,508.8877,515.6324,558.5975
352.477,310.3345,302.5364,530.1527,648.2404,620.8877,345.2329,411.6154,362.4953
410.7415,416.3813,405.2965,732.0533,647.1514,709.7538,479.2102,514.0815,506.0985
428.034,444.9765,457.3294,610.2274,558.6969,628.4409,360.0327,371.1056,386.5535
460.983,527.5847,397.9299,569.6448,548.5122,548.3402,587.2488,595.0217,569.5076
504.9151,472.4878,490.0597,649.7196,565.5936,628.2544,499.3846,499.8341,542.4655
434.4991,371.2823,404.4573,594.0255,626.7941,650.7273,301.92400000000004,324.1619,290.78700000000003
624.2483,639.132,554.8676,600.8023,582.9958,604.2894,539.7336,453.8025,562.0477
437.4591,411.7743,396.6244,572.8384,532.1123,534.2596,531.4769,491.5741,578.5528
494.4773,455.3262,487.4487,643.4881,598.4734,603.0772,311.8165,338.5389,290.9735
485.5196,524.534,577.2473,692.0938,658.0899,673.0138,360.8895,337.6006,357.1802
455.2189,520.9253,439.5188,684.0707,701.6837,746.4938,454.2842,467.2172,459.4741
342.8961,263.9821,306.5461,607.0338,575.7783,633.5696,405.2111,372.0041,349.1608
382.7777,447.3594,380.4924,586.7035,597.484,618.9295,391.9692,430.6789,441.7568
454.5178,483.5546,476.2589,564.1143,555.6495,598.135,448.9095,509.2169,496.4938
489.0248,550.6197,431.4994,546.3546,575.0845,519.0601,568.9438,635.452,616.9713
435.8233,492.6351,447.07199999999995,443.6127,434.8887,450.1492,570.4237,512.7311,519.1533
459.7367,493.4294,490.2462,535.3716,531.11,563.9127,459.9704,554.8296,518.2208
329.1089,405.26099999999997,361.2831,589.8972,550.918,566.4304,490.349,542.1206,513.5584
421.5688,482.309,451.0817,529.1401,498.1952,556.7326,219.7461,144.5724,182.5252
375.2999,453.0807,375.5502,480.76800000000003,467.5157,517.1018,465.9682,523.6519,575.1026
319.528,312.4855,388.605,611.6295,634.0223,624.3379,557.1039,628.4621,630.1194
413.7794,409.2325,386.74,475.62699999999995,526.711,584.5207,416.272,492.3968,457.7956
456.9325,394.6991,452.5737,489.3363,546.9083,595.6173,488.6353,501.3725,501.7158
448.2084,508.2036,448.8437,427.5666,454.4288,494.9086,667.0899,693.5039,761.5069
436.3686,510.1792,420.3096,441.899,423.7684,419.3771,473.9134,533.9168,543.3047
382.54400000000004,404.8838,414.7147,398.3564,497.957,507.2175,673.1656,639.8537,668.0716
372.0284,479.7053,383.5696,573.2279,593.3409,575.1026,447.4295,497.957,499.7576
437.1475,445.1353,443.6218,520.1823,491.5741,508.3364,529.8411,459.4161,528.1984
494.3215,512.585,501.06300000000005,511.3803,454.9252,547.1279,410.43,410.4974,464.1365
397.8891,415.4281,341.0481,593.4024,607.81,592.2604,417.6741,484.69199999999995,421.2421
311.6607,409.1531,389.5375,427.0992,507.727,435.8821,587.2488,560.8663,552.7229
