CNT,ST04Q01,AGE,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q05,PV1MATH,PV1READ,PV1SCIE
Mexico,1,15.42,4,4,2,1,3,2,2,295.0693,386.9918,344.7781
Mexico,1,16.08,2,3,2,3,2,3,2,267.0276,305.1779,308.411
Mexico,0,16.08,3,4,1,1,1,1,1,593.0908,590.2133,567.9224
Mexico,1,15.25,4,4,1,1,1,1,1,366.1863,451.2515,398.8624
Mexico,0,15.33,3,3,2,2,1,1,2,464.8777,466.5534,384.875
Mexico,0,15.25,3,3,2,2,2,2,2,479.3659,479.2241,490.8057
Mexico,1,15.83,1,2,1,3,1,1,2,345.4666,394.9349,395.7852
Mexico,0,16.0,1,4,1,1,1,3,1,262.5876,295.8193,261.7866
Mexico,0,16.0,3,3,1,1,1,1,1,477.10699999999997,499.5935,520.0858
Mexico,1,15.58,4,4,2,2,1,1,1,419.23199999999997,464.8342,381.1451
Mexico,1,15.92,3,4,1,1,1,1,1,593.9477,606.2214,664.6214
Mexico,1,15.58,4,4,2,1,2,1,2,289.2273,311.5324,373.5919
Mexico,0,15.92,2,3,2,2,2,2,2,369.6136,343.2142,364.0806
Mexico,1,16.08,4,4,2,2,1,1,1,515.1192,537.9902,505.4457
Mexico,0,15.5,3,4,2,1,1,2,2,417.2067,379.4622,416.2066
Mexico,1,16.0,1,3,1,1,1,1,1,229.327,240.521,247.4263
Mexico,1,16.0,3,3,2,2,2,2,1,459.4251,457.6854,414.7147
Mexico,0,16.0,2,3,2,3,1,1,2,399.8364,455.5667,442.0366
Mexico,1,15.83,4,4,2,2,2,1,1,522.8307,526.9493,481.8538
Mexico,0,15.67,1,4,1,1,1,1,1,563.0238,595.025,590.0224
Mexico,0,16.08,3,2,2,2,2,2,2,428.6571,396.1426,413.6889
Mexico,0,15.83,3,4,1,1,2,1,1,414.5583,402.7186,452.9467
Mexico,1,15.42,4,4,1,1,1,1,1,340.2477,344.0991,351.3055
Mexico,0,16.0,2,3,2,2,1,1,1,438.6275,465.0297,414.7147
Mexico,1,16.17,2,2,2,2,2,2,2,299.5872,324.4002,350.9325
Mexico,0,15.42,2,3,2,2,1,1,1,476.406,475.6956,463.7635
Mexico,1,16.08,3,3,2,2,2,2,2,535.5273,507.727,535.9381
Mexico,1,15.67,4,4,1,1,1,1,1,547.8346,550.6991,536.2178
Mexico,0,15.92,4,4,2,2,2,1,1,607.8906,541.2947,580.0448
Mexico,1,15.42,4,4,2,1,1,1,1,590.2866,563.3287,578.8325
Mexico,1,15.83,4,4,1,1,1,1,1,459.8146,523.6132,498.5453
Mexico,0,15.5,3,3,2,2,2,2,2,540.7462,474.7332,495.8411
Mexico,0,16.0,4,4,1,1,1,1,1,417.6741,439.4476,410.0522
Mexico,0,15.92,3,4,2,1,1,1,2,344.6876,314.3442,330.7907
Mexico,0,15.92,1,4,2,2,2,1,1,500.7088,509.2169,507.9634
Mexico,1,16.17,4,4,1,1,1,1,1,301.8461,339.3332,372.7527
Mexico,1,16.17,4,4,1,2,1,1,2,406.2237,431.4732,432.1522
Mexico,1,16.08,3,4,1,1,2,1,2,458.101,509.2362,483.7188
Mexico,0,16.0,4,4,1,1,1,1,1,512.2371,548.6726,485.2107
Mexico,0,15.75,4,4,3,1,1,1,1,408.3268,477.2995,439.8918
Mexico,0,15.92,3,4,2,2,2,2,1,525.9464,463.506,544.3305
Mexico,1,15.33,3,3,2,2,2,2,1,515.1192,463.2456,501.3428
Mexico,0,15.5,4,4,2,2,1,1,1,559.6744,510.0188,519.1533
Mexico,0,15.33,1,4,3,3,2,1,2,418.5309,389.0053,396.3446
Mexico,0,15.75,3,3,2,2,2,2,1,348.3487,365.6687,416.5796
Mexico,0,15.58,1,3,2,1,1,2,2,355.43699999999995,350.4317,294.3305
Mexico,0,15.75,3,3,2,2,2,2,2,473.2902,420.3614,477.7508
Mexico,1,15.25,3,4,2,2,2,1,2,355.5149,443.8644,363.0548
Mexico,1,15.42,3,4,1,1,1,1,1,416.3499,450.5366,440.5446
Mexico,1,16.0,4,4,1,1,1,1,1,325.4479,400.3362,304.6811
Mexico,0,15.92,2,1,3,4,2,2,3,333.6267,310.3345,295.263
Mexico,0,15.5,3,4,2,1,1,1,1,325.2142,332.7889,325.1958
Mexico,0,15.67,2,3,2,2,2,2,2,384.1798,332.9493,376.2962
Mexico,1,15.67,4,4,2,2,1,1,1,421.2572,493.4294,463.204
Mexico,0,16.0,3,3,2,2,2,2,2,498.9173,506.811,481.8538
Mexico,1,16.0,3,4,1,1,1,1,1,549.7819,541.8823,517.2883
Mexico,0,15.67,3,4,2,2,2,2,1,449.6884,411.3796,475.2331
Mexico,0,15.25,2,1,2,2,1,1,3,373.5083,430.6262,418.1649
Mexico,0,15.58,1,2,1,2,2,1,2,340.014,285.4742,360.6304
Mexico,0,15.58,2,2,1,1,1,1,1,413.8573,452.35900000000004,443.9015
Mexico,0,15.58,2,4,2,2,2,2,2,323.5005,350.5119,343.1928
Mexico,0,15.67,3,4,2,1,2,1,2,420.8677,423.4889,472.8087
Mexico,1,16.0,3,4,2,1,1,2,2,381.2977,338.5389,468.5192
Mexico,1,15.83,4,4,1,1,2,1,1,440.4191,534.4158,429.2615
Mexico,0,15.83,2,3,1,2,1,1,2,513.6392,484.0358,444.1813
Mexico,1,16.17,4,4,1,1,1,1,1,379.9735,400.4951,370.8877
Mexico,1,16.08,1,3,1,2,1,2,2,404.5879,481.5147,402.8721
Mexico,1,15.58,4,3,2,2,2,2,2,465.3451,467.6937,400.3543
Mexico,0,15.75,3,3,2,2,2,2,2,501.0204,405.1244,422.1746
Mexico,0,15.67,4,4,2,2,1,1,1,443.379,400.9543,466.0015
Mexico,0,15.67,2,2,2,2,1,2,1,345.3108,312.7403,321.3726
Mexico,0,16.08,3,4,2,1,2,1,1,501.7993,444.4197,469.7314
Mexico,0,15.58,2,4,2,1,1,1,1,399.2133,440.2496,411.6374
Mexico,0,15.5,3,4,2,1,2,2,1,489.4921,452.2788,406.602
Mexico,1,15.58,3,1,2,2,2,2,2,371.0936,441.4815,390.097
Mexico,1,15.67,4,3,2,1,2,1,2,431.9286,467.2172,488.1015
Mexico,1,15.25,3,3,2,2,2,2,1,429.0466,459.1152,409.1197
Mexico,1,15.83,2,4,2,1,1,2,2,412.3773,402.5603,355.5949
Mexico,1,16.0,4,4,1,1,2,1,1,421.1014,423.689,411.5442
Mexico,0,15.42,3,3,2,1,1,2,2,296.4714,296.8618,315.4979
Mexico,1,15.25,1,4,1,1,1,1,1,320.5406,274.9941,314.6587
Mexico,1,15.92,2,4,4,2,2,1,2,483.1827,441.7992,456.5834
Mexico,1,16.17,4,4,1,1,1,1,1,356.8391,424.245,419.3771
Mexico,0,16.08,4,4,1,1,1,1,1,502.1109,472.4878,411.5442
Mexico,0,15.75,2,4,2,2,2,2,2,393.527,379.4622,405.3898
Mexico,1,16.17,3,4,2,2,2,2,2,289.8504,374.9977,265.5166
Mexico,1,15.67,3,4,2,1,2,2,1,270.1433,351.8833,356.9004
Mexico,1,15.83,1,4,4,1,2,2,2,374.8325,407.8028,442.6893
Mexico,0,15.83,4,4,1,1,1,1,1,473.8355,437.0418,452.8534
Mexico,0,16.08,3,4,1,1,1,1,1,495.6457,522.8499,501.3428
Mexico,0,15.33,2,4,2,2,1,2,2,424.9182,424.2107,368.74300000000005
Mexico,1,15.67,2,3,2,1,1,1,1,443.0675,444.9765,473.4614
Mexico,1,15.58,3,3,2,2,1,1,1,406.0679,427.5016,426.7438
Mexico,0,15.67,4,4,1,1,1,1,1,286.8905,217.389,287.2436
Mexico,1,15.42,4,4,1,1,1,1,1,382.7777,444.1822,386.0873
Mexico,0,15.83,3,4,1,2,1,2,2,358.7085,347.224,403.5248
Mexico,0,15.33,3,3,2,3,3,2,2,392.1249,401.4354,379.8396
Mexico,1,15.67,2,3,2,2,2,2,2,514.4181,462.9279,476.8184
Mexico,1,15.67,4,4,1,1,1,1,1,597.6866,616.6269,606.1544
Mexico,1,16.17,3,4,2,1,1,1,1,392.7481,438.7809,366.9713
Mexico,0,16.17,3,3,2,2,2,2,2,371.4052,339.2045,399.7949
Mexico,1,15.5,1,4,1,2,1,1,1,350.9191,368.7227,315.5912
Mexico,1,15.42,3,3,2,2,1,1,1,460.6714,565.3939,517.8478
Mexico,1,15.83,2,4,1,1,1,1,1,403.1859,407.8028,403.1518
Mexico,1,15.75,3,4,2,2,2,2,1,338.3004,363.1625,350.2797
Mexico,1,15.42,3,3,2,2,2,2,2,567.2301,554.7501,484.4648
Mexico,0,16.0,3,4,1,1,1,1,1,448.0527,428.3808,400.5408
Mexico,0,15.92,4,4,1,1,2,1,1,420.4783,484.9981,438.9593
Mexico,1,16.0,2,3,2,2,2,2,2,301.5345,370.2319,292.5587
Mexico,1,15.67,3,4,2,2,2,2,2,558.7397,480.0055,482.1335
Mexico,0,15.42,3,3,2,2,2,2,2,298.964,335.0344,359.6979
Mexico,1,15.92,1,4,1,1,4,1,1,401.7838,413.2041,410.9847
Mexico,1,15.92,4,4,2,1,1,1,1,552.5082,540.3731,507.3107
Mexico,1,16.0,1,4,1,1,1,2,2,323.3448,351.1684,348.50800000000004
Mexico,1,16.0,3,4,2,2,1,1,1,381.2977,413.9984,416.5796
Mexico,0,15.33,3,3,2,2,2,2,3,468.5387,410.5776,475.3264
Mexico,1,15.58,1,4,1,1,1,1,1,303.9492,337.1092,329.8583
Mexico,1,16.17,4,3,2,2,1,1,1,601.8149,615.9119999999999,603.6367
Mexico,0,15.83,3,3,2,2,1,2,1,389.3208,386.5193,381.1451
Mexico,0,15.92,2,3,2,2,1,1,2,395.3965,308.89099999999996,380.7721
Mexico,0,16.0,3,3,2,1,1,1,1,347.7255,424.2107,378.6274
Mexico,1,15.58,3,3,2,2,1,1,1,452.181,468.8058,443.6218
Mexico,0,15.67,3,3,1,2,1,1,2,465.9682,454.845,493.9761
Mexico,1,15.25,3,4,2,1,2,2,2,416.1941,379.9225,421.5218
Mexico,0,15.83,3,3,2,2,2,2,1,487.4669,449.07099999999997,431.4994
Mexico,1,16.17,4,4,1,1,1,1,1,416.3499,456.8911,421.2421
Mexico,0,15.83,1,2,2,2,2,1,2,515.0413,497.3481,485.3972
Mexico,1,15.58,4,4,1,1,1,1,1,427.8003,481.5147,408.1872
Mexico,1,15.67,3,3,2,1,1,1,1,325.6816,396.4441,341.0481
Mexico,0,15.42,4,4,2,1,1,1,1,508.1866,477.6202,516.9153
Mexico,1,15.67,2,4,2,2,2,2,2,399.0575,456.9706,423.3868
Mexico,1,16.08,2,3,3,2,2,3,2,430.4487,500.73699999999997,391.962
Mexico,0,15.33,4,4,2,2,2,2,1,479.9891,421.9652,480.9213
Mexico,1,15.5,3,3,1,1,1,1,1,373.9757,419.4791,390.47
Mexico,1,15.58,3,3,2,1,2,1,1,424.2172,383.1791,352.7975
Mexico,1,15.58,4,4,1,1,1,1,1,361.1232,430.0434,350.9325
Mexico,0,16.0,2,3,2,2,1,1,1,393.9944,371.1219,349.4405
Mexico,1,15.5,4,4,1,1,1,1,1,468.5387,479.9261,413.5024
Mexico,1,15.58,2,3,2,2,2,2,2,446.9621,458.4797,445.4868
Mexico,1,16.08,2,4,2,2,1,1,1,396.3312,408.4382,430.56699999999995
Mexico,0,15.75,3,3,2,2,3,2,2,390.4113,404.3224,408.9332
Mexico,1,15.25,3,3,2,2,1,1,2,388.0745,476.7489,458.5416
Mexico,1,15.92,4,4,1,1,1,1,1,551.7292,562.5344,485.4905
Mexico,0,15.5,3,3,2,2,2,2,2,431.6171,446.585,438.9593
Mexico,1,16.17,3,3,2,2,2,1,1,388.0745,417.9699,420.3096
Mexico,0,15.83,3,3,2,2,1,1,1,458.6462,484.3566,431.4994
Mexico,0,15.5,3,4,2,1,1,1,1,508.9656,454.6846,462.5513
Mexico,1,16.17,3,3,2,2,1,1,2,448.8316,397.4767,447.1652
Mexico,0,15.58,3,3,2,1,2,2,2,580.9394,542.0966,551.7904
Mexico,1,15.58,1,4,1,1,1,1,1,311.8944,431.4732,351.5852
Mexico,1,15.58,1,4,1,1,1,1,1,329.6542,414.7927,359.6979
Mexico,1,15.5,3,4,3,2,2,2,2,400.4596,428.2165,380.2126
Mexico,1,15.5,3,3,2,2,1,2,2,409.0279,476.6694,453.8791
Mexico,0,15.42,3,3,2,2,2,1,2,341.6498,355.4038,348.135
Mexico,1,16.08,4,4,2,1,1,2,2,308.5449,298.744,356.9004
Mexico,0,15.67,3,3,2,1,1,1,1,490.349,506.811,502.3685
Mexico,1,15.25,4,4,2,2,2,2,1,432.7076,502.9611,474.1141
Mexico,1,15.58,3,3,1,1,1,1,1,404.4322,469.6001,419.3771
Mexico,0,15.58,4,4,2,2,1,1,2,485.909,446.6651,476.2589
Mexico,0,15.92,3,3,2,2,2,2,2,412.3773,415.3893,432.7117
Mexico,0,15.92,1,4,2,2,1,1,1,523.0643,477.941,581.3502
Mexico,1,15.25,4,4,2,1,1,1,1,410.6637,420.3529,438.0269
Mexico,1,16.17,1,2,1,2,1,2,4,459.7367,433.2207,408.9332
Mexico,1,15.42,1,2,1,2,1,2,2,332.0689,351.2479,329.765
Mexico,0,15.67,3,4,2,1,1,1,1,505.3825,468.1573,395.1324
Mexico,0,15.25,3,4,2,2,2,2,2,495.49,412.1013,396.9974
Mexico,1,15.25,3,3,2,2,2,2,2,588.3393,634.1017,632.2641
Mexico,0,15.33,3,3,2,2,2,2,2,425.1519,404.1621,425.9045
Mexico,0,16.08,1,2,1,1,2,2,1,422.6593,337.76099999999997,376.1097
Mexico,0,15.92,1,3,3,2,2,1,2,463.3198,476.9787,466.0015
Mexico,0,15.58,3,3,2,2,1,1,1,468.4608,505.2071,444.834
Mexico,1,16.0,3,3,2,2,2,2,2,490.8942,512.4928,481.8538
Mexico,1,15.33,3,3,2,2,2,2,2,436.836,475.9546,486.5162
Mexico,1,16.08,3,4,1,1,2,1,1,386.7503,375.0772,367.1578
Mexico,0,15.33,3,3,2,2,2,2,2,421.7246,437.523,432.9914
Mexico,1,16.0,2,3,2,2,2,2,2,438.7833,380.7168,435.5091
Mexico,0,15.25,4,4,1,1,2,2,2,456.621,368.8765,408.1872
Mexico,0,15.83,3,4,1,2,2,2,3,352.3212,377.6979,269.1533
Mexico,1,15.58,3,4,1,3,2,2,1,380.7525,399.5419,460.4066
Mexico,1,15.67,3,4,2,1,1,1,1,426.9434,530.6825,434.2969
Mexico,0,15.83,2,3,2,1,3,3,3,301.6124,324.7695,403.5248
Mexico,1,15.67,2,2,2,2,3,3,3,355.0475,441.6404,354.1029
Mexico,1,15.67,2,4,1,1,1,1,1,399.7585,481.5147,413.7822
Mexico,0,15.58,1,2,3,2,1,2,2,419.23199999999997,426.7769,388.4185
Mexico,1,16.0,3,4,2,2,2,2,2,506.1614,517.2587,459.4741
Mexico,1,15.75,4,4,1,1,1,1,1,471.3429,583.107,465.069
Mexico,1,15.83,1,4,1,1,1,1,1,416.3499,439.4163,431.4994
Mexico,0,15.67,4,4,3,3,2,1,1,458.3346,408.1718,454.1589
Mexico,0,16.0,3,4,2,2,1,1,1,347.8034,359.2531,403.5248
Mexico,1,15.67,3,4,2,2,2,1,2,310.9597,364.91,309.157
Mexico,1,16.08,3,4,2,1,1,1,1,532.1779,562.5344,485.5837
Mexico,0,16.0,3,3,2,2,1,1,1,355.6707,358.6116,366.7848
Mexico,0,16.0,4,4,1,1,1,1,1,320.7743,334.2324,300.9511
Mexico,1,16.0,3,4,2,2,1,1,1,543.2388,538.3873,516.9153
Mexico,0,15.25,4,4,1,1,1,1,1,318.9048,421.0029,404.73699999999997
Mexico,0,15.33,2,3,2,1,2,2,1,420.3225,458.8547,369.5822
Mexico,1,15.75,2,2,1,1,2,2,2,337.5993,366.8164,382.6371
Mexico,1,16.17,1,4,1,1,1,1,1,384.9587,367.2929,441.5703
Mexico,1,15.33,4,4,2,1,1,1,1,510.3677,515.0346,488.1947
Mexico,1,15.33,3,3,1,1,2,1,1,387.7629,393.1875,466.0015
Mexico,1,15.42,3,4,2,2,2,2,2,434.1876,492.3174,397.5569
Mexico,0,15.67,4,4,2,2,3,2,1,498.6836,503.7636,557.3853
Mexico,0,15.92,4,4,1,1,1,1,1,501.0983,445.1415,511.0407
Mexico,0,15.58,2,3,2,2,2,1,2,484.6627,471.6858,518.0343
Mexico,1,15.75,4,4,1,1,2,2,1,465.3451,566.9825,432.9914
Mexico,0,15.33,2,2,1,3,1,3,2,305.6629,299.5884,303.3756
Mexico,1,15.75,4,4,2,1,2,1,1,553.6766,532.986,466.934
Mexico,1,15.75,3,3,3,2,1,1,1,461.2946,470.3944,491.1787
Mexico,0,16.0,1,3,1,1,1,1,1,388.9313,356.0454,406.22900000000004
Mexico,1,16.08,2,4,2,2,1,1,1,462.0735,515.0346,499.5711
Mexico,0,15.67,3,3,2,2,2,2,2,489.57,497.9896,486.5162
Mexico,1,15.67,4,4,2,2,2,1,1,384.2577,436.2391,399.7016
Mexico,1,15.58,4,4,1,1,1,1,2,377.3251,460.545,387.2995
Mexico,0,15.25,3,3,2,1,1,1,1,413.7794,439.608,423.10699999999997
Mexico,1,15.75,2,3,2,2,2,2,2,375.6115,412.4098,374.6177
Mexico,1,15.58,4,4,2,1,1,1,1,372.4957,404.6255,368.8363
Mexico,0,16.08,2,3,2,1,2,2,1,406.2237,404.964,424.6923
Mexico,1,16.17,4,4,1,1,1,1,1,342.3508,395.7292,376.4827
Mexico,1,16.17,1,4,2,1,1,1,1,472.9787,441.9581,454.8116
Mexico,1,15.5,2,4,2,2,2,1,1,467.60400000000004,489.5373,448.564
Mexico,1,15.33,4,4,1,2,1,1,1,443.379,412.5686,347.389
Mexico,0,15.33,3,3,2,1,1,1,1,503.4351,400.9543,443.5285
Mexico,0,15.5,3,3,2,2,2,2,2,431.8508,440.2496,465.3488
Mexico,1,16.17,3,3,2,1,2,3,2,518.936,482.4679,502.3685
Mexico,0,15.58,3,4,2,2,1,1,1,425.6193,418.2763,434.8564
Mexico,0,16.0,3,3,1,1,1,1,1,558.8955,488.3663,523.536
Mexico,1,15.42,3,3,2,1,1,1,1,475.3155,517.4176,481.8538
Mexico,1,15.75,4,4,1,1,1,1,1,503.4351,565.7909999999999,540.8803
Mexico,1,16.17,4,4,1,1,1,1,1,321.8648,289.4505,276.52
Mexico,0,15.83,1,1,1,1,1,2,2,377.1693,393.8972,389.351
Mexico,1,15.5,4,4,3,1,1,2,2,515.0413,539.6582,524.5617
Mexico,1,15.92,2,4,2,2,2,2,2,358.4748,351.4067,377.2286
Mexico,1,16.0,4,4,1,1,1,1,1,507.3298,485.4863,453.7859
Mexico,1,16.17,3,3,1,1,1,1,1,244.4384,308.9906,285.0988
Mexico,0,16.0,3,3,2,1,2,1,1,384.6471,404.1621,373.6852
Mexico,0,16.0,3,3,2,2,2,2,2,496.5805,422.6068,470.6639
Mexico,1,15.67,2,3,1,3,2,2,2,449.9221,495.9712,446.9787
Mexico,0,16.08,1,3,1,1,1,2,1,372.1841,389.5667,368.0903
Mexico,0,15.5,1,2,1,1,1,1,1,283.3853,210.0913,272.9765
Mexico,1,15.42,3,3,2,2,2,2,2,334.4836,402.87800000000004,387.9523
Mexico,1,16.0,3,3,2,2,2,2,2,350.6076,413.9189,330.7907
Mexico,0,15.67,3,3,2,1,1,1,1,395.7859,410.4974,316.8034
Mexico,1,15.25,3,4,2,2,1,2,2,326.6942,383.8146,290.9735
Mexico,1,16.08,3,4,1,1,1,1,1,353.8791,400.4951,383.8493
Mexico,1,15.67,3,4,2,1,2,2,2,421.1014,523.7719999999999,404.0843
Mexico,1,16.0,3,3,2,1,2,1,2,448.3642,484.0565,434.8564
Mexico,0,15.92,4,3,2,2,2,1,2,550.3272,514.8305,502.3685
Mexico,1,15.92,4,4,1,1,1,1,1,374.3652,422.1003,330.4178
Mexico,1,15.67,3,3,2,2,2,2,2,427.255,388.5805,436.8146
Mexico,0,16.0,3,3,2,1,2,2,2,428.034,443.4574,510.7609
Mexico,1,15.75,3,4,1,1,1,1,1,393.2155,425.913,398.8624
Mexico,0,15.5,3,3,1,1,1,1,1,438.7833,396.9446,443.5285
Mexico,0,16.08,4,4,1,1,1,2,1,503.51300000000003,524.4538,446.699
Mexico,1,15.83,3,4,2,2,1,1,2,442.7559,478.0198,388.23199999999997
Mexico,0,15.5,3,3,1,1,1,1,1,440.4191,515.3117,443.2488
Mexico,1,15.92,2,3,1,1,2,2,2,344.9213,373.4886,381.1451
Mexico,0,15.75,2,4,1,1,2,2,2,404.4322,415.5497,421.2421
Mexico,0,15.58,3,3,2,1,1,2,2,395.3186,394.5387,410.705
Mexico,1,15.25,3,4,1,1,1,1,1,471.4208,455.4614,493.0436
Mexico,1,15.5,4,4,1,1,2,1,2,378.7272,358.3967,345.7106
Mexico,0,15.67,4,4,1,1,1,1,1,448.0527,470.0819,443.6218
Mexico,1,15.67,2,3,3,3,3,2,3,386.98400000000004,388.4216,315.8709
Mexico,1,15.67,3,4,2,1,1,1,1,487.0774,497.4804,557.6651
Mexico,1,15.25,3,4,2,2,1,1,1,435.6675,462.4513,432.3387
Mexico,1,15.42,2,3,1,2,2,3,1,303.3261,335.8383,314.5655
Mexico,1,15.42,3,3,2,2,1,1,2,371.6389,402.7986,387.6725
Mexico,1,15.25,4,4,2,2,2,2,2,353.1002,329.0072,340.0224
Mexico,0,15.83,3,3,2,2,2,2,2,525.9464,574.3348,546.009
Mexico,1,15.92,4,4,1,1,1,1,1,361.279,409.86800000000005,324.2633
Mexico,0,15.83,4,4,1,1,1,1,1,411.5984,429.5035,379.8396
Mexico,0,16.17,3,3,2,2,1,1,1,484.0396,469.6008,470.2909
Mexico,1,15.58,2,4,2,2,2,2,2,419.4656,464.8342,475.3264
Mexico,0,15.42,3,3,2,2,2,2,2,337.6772,280.6625,375.5502
Mexico,0,15.25,2,3,2,2,2,3,2,377.3251,350.4317,386.0873
Mexico,0,15.42,3,3,1,1,2,1,1,510.4456,470.0018,497.0533
Mexico,0,15.42,1,4,1,1,1,1,1,354.2686,347.224,349.4405
Mexico,0,15.83,2,2,2,2,2,2,2,383.4787,295.8995,374.5244
Mexico,1,16.17,1,3,1,1,1,1,1,228.8596,314.5507,217.9597
Mexico,1,16.08,1,4,1,1,2,1,1,541.5252,525.3607,519.1533
Mexico,1,15.25,3,3,2,2,2,1,2,479.2881,530.0471,457.8888
Mexico,1,15.5,4,4,1,1,1,1,1,474.6923,550.6197,471.8762
Mexico,1,15.92,3,3,2,2,2,2,1,409.5731,486.2806,491.1787
Mexico,1,15.33,2,3,3,2,2,2,2,457.6336,504.5497,444.5543
Mexico,0,16.08,3,3,2,2,2,2,2,543.862,536.6434,518.2208
Mexico,1,15.42,1,3,1,1,1,1,1,486.9216,545.7744,547.1279
Mexico,1,15.58,3,3,2,2,2,1,1,444.6253,498.1952,451.0817
Mexico,0,16.17,2,1,2,2,1,2,3,305.6629,297.1826,312.7005
Mexico,1,16.0,2,4,1,1,1,1,1,393.8386,445.1353,385.4345
Mexico,1,15.5,3,3,2,2,2,2,2,423.2824,489.4578,535.2853
Mexico,1,16.17,2,4,1,1,4,2,2,400.2259,455.1436,410.9847
Mexico,0,15.25,3,4,2,2,1,1,1,512.8603,459.4963,485.8635
Mexico,1,15.83,3,3,2,2,1,1,2,416.5836,438.4631,444.5543
Mexico,0,16.08,3,4,1,1,1,1,1,449.6884,456.2885,448.191
Mexico,0,16.0,1,4,1,1,1,1,1,332.9257,334.0721,307.1056
Mexico,0,15.67,2,4,2,2,1,1,1,367.1989,354.1207,281.9284
Mexico,1,16.17,2,3,2,2,2,2,3,470.6418,468.0115,430.56699999999995
Mexico,0,15.42,2,3,2,2,2,2,2,354.2686,408.9737,322.3984
Mexico,0,15.75,2,3,1,1,3,2,1,435.5897,371.4427,411.9172
Mexico,1,15.33,3,3,2,2,2,2,2,452.0252,566.5854,477.4711
Mexico,0,15.25,4,4,1,1,2,2,1,445.6379,421.7247,418.4446
Mexico,0,16.0,3,4,2,1,1,2,1,472.6671,508.4149,559.2503
Mexico,0,15.92,3,4,2,1,1,1,2,279.17900000000003,280.6625,343.1928
Mexico,0,15.75,4,4,4,4,4,4,4,365.5632,273.5252,375.8299
Mexico,0,15.58,4,4,2,2,2,2,2,418.5309,472.4076,479.3361
Mexico,1,15.67,3,4,2,2,1,1,1,361.5906,398.27099999999996,408.1872
Mexico,1,15.92,3,3,2,1,1,1,1,384.6471,384.45,403.5248
Mexico,1,15.58,3,4,2,2,1,1,1,456.9325,426.0719,459.1011
Mexico,0,15.92,3,4,1,1,1,1,1,365.719,358.4512,334.241
Mexico,0,15.83,3,3,2,2,1,1,1,465.2672,459.5765,454.1589
Mexico,0,15.25,3,4,2,1,2,2,1,473.8355,449.07099999999997,451.9209
Mexico,1,16.17,4,4,1,1,1,1,1,406.3016,509.4745,446.9787
Mexico,1,16.17,3,3,1,1,2,2,2,418.3751,409.9474,403.5248
Mexico,1,15.75,3,3,2,2,2,2,2,512.8603,521.2302,479.3361
Mexico,0,15.58,2,4,1,1,1,2,1,368.7568,358.4512,389.8172
Mexico,0,15.75,3,4,2,1,2,3,2,443.379,475.5352,391.4025
Mexico,0,15.33,2,4,1,2,1,1,1,387.4513,344.4973,432.9914
Mexico,1,16.0,3,4,1,1,1,1,1,355.5928,363.1625,351.0257
Mexico,0,15.42,4,4,1,1,1,1,1,321.7869,347.1438,338.2507
Mexico,0,16.17,4,4,1,2,2,2,2,446.4948,424.3711,419.1906
Mexico,0,15.67,2,3,1,1,1,1,3,390.645,363.2629,386.4603
Mexico,0,15.58,3,3,2,2,2,2,2,443.4569,409.8559,455.0914
Mexico,1,15.5,3,3,2,2,2,1,1,393.6049,480.0055,367.4375
Mexico,1,15.58,3,3,1,1,1,2,1,356.917,407.8028,334.5207
Mexico,0,15.75,3,3,2,2,1,1,1,517.0665,460.2982,479.0563
Mexico,1,16.08,3,3,1,1,2,2,1,379.7398,391.7577,411.9172
Mexico,0,15.83,2,1,3,4,1,2,4,282.2169,252.6746,252.7415
Mexico,0,16.0,2,1,2,2,1,2,1,371.7168,341.6103,321.4659
Mexico,0,15.33,1,3,1,1,1,1,2,395.1628,394.6189,399.1421
Mexico,0,15.58,4,4,2,2,1,1,1,519.7928,474.8134,455.0914
Mexico,0,15.83,2,3,2,2,2,2,2,338.2225,345.7805,327.0608
Mexico,0,15.58,2,4,2,2,2,2,2,561.1544,513.7078,506.658
Mexico,0,15.5,3,4,1,1,1,1,1,459.2694,395.5011,460.0336
Mexico,1,15.75,2,2,2,2,2,2,2,380.2851,475.3191,421.2421
Mexico,1,16.17,3,4,2,1,1,1,2,460.5157,383.8146,452.9467
Mexico,0,16.17,3,3,2,2,1,1,1,437.1475,352.99800000000005,442.6893
Mexico,1,15.83,3,3,2,2,2,2,2,442.9117,499.1484,419.0041
Mexico,0,16.08,3,3,1,1,1,1,1,332.4583,354.4415,402.5923
Mexico,1,15.33,3,4,2,1,1,1,1,360.9674,456.5734,394.7594
Mexico,0,16.17,2,3,2,2,1,1,1,409.8847,463.506,470.6639
Mexico,1,15.5,4,4,2,1,1,2,1,355.5149,371.5822,349.0675
Mexico,1,15.25,4,4,1,1,1,1,1,378.4156,427.3428,400.7273
Mexico,1,15.25,2,3,2,1,2,2,2,297.9514,389.3748,293.4912
Mexico,1,16.0,2,2,2,2,2,2,2,506.6288,467.2172,479.3361
Mexico,1,15.33,4,4,1,1,1,1,1,372.4957,437.0334,312.14099999999996
Mexico,1,15.5,3,3,2,2,2,2,2,290.0062,313.9947,373.0325
Mexico,0,16.17,3,4,1,1,1,1,1,514.3402,437.8438,478.9631
Mexico,0,15.25,3,4,1,1,1,1,1,502.2667,533.2752,456.6766
