CNT,ST04Q01,AGE,ST57Q01,ST57Q02,ST57Q03,ST57Q05,ST57Q06,PV1MATH,PV1READ,PV1SCIE
Mexico,1,15.58,5.0,5.0,2.0,3.0,3.0,467.6819,553.797,453.2264
Mexico,0,15.75,6.0,6.0,0.0,0.0,0.0,457.8673,496.2254,386.74
Mexico,1,16.17,3.0,0.0,0.0,0.0,4.0,374.2094,410.8211,318.0157
Mexico,1,15.42,2.0,1.0,2.0,2.0,0.0,379.7398,401.2894,421.8948
Mexico,1,15.83,9.0,3.0,0.0,0.0,6.0,519.7149,503.9143,519.1533
Mexico,1,16.0,2.0,2.0,0.0,1.0,3.0,476.8733,463.4045,497.5196
Mexico,0,15.92,3.0,2.0,0.0,0.0,1.0,508.2645,455.4865,535.9381
Mexico,1,16.17,6.0,1.0,0.0,0.0,3.0,416.3499,507.727,466.934
Mexico,0,15.5,3.0,2.0,1.0,2.0,1.0,389.0092,335.6759,352.7975
Mexico,0,15.75,6.0,3.0,3.0,1.0,2.0,337.6772,404.964,316.8034
Mexico,0,15.58,2.0,2.0,0.0,1.0,0.0,314.9322,288.7622,403.8046
Mexico,1,15.92,24.0,8.0,0.0,6.0,20.0,446.4948,530.1265,469.5449
Mexico,1,16.0,2.0,2.0,1.0,1.0,2.0,414.5583,526.9493,479.9888
Mexico,0,15.5,2.0,2.0,0.0,2.0,3.0,374.9104,421.885,421.5218
Mexico,0,15.5,1.0,1.0,1.0,1.0,1.0,379.1946,350.4317,352.23800000000006
Mexico,0,15.58,5.0,0.0,0.0,0.0,0.0,434.7328,380.0235,406.3223
Mexico,1,15.5,8.0,4.0,2.0,4.0,1.0,495.0226,493.4294,438.0269
Mexico,1,15.33,12.0,3.0,6.0,2.0,3.0,503.3572,480.085,445.3003
Mexico,1,15.67,7.0,0.0,0.0,2.0,4.0,519.7149,581.7567,600.0932
Mexico,1,15.25,10.0,8.0,4.0,2.0,7.0,477.6523,477.702,402.4058
Mexico,0,15.58,10.0,2.0,0.0,0.0,20.0,477.6523,542.257,547.1279
Mexico,1,16.08,3.0,2.0,1.0,2.0,1.0,321.8648,297.3937,304.4946
Mexico,1,15.42,3.0,1.0,0.0,1.0,0.0,408.3268,421.306,408.1872
Mexico,1,15.92,5.0,0.0,0.0,0.0,5.0,541.6031,548.2368,503.2078
Mexico,1,15.67,2.0,1.0,1.0,1.0,1.0,301.6903,246.4784,293.77099999999996
Mexico,0,16.0,1.0,1.0,2.0,2.0,2.0,312.6733,333.5909,353.4502
Mexico,0,15.42,5.0,0.0,0.0,0.0,2.0,424.1393,472.3274,454.5319
Mexico,0,15.58,2.0,2.0,1.0,2.0,1.0,410.1184,355.2434,445.207
Mexico,1,15.75,28.0,0.0,25.0,0.0,15.0,456.0757,440.2106,445.207
Mexico,0,15.25,1.0,1.0,0.0,1.0,1.0,457.0883,412.0211,492.1112
Mexico,1,16.0,12.0,1.0,0.0,0.0,1.0,583.5878,580.1681,552.5364
Mexico,0,15.67,3.0,3.0,0.0,0.0,1.0,438.7054,418.7575,418.4446
Mexico,0,15.75,4.0,3.0,2.0,2.0,1.0,410.1184,445.8632,452.6669
Mexico,0,15.42,11.0,4.0,3.0,3.0,2.0,437.6149,470.7235,425.9045
Mexico,0,16.0,8.0,0.0,0.0,0.0,3.0,541.0578,604.8087,626.9489
Mexico,0,16.08,3.0,2.0,0.0,1.0,0.0,451.9473,431.5886,464.1365
Mexico,1,16.0,3.0,2.0,0.0,0.0,1.0,461.2946,507.8858,474.3939
Mexico,1,16.17,2.0,1.0,2.0,1.0,2.0,302.3913,445.7708,347.5755
Mexico,1,16.08,7.0,2.0,0.0,1.0,2.0,455.7641,484.6125,514.4909
Mexico,0,16.0,5.0,3.0,0.0,0.0,4.0,536.8515,548.6726,506.8445
Mexico,0,15.33,3.0,1.0,0.0,1.0,1.0,382.6998,457.0904,508.8027
Mexico,1,15.83,4.0,4.0,3.0,5.0,6.0,381.9988,393.3463,465.3488
Mexico,1,15.92,17.0,1.0,2.0,0.0,1.0,339.2351,435.4448,474.1141
Mexico,1,16.0,12.0,3.0,0.0,2.0,7.0,457.3999,480.085,495.6546
Mexico,0,15.58,5.0,4.0,0.0,2.0,10.0,422.0361,428.86199999999997,448.2842
Mexico,0,15.58,13.0,0.0,0.0,0.0,5.0,478.587,550.5972,502.92800000000005
Mexico,0,16.17,2.0,1.0,3.0,2.0,3.0,383.6345,400.9543,379.2801
Mexico,0,15.83,3.0,2.0,1.0,0.0,0.0,515.0413,497.3481,485.3972
Mexico,1,15.5,3.0,2.0,2.0,1.0,3.0,334.3278,345.0523,280.4364
Mexico,1,16.08,5.0,2.0,0.0,0.0,1.0,429.3582,455.3025,481.8538
Mexico,0,15.58,3.0,1.0,0.0,1.0,0.0,450.70099999999996,438.8061,478.6833
Mexico,1,15.67,6.0,6.0,6.0,2.0,0.0,337.3656,415.5076,308.411
Mexico,0,15.58,2.0,1.0,0.0,1.0,0.0,426.4761,435.4379,460.4066
Mexico,1,15.58,7.0,2.0,0.0,0.0,0.0,426.3982,427.9782,343.4726
Mexico,1,15.75,3.0,2.0,0.0,0.0,1.0,300.9114,300.41200000000003,304.5878
Mexico,1,15.92,15.0,3.0,0.0,0.0,2.0,558.6618,466.5817,460.2201
Mexico,1,15.58,5.0,1.0,0.0,0.0,3.0,313.2965,352.20099999999996,380.9586
Mexico,0,15.67,6.0,1.0,0.0,0.0,1.0,549.6261,513.387,464.69599999999997
Mexico,0,15.67,8.0,0.0,4.0,0.0,0.0,434.9665,477.6202,410.6117
Mexico,0,15.92,1.0,1.0,1.0,1.0,1.0,407.2363,372.8862,438.9593
Mexico,0,15.33,3.0,2.0,0.0,1.0,0.0,357.0728,407.3698,356.2477
Mexico,0,15.33,2.0,1.0,2.0,3.0,2.0,347.0245,358.4512,301.6039
Mexico,0,15.67,5.0,0.0,0.0,0.0,2.0,500.3973,472.0066,494.5356
Mexico,1,15.67,10.0,2.0,0.0,2.0,0.0,485.5974,556.6565,426.464
Mexico,0,15.58,12.0,8.0,2.0,0.0,0.0,409.8847,421.9652,389.351
Mexico,1,15.67,3.0,2.0,4.0,1.0,2.0,325.7595,428.4548,375.5502
Mexico,0,15.5,3.0,2.0,0.0,1.0,2.0,509.2771,501.037,448.2842
Mexico,0,15.75,4.0,2.0,0.0,1.0,2.0,554.2218,478.74300000000005,493.6964
Mexico,1,15.58,8.0,1.0,0.0,1.0,1.0,439.017,565.8705,416.2066
Mexico,0,16.17,7.0,4.0,8.0,4.0,12.0,560.4533,550.1161,594.4051
Mexico,1,15.83,6.0,5.0,3.0,2.0,8.0,227.6912,285.3201,298.0604
Mexico,1,16.17,10.0,2.0,0.0,4.0,6.0,466.4356,578.2617,444.5543
Mexico,0,16.08,3.0,3.0,0.0,1.0,2.0,528.7506,515.6324,500.5035
Mexico,1,15.92,2.0,1.0,0.0,2.0,0.0,512.9382,551.414,529.1309
Mexico,1,15.5,2.0,0.0,0.0,1.0,0.0,407.8595,484.8508,413.4092
Mexico,1,15.25,4.0,2.0,3.0,2.0,3.0,542.5378,564.9173,535.0056
Mexico,1,15.42,2.0,1.0,0.0,1.0,0.0,417.6741,411.7743,407.0683
Mexico,1,15.75,8.0,2.0,3.0,3.0,5.0,472.1218,537.0369999999999,397.9299
Mexico,0,15.92,14.0,0.0,0.0,0.0,1.0,499.3846,466.6336,445.4868
Mexico,1,16.08,2.0,1.0,0.0,1.0,1.0,473.8355,511.778,470.9437
Mexico,1,16.08,2.0,1.0,0.0,0.0,0.0,453.8168,394.2995,360.2574
Mexico,1,15.75,3.0,1.0,0.0,1.0,5.0,402.0953,408.4382,500.5035
Mexico,1,16.0,4.0,1.0,0.0,5.0,7.0,335.1067,414.1572,352.23800000000006
Mexico,0,16.17,16.0,0.0,0.0,0.0,0.0,508.1087,561.4235,543.6777
Mexico,1,15.33,2.0,0.0,0.0,0.0,2.0,447.4295,554.2735,505.7255
Mexico,1,16.17,5.0,3.0,0.0,2.0,3.0,403.1859,401.4483,400.3543
Mexico,0,16.0,1.0,1.0,1.0,1.0,1.0,439.4843,481.3092,464.1365
Mexico,0,16.08,3.0,2.0,1.0,2.0,3.0,474.4586,497.9094,482.7863
Mexico,1,15.75,8.0,2.0,0.0,0.0,5.0,557.8828,557.1331,485.5837
Mexico,1,16.17,20.0,0.0,0.0,0.0,0.0,444.3916,500.5782,470.6639
Mexico,0,16.17,18.0,3.0,0.0,0.0,5.0,567.6975,572.5705,513.5584
Mexico,1,15.5,3.0,2.0,1.0,0.0,0.0,425.5414,457.7649,444.834
Mexico,1,15.83,3.0,2.0,3.0,3.0,3.0,359.2538,456.2557,450.1492
Mexico,1,15.25,2.0,2.0,0.0,2.0,1.0,319.7616,348.0706,379.2801
Mexico,1,16.17,3.0,1.0,0.0,1.0,2.0,427.8003,359.3498,378.1611
Mexico,1,15.58,5.0,2.0,0.0,0.0,0.0,376.0788,394.1406,390.47
Mexico,1,15.58,10.0,5.0,0.0,0.0,0.0,432.1623,488.6635,410.9847
Mexico,1,16.08,5.0,2.0,0.0,2.0,3.0,398.2007,441.1638,414.7147
Mexico,1,15.42,14.0,10.0,0.0,8.0,10.0,447.7411,479.7673,450.1492
Mexico,1,15.42,7.0,3.0,0.0,1.0,4.0,397.7333,508.6801,398.4894
Mexico,1,15.42,3.0,2.0,3.0,3.0,3.0,397.4996,408.5176,359.0451
Mexico,0,16.0,3.0,1.0,5.0,3.0,2.0,229.6386,221.1582,245.9344
Mexico,1,15.42,7.0,7.0,0.0,0.0,0.0,282.2947,341.7162,292.8385
Mexico,0,15.42,1.0,1.0,0.0,1.0,0.0,389.165,385.8777,350.9325
Mexico,1,16.0,12.0,4.0,0.0,2.0,3.0,490.8942,515.0346,452.9467
Mexico,0,15.25,3.0,3.0,0.0,0.0,2.0,466.7472,343.3746,424.7855
Mexico,1,15.92,7.0,0.0,0.0,0.0,0.0,466.7472,493.5883,509.6419
Mexico,0,15.83,15.0,2.0,0.0,0.0,1.0,370.1589,414.5873,415.6471
Mexico,1,15.75,3.0,2.0,0.0,0.0,1.0,425.6193,420.3529,454.1589
Mexico,1,15.58,5.0,5.0,2.0,1.0,2.0,445.8716,487.0749,454.1589
Mexico,0,15.58,4.0,0.0,0.0,0.0,2.0,477.0291,538.5681,432.0589
Mexico,0,15.25,7.0,0.0,0.0,0.0,0.0,434.0318,396.30300000000005,418.4446
Mexico,0,15.67,25.0,3.0,2.0,2.0,5.0,607.2675,547.0687,545.8225
Mexico,0,15.42,1.0,0.0,0.0,0.0,1.0,445.9495,376.8959,483.7188
Mexico,1,16.17,4.0,0.0,0.0,4.0,2.0,386.5166,431.6321,407.0683
Mexico,1,15.58,2.0,1.0,0.0,0.0,1.0,446.5727,485.4863,482.69300000000004
Mexico,1,16.08,3.0,2.0,0.0,3.0,4.0,480.76800000000003,459.4329,431.3129
Mexico,0,15.5,7.0,5.0,0.0,4.0,4.0,484.5848,494.7017,484.6512
Mexico,0,16.0,14.0,5.0,0.0,5.0,10.0,436.05699999999996,454.5242,424.0395
Mexico,1,16.17,16.0,0.0,0.0,0.0,0.0,494.9447,431.4732,454.1589
Mexico,1,15.25,8.0,6.0,1.0,0.0,0.0,428.735,524.0898,406.8818
Mexico,1,15.75,6.0,3.0,0.0,2.0,3.0,507.5635,521.3891,452.5737
Mexico,0,15.75,3.0,0.0,0.0,0.0,2.0,685.317,625.3385,619.862
Mexico,0,15.42,4.0,2.0,20.0,2.0,5.0,408.3268,421.9652,408.9332
Mexico,1,15.33,7.0,2.0,0.0,2.0,4.0,568.0869,540.2937,464.9758
Mexico,0,16.08,7.0,2.0,0.0,1.0,2.0,451.2463,518.8402,437.9336
Mexico,0,15.67,5.0,4.0,5.0,0.0,0.0,358.4748,223.0829,368.0903
Mexico,1,15.67,4.0,3.0,1.0,5.0,3.0,253.3962,346.5614,313.3532
Mexico,0,15.42,3.0,0.0,0.0,0.0,0.0,513.6392,521.7272,456.3036
United Kingdom,1,15.92,4.0,1.0,0.0,0.0,0.0,491.5953,494.462,504.2335
United Kingdom,1,15.42,6.0,2.0,0.0,2.0,0.0,463.3977,487.7898,464.1365
United Kingdom,1,16.17,8.0,1.0,0.0,0.0,0.0,587.5604,601.4556,585.0802
United Kingdom,1,15.92,5.0,0.0,0.0,0.0,0.0,587.9498,590.3352,607.1802
United Kingdom,0,15.83,2.0,1.0,0.0,1.0,2.0,521.4286,585.1611,597.6688
United Kingdom,0,15.67,7.0,0.0,0.0,0.0,0.0,644.3449,573.3725,637.5793
United Kingdom,0,15.33,5.0,0.0,0.0,3.0,2.0,544.7188,523.6519,528.7579
United Kingdom,0,15.33,3.0,0.0,0.0,0.0,0.0,711.4114,677.6253,726.8184
United Kingdom,0,16.0,4.0,0.0,0.0,0.0,1.0,538.4873,533.5158,514.4909
United Kingdom,0,15.25,2.0,0.0,0.0,4.0,1.0,484.7406,507.0516,514.4909
United Kingdom,1,15.42,2.0,0.0,0.0,0.0,1.0,480.2228,558.8011,623.5919
United Kingdom,0,15.25,2.0,2.0,0.0,2.0,1.0,494.9447,452.0382,450.3357
United Kingdom,0,15.75,2.0,0.0,0.0,1.0,0.0,479.9891,451.4768,533.8866
United Kingdom,0,16.17,3.0,1.0,2.0,1.0,1.0,469.1619,493.4185,461.3391
United Kingdom,0,15.42,5.0,0.0,0.0,0.0,0.0,435.9012,464.2277,461.4323
United Kingdom,1,16.17,8.0,0.0,0.0,0.0,0.0,700.5063,684.8581,702.5737
United Kingdom,0,16.17,3.0,0.0,0.0,1.0,0.0,478.5091,501.1974,553.0026
United Kingdom,0,15.67,2.0,1.0,0.0,0.0,0.0,458.9578,490.6919,472.2492
United Kingdom,1,16.17,3.0,1.0,0.0,0.0,0.0,501.8772,556.9742,538.0828
United Kingdom,0,15.42,3.0,0.0,0.0,0.0,14.0,518.2349,506.811,559.903
United Kingdom,0,15.25,0.0,0.0,2.0,4.0,0.0,313.0628,317.4718,352.23800000000006
United Kingdom,1,15.67,10.0,1.0,0.0,0.0,0.0,495.2563,471.983,566.1507
United Kingdom,0,16.17,2.0,0.0,0.0,0.0,0.0,377.9483,408.0916,428.4222
United Kingdom,0,15.5,7.0,1.0,0.0,0.0,30.0,595.5834,560.4612,601.3055
United Kingdom,1,16.08,3.0,1.0,0.0,1.0,1.0,371.7947,412.4098,434.0172
United Kingdom,0,15.67,7.0,1.0,0.0,1.0,0.0,444.7032,392.0527,438.0269
United Kingdom,1,16.08,10.0,2.0,0.0,3.0,1.0,470.564,460.3067,483.7188
United Kingdom,0,15.67,3.0,2.0,0.0,0.0,3.0,526.8811,524.2132,565.9642
United Kingdom,0,15.58,2.0,0.0,0.0,0.0,0.0,442.3664,438.5655,481.8538
United Kingdom,1,15.33,4.0,0.0,0.0,0.0,1.0,449.3768,531.4768,449.2167
United Kingdom,0,15.67,0.0,0.0,0.0,0.0,0.0,395.1628,389.1657,432.4319
United Kingdom,0,15.92,3.0,1.0,0.0,0.0,1.0,645.5912,684.8428,747.9858
United Kingdom,1,16.0,8.0,0.0,0.0,1.0,0.0,664.3636,663.3323,687.0011
United Kingdom,0,16.08,4.0,2.0,0.0,0.0,1.0,381.2977,472.56800000000004,479.9888
United Kingdom,1,16.08,2.0,1.0,0.0,0.0,0.0,450.0779,482.309,443.0623
United Kingdom,0,16.0,14.0,0.0,2.0,3.0,2.0,516.6771,547.1489,558.3178
United Kingdom,1,15.67,14.0,0.0,1.0,0.0,0.0,664.7531,641.7271,620.981
United Kingdom,0,15.83,2.0,1.0,1.0,1.0,1.0,546.9777,538.8888,607.7396
United Kingdom,0,15.5,2.0,1.0,1.0,0.0,0.0,546.4325,474.1719,538.7355
United Kingdom,1,15.33,12.0,1.0,0.0,1.0,4.0,461.3725,558.0068,526.6132
United Kingdom,0,15.75,8.0,0.0,0.0,0.0,1.0,663.9741,607.6155,670.4028
United Kingdom,1,15.58,4.0,2.0,0.0,0.0,0.0,483.8838,564.9173,577.9
United Kingdom,1,15.67,10.0,2.0,5.0,0.0,4.0,546.2767,557.7685,546.8482
United Kingdom,1,15.5,4.0,1.0,1.0,1.0,1.0,561.5439,552.9232,590.0224
United Kingdom,0,15.67,8.0,0.0,0.0,0.0,1.0,528.2832,485.1585,554.5878
United Kingdom,1,15.83,4.0,1.0,0.0,1.0,1.0,450.3895,494.2237,464.1365
United Kingdom,0,15.75,4.0,0.0,0.0,1.0,0.0,487.8564,493.17800000000005,574.8228
United Kingdom,0,15.33,1.0,0.0,0.0,0.0,1.0,373.2747,360.85699999999997,399.6084
United Kingdom,0,15.33,1.0,0.0,0.0,0.0,0.0,429.5139,425.574,466.18800000000005
United Kingdom,1,15.92,5.0,5.0,1.0,0.0,0.0,388.7755,375.3155,382.0776
United Kingdom,1,16.17,8.0,1.0,2.0,1.0,0.0,552.7419,552.9232,602.238
United Kingdom,1,16.17,9.0,8.0,0.0,0.0,0.0,592.234,678.5036,646.6244
United Kingdom,1,16.0,2.0,0.0,0.0,0.0,0.0,655.5616,636.3258,655.3898
United Kingdom,0,15.25,3.0,0.0,0.0,1.0,0.0,615.9916,582.1939,606.2477
United Kingdom,1,16.17,16.0,8.0,0.0,0.0,4.0,506.3951,552.4466,550.8579
United Kingdom,0,15.42,3.0,0.0,0.0,1.0,2.0,483.2606,506.6506,526.52
United Kingdom,1,15.92,2.0,1.0,2.0,1.0,2.0,342.1172,429.0903,361.5628
United Kingdom,1,15.83,1.0,0.0,0.0,1.0,0.0,541.6809,569.5243,563.8195
United Kingdom,0,15.42,5.0,1.0,0.0,0.0,5.0,462.0735,424.2107,437.8404
United Kingdom,1,16.0,4.0,0.0,0.0,0.0,2.0,587.5604,604.6328,630.3991
United Kingdom,0,15.42,5.0,0.0,0.0,0.0,1.0,549.3924,522.8499,580.9772
United Kingdom,1,15.33,15.0,0.0,1.0,0.0,0.0,559.4407,626.7941,611.1899
United Kingdom,1,15.67,3.0,1.0,0.0,1.0,0.0,416.272,462.213,456.8631
United Kingdom,1,15.92,1.0,0.0,0.0,0.0,0.0,404.9774,429.0108,500.5035
United Kingdom,0,16.08,9.0,2.0,1.0,0.0,0.0,443.9243,491.4939,480.9213
United Kingdom,0,15.75,2.0,0.0,0.0,0.0,0.0,519.7928,523.6519,507.6837
United Kingdom,0,16.08,1.0,0.0,0.0,0.0,0.0,532.4895,475.455,564.006
United Kingdom,1,15.92,6.0,2.0,1.0,1.0,0.0,516.6771,606.4597,600.2797
United Kingdom,1,15.58,2.0,0.0,0.0,0.0,1.0,366.3421,388.5805,378.6274
United Kingdom,0,16.17,0.0,0.0,0.0,0.0,0.0,474.6923,498.551,524.9347
United Kingdom,1,15.67,16.0,5.0,0.0,3.0,8.0,511.1466,571.9867,525.401
United Kingdom,0,15.58,7.0,1.0,0.0,1.0,3.0,617.861,550.1161,606.6207
United Kingdom,0,15.67,2.0,2.0,0.0,2.0,1.0,454.8294,432.9519,473.4614
United Kingdom,1,15.75,1.0,0.0,0.0,0.0,1.0,525.9464,541.0086,518.8736
United Kingdom,0,15.42,10.0,5.0,2.0,5.0,5.0,497.2036,487.5644,508.2432
United Kingdom,1,15.5,3.0,2.0,1.0,1.0,2.0,508.3424,517.9736,522.044
United Kingdom,0,15.75,2.0,1.0,0.0,1.0,1.0,504.2919,483.3942,462.1783
United Kingdom,0,15.67,6.0,1.0,0.0,1.0,3.0,508.7319,582.4345,627.3219
United Kingdom,1,16.08,2.0,1.0,0.0,1.0,0.0,407.6258,498.4335,433.3644
United Kingdom,1,15.25,20.0,20.0,20.0,20.0,20.0,280.0358,296.6788,295.3562
United Kingdom,1,15.58,7.0,7.0,0.0,0.0,0.0,399.1354,436.8745,475.2331
United Kingdom,1,15.92,6.0,0.0,0.0,0.0,1.0,426.4761,467.4554,422.1746
United Kingdom,1,16.0,6.0,0.0,0.0,0.0,1.0,593.8698,621.1545,562.887
United Kingdom,0,15.58,1.0,1.0,0.0,2.0,0.0,469.084,518.0383,469.7314
United Kingdom,0,15.75,2.0,1.0,0.0,0.0,0.0,403.108,396.3832,423.10699999999997
United Kingdom,0,15.83,15.0,0.0,0.0,0.0,0.0,576.811,577.6228,626.3894
United Kingdom,1,15.33,1.0,0.0,0.0,1.0,0.0,326.5384,392.55199999999996,337.1317
United Kingdom,1,15.58,3.0,3.0,0.0,1.0,2.0,431.8508,456.6528,449.4032
United Kingdom,1,15.5,6.0,0.0,0.0,0.0,0.0,582.2636,681.9192,682.3387
United Kingdom,1,16.08,8.0,0.0,0.0,0.0,0.0,528.439,583.8219,596.4565
United Kingdom,1,16.08,8.0,0.0,0.0,0.0,0.0,628.7662,668.9719,660.705
United Kingdom,1,16.0,6.0,1.0,0.0,0.0,2.0,536.54,526.7904,533.5136
United Kingdom,0,15.67,5.0,2.0,1.0,2.0,2.0,580.9394,534.8791,514.8639
United Kingdom,1,15.5,3.0,1.0,0.0,1.0,0.0,395.8638,464.8342,386.74
United Kingdom,1,15.83,10.0,2.0,4.0,1.0,0.0,387.8408,386.1181,385.8075
United Kingdom,0,15.83,4.0,3.0,0.0,2.0,2.0,504.99300000000005,469.3602,519.1533
United Kingdom,1,15.25,1.0,1.0,1.0,1.0,1.0,378.8051,435.68300000000005,387.6725
United Kingdom,0,15.5,4.0,0.0,0.0,0.0,0.0,580.5499,629.7492,645.0392
United Kingdom,1,15.58,9.0,2.0,0.0,2.0,0.0,483.9617,434.0944,442.6893
United Kingdom,1,15.25,4.0,0.0,0.0,0.0,1.0,443.9243,509.2362,410.0522
United Kingdom,0,16.17,5.0,0.0,0.0,0.0,0.0,693.5738,656.6144,734.4648
United Kingdom,1,15.83,4.0,0.0,0.0,0.0,1.0,411.9878,468.7263,435.2294
United Kingdom,1,15.25,2.0,0.0,0.0,0.0,1.0,353.1002,398.9065,385.5278
United Kingdom,0,15.92,3.0,2.0,0.0,0.0,0.0,359.5654,376.0138,426.9302
United Kingdom,0,16.17,2.0,0.0,0.0,0.0,0.0,449.0653,445.3018,463.204
United Kingdom,1,15.33,18.0,5.0,0.0,2.0,5.0,534.281,585.4899,598.4148
United Kingdom,0,15.33,5.0,1.0,0.0,0.0,2.0,614.8232,530.0674,615.8523
United Kingdom,0,15.25,6.0,1.0,0.0,1.0,2.0,475.3155,479.4647,466.6542
United Kingdom,1,15.25,1.0,0.0,0.0,0.0,0.0,469.1619,554.5913,478.4036
United Kingdom,0,15.33,6.0,0.0,0.0,0.0,0.0,665.8436,629.5086,670.5893
United Kingdom,0,15.75,1.0,1.0,0.0,1.0,1.0,286.0337,277.3745,339.8359
United Kingdom,1,15.33,25.0,1.0,2.0,0.0,5.0,629.7009,590.0969,668.5379
United Kingdom,1,15.75,4.0,1.0,0.0,1.0,1.0,497.1257,556.9742,573.9836
United Kingdom,1,16.17,3.0,1.0,0.0,1.0,2.0,504.0583,540.5319999999999,575.1026
United Kingdom,0,16.08,14.0,0.0,0.0,0.0,0.0,567.2301,567.7589,565.7777
United Kingdom,1,15.33,6.0,3.0,0.0,2.0,2.0,489.4921,593.3536,519.9925
United Kingdom,0,15.58,6.0,0.0,0.0,2.0,0.0,599.3223,590.7747,623.7784
United Kingdom,1,15.25,8.0,0.0,0.0,2.0,3.0,467.0587,488.5841,563.0735
United Kingdom,1,15.5,4.0,1.0,0.0,0.0,0.0,512.0813,513.0488,510.0149
United Kingdom,1,15.5,0.0,0.0,0.0,0.0,0.0,400.5375,483.8182,389.2577
United Kingdom,0,15.58,2.0,0.0,0.0,0.0,0.0,580.6278,584.4393,623.4987
United Kingdom,0,16.08,3.0,1.0,1.0,2.0,2.0,369.4579,326.3734,368.37
United Kingdom,1,15.58,21.0,0.0,0.0,0.0,0.0,578.1352,622.1076,584.241
United Kingdom,1,15.67,3.0,2.0,0.0,1.0,1.0,369.8473,398.9065,408.5602
United Kingdom,0,15.83,6.0,0.0,0.0,0.0,0.0,530.1527,530.7892,572.3984
United Kingdom,1,16.08,7.0,0.0,0.0,0.0,0.0,575.0195,593.5125,561.1153
United Kingdom,0,15.25,5.0,1.0,0.0,3.0,0.0,677.995,641.2972,717.0272
United Kingdom,0,15.33,9.0,1.0,0.0,2.0,0.0,449.5326,450.1135,393.2674
United Kingdom,1,15.83,7.0,4.0,0.0,3.0,2.0,399.0575,399.7008,410.705
United Kingdom,1,15.67,1.0,1.0,0.0,1.0,0.0,408.0932,426.6279,415.6471
United Kingdom,0,15.67,2.0,0.0,0.0,0.0,1.0,579.0699,549.8755,658.2805
United Kingdom,0,15.58,2.0,1.0,0.0,0.0,0.0,513.016,471.4453,492.2044
United Kingdom,1,15.92,15.0,14.0,0.0,2.0,3.0,693.1064,668.9719,645.4122
United Kingdom,0,15.83,8.0,0.0,0.0,1.0,2.0,563.4912,592.3786,572.4916
United Kingdom,1,15.83,1.0,0.0,0.0,0.0,0.0,603.9959,683.905,656.1358
United Kingdom,0,15.5,1.0,1.0,0.0,1.0,1.0,414.6362,365.9093,390.47
United Kingdom,0,15.67,5.0,2.0,0.0,5.0,6.0,489.3363,428.2204,504.04699999999997
United Kingdom,1,15.25,1.0,1.0,1.0,1.0,1.0,289.9283,390.0896,283.8866
United Kingdom,0,16.0,6.0,0.0,0.0,0.0,0.0,617.9389,617.72,669.2838
United Kingdom,0,15.33,3.0,1.0,0.0,1.0,5.0,406.8469,388.9251,469.4517
United Kingdom,1,15.42,4.0,1.0,0.0,1.0,0.0,447.4295,497.957,499.7576
United Kingdom,0,15.33,4.0,0.0,0.0,1.0,0.0,504.0583,487.00300000000004,534.0731
United Kingdom,0,15.92,7.0,1.0,6.0,7.0,12.0,487.4669,437.0418,510.2014
United Kingdom,0,15.33,3.0,0.0,1.0,0.0,0.0,413.1563,444.9009,452.8534
United Kingdom,1,15.92,2.0,0.0,0.0,0.0,1.0,337.9109,461.657,402.0328
United Kingdom,0,16.17,2.0,2.0,0.0,0.0,0.0,463.0862,432.4707,430.56699999999995
United Kingdom,0,16.17,2.0,2.0,0.0,0.0,1.0,373.3525,316.1887,389.5375
United Kingdom,1,15.92,10.0,0.0,0.0,0.0,0.0,593.0908,547.2042,547.3144
United Kingdom,1,15.83,2.0,1.0,6.0,2.0,1.0,519.7149,605.4271,528.4782
United Kingdom,0,15.42,7.0,1.0,0.0,2.0,2.0,626.1957,587.7273,653.4316
United Kingdom,0,15.5,3.0,3.0,0.0,2.0,2.0,463.0083,454.444,483.9053
United Kingdom,0,15.83,0.0,0.0,0.0,0.0,0.0,443.5348,387.9628,449.1235
United Kingdom,0,15.25,10.0,0.0,0.0,0.0,0.0,420.0888,433.0321,443.9015
United Kingdom,1,15.42,6.0,1.0,0.0,4.0,2.0,570.3458,581.5978,507.031
United Kingdom,1,15.75,1.0,0.0,0.0,0.0,0.0,469.9408,492.0791,479.0563
United Kingdom,1,15.92,10.0,0.0,0.0,0.0,0.0,511.9255,509.2362,448.0045
United Kingdom,1,15.58,1.0,0.0,0.0,0.0,0.0,482.8712,481.4353,459.4741
United Kingdom,0,15.58,4.0,2.0,0.0,0.0,0.0,433.3307,434.0746,442.6893
United Kingdom,0,16.08,7.0,0.0,0.0,0.0,1.0,648.7849,633.4382,624.5244
United Kingdom,0,15.92,1.0,1.0,0.0,1.0,1.0,362.3695,305.5228,344.7781
United Kingdom,1,15.5,7.0,0.0,0.0,0.0,0.0,588.4172,685.4141,572.4916
United Kingdom,0,15.67,0.0,0.0,0.0,0.0,0.0,447.5074,472.56800000000004,464.1365
United Kingdom,1,15.25,3.0,2.0,0.0,1.0,0.0,371.2494,390.0896,366.3185
United Kingdom,0,15.5,4.0,1.0,0.0,1.0,1.0,517.456,536.7236,559.2503
United Kingdom,0,16.0,16.0,0.0,0.0,0.0,0.0,602.5939,570.0845,612.4953
United Kingdom,0,15.75,1.0,0.0,0.0,0.0,1.0,430.2929,424.8522,470.5707
