CNT,ST04Q01,AGE,ST57Q01,ST57Q02,ST57Q03,ST57Q05,ST57Q06,PV1MATH,PV1READ,PV1SCIE
United Kingdom,0,15.25,3.0,0.0,1.0,0.0,0.0,501.0983,495.5838,609.8844
United Kingdom,0,15.25,5.0,0.0,0.0,0.0,0.0,607.1117,570.8063,588.9966
United Kingdom,1,15.92,1.0,0.0,0.0,0.0,0.0,667.0899,687.0822,707.4226
United Kingdom,0,16.08,4.0,1.0,2.0,0.0,1.0,547.0556,511.6227,571.0929
United Kingdom,1,15.58,10.0,9.0,1.0,0.0,1.0,538.9547,573.5753,572.3051
United Kingdom,0,15.25,3.0,0.0,1.0,0.0,1.0,661.7931,638.2498,667.5121
United Kingdom,0,15.92,3.0,0.0,0.0,0.0,0.0,509.6666,538.0869,516.6356
United Kingdom,0,16.17,3.0,0.0,0.0,1.0,0.0,601.6591,613.3093,629.0936
United Kingdom,0,15.33,2.0,0.0,0.0,0.0,0.0,483.1827,523.6519,553.9351
United Kingdom,0,15.75,7.0,1.0,0.0,2.0,1.0,488.7132,496.9471,519.3398
United Kingdom,0,15.92,8.0,1.0,2.0,1.0,2.0,568.009,589.4114,585.1734
United Kingdom,0,15.58,2.0,1.0,1.0,1.0,1.0,497.5931,582.9958,609.9776
United Kingdom,0,15.25,10.0,1.0,0.0,0.0,1.0,603.0612,616.6775,639.4442
United Kingdom,1,15.33,5.0,0.0,0.0,0.0,0.0,433.4086,466.9789,452.2007
United Kingdom,1,15.58,6.0,0.0,0.0,2.0,1.0,488.0122,576.2759,555.5203
United Kingdom,1,15.67,8.0,2.0,0.0,1.0,4.0,522.8307,522.7394,508.6162
United Kingdom,1,15.83,10.0,0.0,0.0,0.0,2.0,545.4977,564.123,582.2827
United Kingdom,1,15.92,3.0,1.0,0.0,0.0,4.0,620.1979,650.6234,677.3965
United Kingdom,1,15.5,1.0,0.0,0.0,0.0,0.0,586.3919999999999,612.5759,564.2857
United Kingdom,1,15.75,8.0,0.0,0.0,1.0,0.0,498.6836,570.4775,570.2536
United Kingdom,0,15.42,9.0,6.0,9.0,1.0,2.0,388.7755,410.8182,415.6471
United Kingdom,1,16.0,8.0,2.0,0.0,0.0,0.0,332.4583,396.5236,426.2775
United Kingdom,1,16.0,12.0,0.0,0.0,0.0,1.0,454.4399,464.5959,480.1753
United Kingdom,1,15.5,0.0,0.0,0.0,0.0,0.0,339.31300000000005,317.0131,317.8292
United Kingdom,0,15.75,2.0,1.0,1.0,1.0,1.0,381.9988,375.0515,345.8971
United Kingdom,0,15.67,6.0,0.0,0.0,1.0,3.0,510.5234,565.9946,520.925
United Kingdom,0,15.58,3.0,1.0,0.0,0.0,0.0,570.4237,518.8402,563.633
United Kingdom,0,15.58,6.0,4.0,0.0,1.0,8.0,568.8659,523.0905,610.5371
United Kingdom,0,15.92,10.0,1.0,0.0,1.0,0.0,648.5512,644.6654,660.0522
United Kingdom,1,15.75,2.0,0.0,0.0,0.0,1.0,521.5844,548.9517,551.8836
United Kingdom,0,15.5,0.0,0.0,0.0,0.0,0.0,461.2946,459.4963,423.853
United Kingdom,0,15.58,2.0,1.0,1.0,1.0,0.0,396.7207,370.4804,392.9877
United Kingdom,0,15.42,3.0,1.0,0.0,0.0,0.0,455.842,523.6519,498.4521
United Kingdom,1,15.42,3.0,2.0,2.0,2.0,0.0,376.1567,386.9124,328.9258
United Kingdom,1,15.42,4.0,0.0,0.0,4.0,0.0,576.811,628.7004,638.5117
United Kingdom,0,15.83,1.0,0.0,0.0,0.0,0.0,564.2701,478.5826,496.6803
United Kingdom,1,15.25,2.0,0.0,0.0,0.0,0.0,553.2092,630.845,598.2283
United Kingdom,0,16.0,7.0,1.0,0.0,0.0,1.0,571.9816,537.5255,586.2924
United Kingdom,1,16.0,13.0,1.0,0.0,1.0,1.0,505.694,527.5847,474.3939
United Kingdom,1,15.33,4.0,0.0,0.0,0.0,7.0,674.7235,620.4396,615.8523
United Kingdom,0,15.42,1.0,1.0,2.0,2.0,1.0,400.6154,340.0065,392.0552
United Kingdom,1,15.5,3.0,1.0,0.0,0.0,0.0,399.8364,429.3286,513.5584
United Kingdom,1,15.67,10.0,0.0,0.0,0.0,0.0,556.325,618.851,589.7426
United Kingdom,1,16.0,14.0,0.0,0.0,0.0,7.0,612.4864,616.5475,660.2387
United Kingdom,1,15.75,2.0,0.0,0.0,1.0,1.0,549.4703,547.9985,578.0865
United Kingdom,1,15.92,10.0,2.0,0.0,1.0,1.0,552.8976,626.0792,591.3279
United Kingdom,0,15.75,5.0,0.0,0.0,0.0,1.0,544.7188,572.8111,595.6173
United Kingdom,0,15.58,3.0,0.0,0.0,4.0,0.0,559.9081,619.0833,603.4502
United Kingdom,1,16.08,2.0,0.0,0.0,0.0,0.0,515.0413,552.2083,467.68
United Kingdom,0,15.5,4.0,0.0,0.0,0.0,0.0,626.9746,606.974,631.0518
United Kingdom,0,15.33,3.0,0.0,0.0,0.0,0.0,645.9807,624.697,627.6016
United Kingdom,0,16.08,5.0,0.0,0.0,4.0,8.0,498.2162,439.3674,490.3394
United Kingdom,1,15.58,7.0,1.0,2.0,1.0,2.0,473.9134,467.7732,492.2977
United Kingdom,0,15.5,1.0,1.0,0.0,1.0,0.0,426.2424,414.5072,376.2029
United Kingdom,1,15.33,2.0,1.0,0.0,0.0,0.0,607.7348,604.5534,582.2827
United Kingdom,0,15.67,2.0,0.0,0.0,1.0,1.0,584.3667,529.2655,566.5237
United Kingdom,0,15.5,1.0,0.0,0.0,0.0,0.0,431.9286,372.3248,431.4994
United Kingdom,1,15.75,4.0,1.0,0.0,0.0,2.0,611.7853,640.9328,604.1962
United Kingdom,1,15.33,12.0,4.0,0.0,3.0,0.0,656.1848,665.6358,662.6632
United Kingdom,1,15.83,2.0,1.0,0.0,0.0,0.0,533.0347,531.5563,572.0254
United Kingdom,0,15.33,12.0,1.0,0.0,0.0,2.0,570.4237,457.33099999999996,496.7736
United Kingdom,1,15.5,21.0,17.0,2.0,1.0,0.0,603.9181,597.484,630.7721
United Kingdom,0,15.5,4.0,0.0,0.0,0.0,1.0,461.8399,452.1986,496.7736
United Kingdom,0,15.67,1.0,0.0,0.0,0.0,0.0,469.0061,478.9835,505.166
United Kingdom,1,16.0,7.0,0.0,0.0,1.0,7.0,340.2477,342.5105,340.4886
United Kingdom,1,16.0,3.0,1.0,0.0,2.0,2.0,370.8599,399.1448,429.6345
United Kingdom,0,15.25,2.0,1.0,0.0,3.0,1.0,440.0296,454.6044,383.9426
United Kingdom,1,15.92,3.0,2.0,0.0,3.0,1.0,495.49,538.149,505.166
United Kingdom,1,15.25,1.0,0.0,0.0,1.0,0.0,367.9,340.3658,300.9511
United Kingdom,0,16.17,25.0,3.0,0.0,3.0,1.0,591.0656,546.1063,626.7624
United Kingdom,0,15.58,5.0,5.0,0.0,2.0,1.0,420.8677,460.5388,443.6218
United Kingdom,1,16.0,2.0,0.0,0.0,3.0,2.0,410.0405,422.5769,357.7396
United Kingdom,0,15.58,6.0,0.0,0.0,2.0,1.0,417.0509,489.7296,470.8504
United Kingdom,1,15.67,2.0,2.0,2.0,4.0,2.0,412.6889,428.296,430.9399
United Kingdom,0,15.33,24.0,0.0,1.0,0.0,0.0,445.7158,412.1013,449.8695
United Kingdom,0,15.75,2.0,1.0,0.0,0.0,1.0,482.7933,509.2169,506.4715
United Kingdom,0,16.17,5.0,2.0,0.0,2.0,2.0,342.195,384.1134,517.0086
United Kingdom,1,16.0,1.0,0.0,0.0,0.0,0.0,449.6884,452.9196,448.564
United Kingdom,1,15.33,16.0,4.0,2.0,2.0,0.0,554.7671,599.0726,582.376
United Kingdom,0,15.42,8.0,0.0,3.0,0.0,4.0,580.9394,478.74300000000005,567.0832
United Kingdom,0,16.17,8.0,1.0,0.0,0.0,1.0,518.6244,492.376,537.2436
United Kingdom,1,15.92,2.0,0.0,0.0,0.0,0.0,442.67800000000005,477.7815,492.1112
United Kingdom,0,15.83,7.0,1.0,0.0,1.0,6.0,552.5861,535.4405,619.116
United Kingdom,1,15.5,5.0,1.0,0.0,1.0,2.0,485.5196,548.2368,557.6651
United Kingdom,1,15.92,2.0,0.0,0.0,0.0,1.0,714.9945,771.3585,775.5875
United Kingdom,1,16.0,3.0,1.0,1.0,1.0,0.0,424.0614,509.95099999999996,478.9631
United Kingdom,0,15.33,1.0,1.0,0.0,0.0,0.0,415.6489,416.111,469.8247
United Kingdom,1,15.67,1.0,0.0,0.0,1.0,1.0,379.7398,421.3855,395.1324
United Kingdom,1,16.0,0.0,0.0,0.0,0.0,0.0,452.4147,395.7292,420.6826
United Kingdom,1,15.83,2.0,1.0,0.0,0.0,0.0,451.0905,484.9303,480.9213
United Kingdom,1,15.83,2.0,1.0,0.0,1.0,1.0,461.2167,445.2148,427.7695
United Kingdom,1,16.08,4.0,0.0,0.0,0.0,1.0,550.2493,540.0554,590.2089
United Kingdom,0,15.42,3.0,0.0,0.0,0.0,6.0,441.0422,491.4939,438.6796
United Kingdom,1,16.08,10.0,0.0,0.0,2.0,1.0,609.2927,676.0413,678.329
United Kingdom,0,16.0,0.0,0.0,0.0,0.0,0.0,468.5387,485.3991,486.5162
United Kingdom,0,16.17,2.0,0.0,0.0,0.0,1.0,489.3363,442.6554,429.44800000000004
United Kingdom,0,15.58,7.0,0.0,0.0,0.0,5.0,509.5108,503.0419,507.9634
United Kingdom,0,15.33,3.0,0.0,0.0,0.0,1.0,525.4012,496.6263,595.6173
United Kingdom,1,15.5,4.0,0.0,2.0,0.0,3.0,495.5678,585.5694,522.6968
United Kingdom,0,15.83,8.0,4.0,1.0,1.0,1.0,423.3603,394.7793,465.069
United Kingdom,1,15.5,4.0,1.0,0.0,0.0,0.0,450.9347,469.5207,442.6893
United Kingdom,1,16.17,10.0,0.0,0.0,0.0,2.0,634.2187,633.1485,653.1518
United Kingdom,1,15.58,12.0,4.0,1.0,4.0,3.0,475.7828,491.0465,514.8639
United Kingdom,0,15.33,10.0,0.0,0.0,0.0,0.0,515.8981,554.1258,547.4077
United Kingdom,1,15.67,14.0,6.0,2.0,2.0,0.0,521.2728,550.5403,545.9157
United Kingdom,0,16.0,4.0,0.0,0.0,0.0,0.0,577.9015,530.7892,584.4275
United Kingdom,0,16.0,3.0,0.0,0.0,2.0,0.0,515.3529,466.6336,514.5841
United Kingdom,0,15.33,1.0,1.0,0.0,0.0,0.0,500.3194,511.6227,545.9157
United Kingdom,1,15.5,2.0,1.0,1.0,0.0,1.0,472.2776,476.1929,445.4868
United Kingdom,1,16.08,6.0,1.0,0.0,0.0,3.0,559.4407,583.1864,564.6587
United Kingdom,1,15.92,1.0,1.0,0.0,1.0,0.0,400.5375,421.0677,359.4181
United Kingdom,1,15.25,2.0,0.0,0.0,0.0,0.0,575.0974,594.5451,584.4275
United Kingdom,0,15.58,10.0,4.0,2.0,1.0,2.0,380.36300000000006,384.35400000000004,441.7568
United Kingdom,1,15.5,1.0,0.0,0.0,0.0,0.0,416.1941,395.7292,444.2745
United Kingdom,1,15.58,4.0,2.0,0.0,0.0,0.0,418.45300000000003,379.0487,456.6766
United Kingdom,0,16.08,5.0,0.0,0.0,0.0,1.0,563.5691,628.1453,628.2544
United Kingdom,0,15.67,8.0,1.0,0.0,0.0,2.0,382.7777,420.8425,464.0433
United Kingdom,1,15.83,1.0,1.0,0.0,0.0,0.0,406.1458,413.0452,393.1742
United Kingdom,1,16.08,8.0,0.0,1.0,0.0,1.0,467.6819,540.9291,548.8997
United Kingdom,1,15.33,1.0,1.0,0.0,1.0,0.0,345.3108,398.1122,372.1
United Kingdom,0,16.0,10.0,1.0,1.0,0.0,0.0,522.7528,522.2886,596.5498
United Kingdom,1,15.42,20.0,2.0,0.0,0.0,0.0,535.06,522.7394,608.6721
United Kingdom,1,15.75,8.0,0.0,0.0,1.0,6.0,537.3189,522.8189,555.8933
United Kingdom,0,15.5,4.0,1.0,0.0,0.0,0.0,440.49699999999996,500.6361,513.5584
United Kingdom,1,15.25,8.0,1.0,1.0,0.0,1.0,511.9255,572.0661,623.5919
United Kingdom,0,15.75,3.0,1.0,0.0,1.0,2.0,385.1924,366.7112,394.1999
United Kingdom,1,15.67,20.0,2.0,0.0,0.0,2.0,684.0707,658.6459,642.0552
United Kingdom,0,15.25,5.0,0.0,0.0,0.0,0.0,621.1326,525.0152,627.5084
United Kingdom,1,15.67,1.0,1.0,6.0,1.0,1.0,395.8638,452.8401,452.6669
United Kingdom,1,15.75,10.0,0.0,0.0,0.0,0.0,606.878,633.4663,652.4991
United Kingdom,1,15.67,3.0,0.0,0.0,0.0,0.0,372.4957,369.4376,358.4856
United Kingdom,1,15.67,2.0,0.0,0.0,0.0,0.0,519.0139,568.8889,524.0955
United Kingdom,0,15.67,1.0,0.0,0.0,0.0,2.0,520.2602,461.8219,518.2208
United Kingdom,1,15.92,6.0,0.0,0.0,2.0,0.0,497.1257,560.9457,582.5625
United Kingdom,1,16.0,3.0,1.0,0.0,0.0,1.0,406.1458,486.0423,465.2555
United Kingdom,1,15.5,3.0,1.0,0.0,0.0,4.0,546.2767,537.1164,568.8549
United Kingdom,1,15.83,4.0,1.0,0.0,0.0,1.0,469.8629,553.0026,500.5035
United Kingdom,0,15.5,3.0,2.0,0.0,2.0,0.0,386.5945,397.7465,393.5472
United Kingdom,1,15.92,9.0,1.0,0.0,1.0,1.0,500.3194,545.0595,578.5528
United Kingdom,0,15.75,10.0,1.0,0.0,2.0,0.0,441.19800000000004,432.0697,457.5159
United Kingdom,1,15.75,5.0,0.0,0.0,1.0,4.0,581.952,581.0418,633.8493
United Kingdom,1,15.5,1.0,0.0,0.0,0.0,0.0,473.0566,491.8408,543.6777
United Kingdom,1,16.0,2.0,2.0,0.0,0.0,0.0,406.0679,407.6439,465.7217
United Kingdom,0,16.08,10.0,0.0,0.0,0.0,2.0,526.7253,541.2947,576.9675
United Kingdom,1,15.75,8.0,0.0,0.0,0.0,0.0,609.059,605.3477,604.9422
United Kingdom,1,15.83,2.0,0.0,1.0,0.0,2.0,594.0255,615.6737,647.9299
United Kingdom,1,15.5,6.0,5.0,0.0,0.0,0.0,392.1249,381.1934,399.0489
United Kingdom,0,15.33,0.0,0.0,0.0,0.0,0.0,329.6542,334.3928,344.5916
United Kingdom,0,16.17,2.0,1.0,0.0,0.0,0.0,486.3764,503.3627,511.8799
United Kingdom,0,15.5,1.0,0.0,0.0,0.0,0.0,482.4038,418.5971,549.6457
United Kingdom,1,15.58,10.0,1.0,0.0,1.0,3.0,444.2359,484.69199999999995,517.0086
United Kingdom,1,16.17,5.0,5.0,0.0,3.0,6.0,311.2712,355.14,330.884
United Kingdom,1,15.67,2.0,0.0,0.0,0.0,0.0,548.6135,527.5847,569.7874
United Kingdom,1,15.83,4.0,4.0,0.0,2.0,2.0,384.1798,446.4857,371.5405
United Kingdom,0,16.0,3.0,0.0,0.0,1.0,2.0,501.8772,539.6908,591.6076
United Kingdom,0,16.0,0.0,0.0,0.0,0.0,0.0,394.306,292.6115,334.241
United Kingdom,0,15.42,10.0,0.0,0.0,0.0,0.0,599.3223,565.1124,627.5084
United Kingdom,1,15.92,5.0,1.0,0.0,0.0,1.0,566.7627,600.5818,619.0228
United Kingdom,0,15.58,2.0,0.0,1.0,0.0,0.0,418.5309,391.5715,420.3096
United Kingdom,0,16.08,10.0,2.0,0.0,0.0,0.0,648.5512,634.2401,701.0817
United Kingdom,1,15.92,10.0,0.0,0.0,2.0,1.0,710.0872,742.7633,702.0142
United Kingdom,0,15.67,1.0,0.0,0.0,0.0,0.0,427.0213,404.964,452.0142
United Kingdom,0,15.67,2.0,0.0,0.0,0.0,0.0,510.4456,460.2982,497.4263
United Kingdom,1,16.0,2.0,1.0,0.0,1.0,1.0,475.0818,469.5207,389.5375
United Kingdom,1,15.25,3.0,1.0,0.0,1.0,0.0,421.5688,468.8058,371.8202
United Kingdom,1,15.75,11.0,0.0,0.0,0.0,1.0,631.804,606.4597,578.8325
United Kingdom,0,16.0,5.0,1.0,0.0,0.0,0.0,501.0204,440.2496,434.1104
United Kingdom,1,15.25,10.0,0.0,0.0,0.0,1.0,583.5878,586.3637,626.3894
United Kingdom,0,15.58,2.0,0.0,0.0,1.0,0.0,427.9561,422.3662,468.05300000000005
United Kingdom,1,16.17,4.0,1.0,0.0,1.0,2.0,443.3011,467.4554,476.2589
United Kingdom,1,15.92,3.0,1.0,0.0,2.0,1.0,399.44699999999995,387.7861,420.6826
United Kingdom,1,15.25,30.0,0.0,0.0,0.0,0.0,387.2955,414.7927,425.9045
United Kingdom,0,15.58,8.0,1.0,0.0,1.0,1.0,663.8184,679.2292,686.0686
United Kingdom,0,15.33,2.0,0.0,0.0,0.0,1.0,760.7182,727.2657,752.3685
United Kingdom,0,15.92,4.0,0.0,0.0,0.0,0.0,463.0862,491.8147,513.5584
United Kingdom,1,15.75,3.0,0.0,0.0,0.0,0.0,444.9369,491.8408,504.04699999999997
United Kingdom,0,16.08,1.0,1.0,0.0,0.0,0.0,430.215,441.0515,433.6442
United Kingdom,1,15.42,2.0,2.0,0.0,0.0,1.0,337.5993,390.8045,390.3767
United Kingdom,0,15.5,2.0,1.0,4.0,0.0,1.0,654.6269,650.1988,675.7180000000001
United Kingdom,1,15.92,8.0,1.0,0.0,0.0,0.0,517.3781,521.2302,537.8031
United Kingdom,1,15.67,6.0,0.0,0.0,0.0,0.0,608.5138,612.4965,652.2193
United Kingdom,0,16.17,5.0,1.0,4.0,0.0,0.0,441.8212,445.0613,434.1104
United Kingdom,1,16.0,14.0,10.0,4.0,8.0,1.0,512.7045,656.263,574.1701
United Kingdom,0,15.33,7.0,6.0,0.0,2.0,1.0,453.5052,517.9581,494.6289
United Kingdom,1,16.17,5.0,2.0,0.0,1.0,3.0,344.6098,391.5194,375.7367
United Kingdom,0,16.0,2.0,0.0,0.0,0.0,0.0,522.0517,496.3857,494.7221
United Kingdom,0,15.75,1.0,0.0,0.0,1.0,0.0,470.0187,437.6032,463.3905
United Kingdom,0,15.58,4.0,1.0,0.0,0.0,4.0,611.7074,596.6289,648.1164
United Kingdom,1,15.92,2.0,2.0,0.0,2.0,2.0,426.1645,455.5408,501.436
United Kingdom,0,16.0,2.0,2.0,0.0,0.0,2.0,403.108,401.9968,439.8918
United Kingdom,0,15.42,2.0,0.0,0.0,0.0,0.0,414.6362,365.1073,444.5543
United Kingdom,1,15.25,12.0,6.0,0.0,6.0,2.0,529.0622,548.9517,536.5908
United Kingdom,0,15.67,1.0,1.0,0.0,0.0,0.0,384.3356,367.9141,412.7564
United Kingdom,1,15.92,1.0,1.0,0.0,2.0,0.0,448.2084,475.0014,465.9082
United Kingdom,0,15.92,5.0,0.0,0.0,0.0,0.0,436.9138,425.7344,490.2462
United Kingdom,0,16.08,4.0,1.0,0.0,1.0,0.0,512.7824,500.3955,506.3782
United Kingdom,0,15.33,12.0,0.0,0.0,0.0,0.0,593.0129,626.5414,687.9336
United Kingdom,1,16.17,6.0,4.0,1.0,4.0,0.0,441.899,524.6458,466.934
United Kingdom,1,16.17,4.0,1.0,2.0,1.0,2.0,494.1658,532.986,511.6001
United Kingdom,1,15.83,5.0,2.0,0.0,0.0,1.0,432.4739,470.315,418.1649
United Kingdom,1,16.0,14.0,5.0,2.0,5.0,2.0,306.286,351.2479,283.0474
United Kingdom,0,16.08,10.0,0.0,0.0,0.0,0.0,562.6344,591.0153,574.4498
United Kingdom,0,15.33,2.0,0.0,0.0,1.0,0.0,717.6429,688.2912,719.6382
United Kingdom,0,15.58,2.0,0.0,0.0,0.0,0.0,566.5291,510.0188,562.7005
United Kingdom,0,15.83,3.0,2.0,0.0,0.0,1.0,360.8117,337.6006,366.0388
United Kingdom,0,15.83,3.0,2.0,0.0,2.0,2.0,292.4209,286.8375,310.4625
United Kingdom,0,15.5,3.0,0.0,0.0,0.0,0.0,546.1209,588.85,604.0097
United Kingdom,1,15.75,8.0,0.0,0.0,0.0,4.0,592.3119,567.8562,583.6815
United Kingdom,0,16.0,0.0,0.0,1.0,0.0,0.0,439.5622,371.5229,419.3771
United Kingdom,0,15.33,3.0,0.0,0.0,1.0,1.0,459.4251,454.6846,449.5897
United Kingdom,0,16.17,6.0,0.0,0.0,0.0,0.0,694.9759,589.4114,612.4021
United Kingdom,1,16.0,4.0,0.0,0.0,0.0,1.0,498.6836,539.4994,513.5584
United Kingdom,0,15.42,0.0,0.0,0.0,0.0,0.0,427.8782,436.2399,377.1354
United Kingdom,1,15.25,2.0,0.0,1.0,0.0,0.0,541.5252,587.158,543.2115
United Kingdom,1,15.92,5.0,0.0,0.0,0.0,2.0,585.9246,590.2558,561.768
United Kingdom,1,15.92,20.0,2.0,0.0,0.0,2.0,576.5773,593.5125,630.1194
United Kingdom,1,15.5,5.0,0.0,0.0,0.0,8.0,443.5348,426.469,428.8885
United Kingdom,0,16.17,0.0,0.0,0.0,0.0,0.0,428.6571,443.4574,517.9411
United Kingdom,1,15.42,5.0,0.0,0.0,1.0,0.0,528.3611,549.0311,497.0533
United Kingdom,1,16.08,2.0,2.0,0.0,0.0,2.0,470.6418,519.5622,495.5614
United Kingdom,0,15.25,14.0,14.0,0.0,2.0,0.0,559.5186,501.43800000000005,558.3178
United Kingdom,0,16.08,3.0,0.0,0.0,0.0,0.0,406.1458,401.5958,485.4905
United Kingdom,0,15.5,0.0,0.0,0.0,0.0,0.0,436.4465,382.7501,396.0649
United Kingdom,1,16.08,3.0,0.0,0.0,1.0,0.0,455.9978,430.4406,419.5636
United Kingdom,0,16.0,2.0,0.0,30.0,0.0,6.0,539.3441,556.3712,593.6591
United Kingdom,0,15.58,2.0,0.0,0.0,5.0,3.0,412.7668,388.043,398.8624
United Kingdom,0,15.42,4.0,2.0,0.0,1.0,0.0,515.0413,594.1429,582.2827
United Kingdom,1,15.83,4.0,0.0,0.0,0.0,2.0,685.0833,676.3589999999999,687.9336
United Kingdom,1,15.5,10.0,3.0,0.0,2.0,0.0,453.4273,486.5189,495.8411
United Kingdom,1,15.5,10.0,0.0,0.0,1.0,0.0,600.1792,615.9914,605.8747
United Kingdom,0,16.0,2.0,1.0,0.0,1.0,1.0,451.2463,439.6882,501.436
United Kingdom,1,15.58,12.0,5.0,0.0,5.0,0.0,546.5104,579.9298,604.1029
United Kingdom,0,15.92,4.0,0.0,0.0,0.0,0.0,438.0823,480.1063,488.5677
United Kingdom,0,15.75,2.0,1.0,0.0,1.0,1.0,358.4748,358.4512,369.0228
United Kingdom,0,15.58,3.0,0.0,0.0,0.0,0.0,566.7627,488.2861,606.9004
United Kingdom,0,15.5,3.0,0.0,0.0,0.0,1.0,600.9581,600.0772,673.9463
United Kingdom,1,16.0,2.0,0.0,0.0,0.0,0.0,459.7367,477.5432,427.583
United Kingdom,1,16.17,8.0,0.0,0.0,0.0,1.0,492.7637,534.6541,516.4491
United Kingdom,0,15.83,5.0,0.0,0.0,1.0,0.0,467.4482,486.20099999999996,488.3812
United Kingdom,1,15.42,6.0,1.0,0.0,1.0,0.0,562.5565,617.2623,655.0168
United Kingdom,0,15.42,9.0,8.0,0.0,1.0,2.0,495.5678,513.9483,525.401
United Kingdom,0,15.75,5.0,1.0,2.0,1.0,2.0,488.3237,553.2437,523.8157
United Kingdom,1,15.42,2.0,2.0,0.0,1.0,1.0,368.601,424.3244,446.2327
United Kingdom,0,15.75,2.0,2.0,0.0,2.0,2.0,403.0301,383.0709,389.724
United Kingdom,1,15.67,1.0,1.0,0.0,0.0,1.0,479.9891,493.4294,481.6673
United Kingdom,0,15.33,1.0,0.0,0.0,1.0,0.0,402.8743,369.5982,340.7684
United Kingdom,0,16.0,8.0,0.0,0.0,0.0,2.0,635.0756,603.0444,600.9325
United Kingdom,1,16.17,22.0,2.0,0.0,0.0,2.0,619.5747,613.9262,634.9683
United Kingdom,1,15.5,4.0,0.0,0.0,0.0,0.0,647.6943,698.5997,671.1488
United Kingdom,1,15.83,7.0,3.0,2.0,0.0,1.0,531.5548,567.9357,559.1569999999999
United Kingdom,1,15.75,14.0,0.0,0.0,0.0,4.0,632.6609,698.3614,696.326
United Kingdom,0,15.42,4.0,0.0,0.0,0.0,0.0,540.7462,590.2133,686.0686
United Kingdom,1,16.17,8.0,0.0,0.0,0.0,0.0,666.9341,600.6613,620.6080000000001
United Kingdom,1,16.08,6.0,1.0,0.0,2.0,1.0,586.2362,541.0086,582.6557
United Kingdom,1,15.58,7.0,2.0,1.0,1.0,5.0,569.6448,618.3744,570.4401
United Kingdom,1,15.5,2.0,1.0,0.0,0.0,1.0,360.9674,383.5763,378.5341
United Kingdom,0,15.25,2.0,0.0,3.0,0.0,0.0,675.5803,655.1709,691.3838
United Kingdom,1,15.75,6.0,0.0,0.0,0.0,1.0,525.8685,566.7442,598.4148
United Kingdom,0,15.42,14.0,8.0,0.0,0.0,1.0,550.9503,500.6361,611.4696
United Kingdom,0,15.25,3.0,1.0,0.0,3.0,0.0,437.3033,348.6675,407.1615
United Kingdom,0,15.42,9.0,0.0,0.0,0.0,0.0,673.3993,669.0445,678.6087
United Kingdom,1,16.17,4.0,0.0,1.0,1.0,3.0,544.0957,557.2125,525.6807
United Kingdom,0,15.67,2.0,0.0,0.0,0.0,0.0,476.8733,436.2399,472.3424
United Kingdom,0,15.67,14.0,1.0,0.0,0.0,0.0,701.2074,642.2596,703.5062
United Kingdom,0,15.83,5.0,0.0,0.0,0.0,0.0,502.5783,527.6616,485.3972
United Kingdom,1,15.92,3.0,0.0,0.0,2.0,2.0,515.976,598.8343,650.8206
United Kingdom,1,15.75,2.0,0.0,1.0,2.0,2.0,484.3511,525.2018,523.2562
United Kingdom,0,15.5,6.0,2.0,0.0,4.0,0.0,426.9434,417.2338,468.79900000000004
United Kingdom,1,16.17,4.0,0.0,0.0,4.0,0.0,484.6627,587.8729,523.536
United Kingdom,1,15.33,0.0,0.0,0.0,0.0,0.0,265.1581,295.4079,320.7199
United Kingdom,0,16.17,6.0,0.0,0.0,0.0,2.0,531.4769,528.4636,555.2406
United Kingdom,0,15.58,4.0,2.0,0.0,0.0,0.0,476.8733,418.5971,485.3972
United Kingdom,0,15.83,30.0,26.0,10.0,1.0,12.0,442.7559,371.9239,389.4442
United Kingdom,1,15.83,14.0,0.0,0.0,0.0,0.0,546.8998,591.3678,551.7904
United Kingdom,0,15.75,4.0,2.0,0.0,1.0,0.0,488.5574,469.9216,459.4741
United Kingdom,0,16.08,1.0,0.0,0.0,0.0,0.0,664.9089,572.4903,681.4994
United Kingdom,1,15.42,2.0,1.0,0.0,1.0,0.0,563.0238,502.1668,554.0283
United Kingdom,0,15.92,14.0,0.0,0.0,0.0,0.0,641.9302,645.7881,680.4737
United Kingdom,0,15.75,1.0,0.0,0.0,0.0,0.0,376.5462,394.3783,436.0686
United Kingdom,0,15.42,3.0,1.0,0.0,0.0,0.0,663.2731,640.9764,720.5707
United Kingdom,0,15.92,1.0,0.0,0.0,0.0,0.0,415.57099999999997,477.3796,507.031
United Kingdom,1,15.92,7.0,0.0,2.0,0.0,2.0,466.8251,456.0968,460.6863
United Kingdom,0,15.42,8.0,3.0,0.0,2.0,0.0,503.4351,505.2071,603.73
United Kingdom,1,16.08,1.0,0.0,0.0,0.0,1.0,440.4191,467.8526,455.6509
United Kingdom,1,15.5,1.0,0.0,0.0,0.0,0.0,469.084,510.8248,448.0045
United Kingdom,0,15.42,5.0,0.0,0.0,0.0,0.0,522.9864,550.7576,563.8195
United Kingdom,1,15.92,2.0,1.0,0.0,1.0,1.0,574.1626,623.9345,620.7945
United Kingdom,0,15.92,21.0,3.0,4.0,0.0,1.0,522.8307,556.4514,509.5487
United Kingdom,1,15.33,9.0,2.0,2.0,0.0,0.0,453.2715,537.8313,475.3264
United Kingdom,1,15.92,8.0,0.0,0.0,1.0,0.0,590.5982,593.433,623.3122
