CNT,ST04Q01,AGE,ST13Q01,ST17Q01,ST19Q01,ST15Q01,ST26Q10,ST26Q02,BFMJ2,BMMJ1,PV1MATH,PV1READ,PV1SCIE
Mexico,0,15.83,1,1,1,2,1,1,72.27,49.3,514.496,506.0091,478.7766
Mexico,0,15.5,4,3,1,2,1,1,41.27,29.73,382.0766,370.4804,330.51099999999997
Mexico,1,15.5,2,3,1,1,1,1,70.34,56.57,481.7807,528.379,488.1015
Mexico,1,15.92,3,3,1,1,1,1,18.08,83.5,528.2832,553.9558,498.4521
Mexico,1,15.67,3,1,2,3,2,2,18.08,16.38,375.6894,383.8146,330.6975
Mexico,1,15.83,3,1,1,1,2,2,41.63,27.91,374.9883,456.5734,367.7173
Mexico,1,15.75,3,4,1,4,1,2,28.48,30.9,441.8212,443.5467,423.853
Mexico,0,15.92,4,1,4,4,2,2,23.19,40.54,550.3272,514.8305,502.3685
Mexico,0,16.08,1,1,1,3,2,1,73.91,58.77,515.0413,514.8305,562.9802
Mexico,0,15.42,1,3,1,1,2,2,51.5,51.5,503.5909,507.61300000000006,517.9411
Mexico,1,15.92,3,1,1,3,1,1,81.4,57.03,512.9382,551.414,529.1309
Mexico,1,15.42,1,1,1,3,1,1,88.7,44.14,524.7001,542.0412,480.5483
Mexico,1,15.83,1,1,1,4,1,1,85.41,44.14,501.2541,513.2871,507.6837
Mexico,0,15.25,4,4,1,2,2,1,11.74,14.21,415.4152,470.7235,422.0813
Mexico,1,15.83,1,1,2,1,1,1,44.94,42.3,514.1845,545.7744,468.79900000000004
Mexico,0,16.08,1,1,1,1,1,1,62.13,62.13,515.1971,480.0261,519.7128
Mexico,1,15.58,1,3,1,2,1,1,51.5,75.54,413.7015,468.7263,352.23800000000006
Mexico,1,15.75,4,3,1,4,1,2,35.07,35.34,408.0153,438.4631,402.5923
Mexico,0,15.42,2,1,4,1,2,2,30.78,44.94,530.62,550.2765,487.2622
Mexico,1,15.67,4,3,4,4,2,1,64.44,62.13,363.0706,415.5076,333.5882
Mexico,0,16.17,3,1,2,3,1,2,25.95,25.04,479.3659,499.5935,556.7326
Mexico,0,16.08,3,1,1,1,2,2,75.13,24.98,456.621,371.4427,425.9045
Mexico,1,15.67,3,1,1,1,1,2,11.74,29.73,434.8886,370.3908,419.6568
Mexico,1,16.17,3,3,3,1,1,2,62.13,16.5,515.976,518.5296,458.1686
Mexico,1,15.5,1,4,2,1,1,2,80.75,35.34,483.8838,553.1615,460.4066
Mexico,1,16.17,1,1,1,2,1,2,34.25,62.13,409.8068,476.6694,432.4319
Mexico,0,15.42,1,2,4,4,1,2,42.3,44.14,390.4113,426.7769,382.0776
Mexico,0,15.83,1,1,1,3,1,2,26.64,24.53,527.8159,549.4745,535.5651
Mexico,1,15.25,5,4,1,2,1,2,25.95,16.38,296.3156,324.2413,288.1761
Mexico,1,16.0,2,3,1,2,1,2,27.61,23.47,414.5583,526.9493,479.9888
Mexico,0,15.33,2,2,1,1,2,2,35.34,68.7,415.3373,450.6749,410.0522
Mexico,1,15.58,1,2,1,4,2,2,76.65,70.34,359.1759,473.4922,413.7822
Mexico,0,15.67,4,4,4,4,2,1,11.74,16.5,437.3033,407.3698,366.505
Mexico,1,15.67,4,3,1,4,1,2,11.74,16.5,380.4409,367.9284,371.1675
Mexico,0,15.83,3,3,1,1,1,1,28.52,23.41,418.1415,383.95300000000003,401.6598
Mexico,0,15.33,1,3,4,2,2,2,35.82,58.77,492.4521,481.9507,487.4487
Mexico,0,15.92,1,3,1,1,1,2,30.34,54.55,540.9799,565.3530000000001,537.5233
Mexico,1,16.17,1,1,1,2,1,2,16.5,76.49,356.2938,481.19699999999995,347.2025
Mexico,0,16.17,3,4,1,4,1,2,31.72,16.38,467.9935,529.1051,452.9467
Mexico,1,16.08,4,3,1,1,1,2,22.57,24.53,318.8269,337.824,325.4756
Mexico,0,16.17,2,2,1,1,1,2,83.5,75.43,360.0327,366.4706,430.56699999999995
Mexico,0,15.5,1,3,2,4,1,1,30.34,24.53,441.7433,453.0005,446.4192
Mexico,0,15.67,4,5,1,2,2,2,22.57,23.88,412.3773,410.2568,452.5737
Mexico,0,15.42,1,1,2,4,1,2,28.48,26.64,366.7316,356.6869,361.5628
Mexico,1,15.83,3,1,1,4,1,2,33.83,26.64,416.3499,439.4163,431.4994
Mexico,1,15.33,3,1,1,1,1,2,28.48,23.41,272.1686,333.4553,309.903
Mexico,1,15.92,1,3,2,3,2,2,22.57,76.49,551.885,569.6832,570.1604
Mexico,0,15.25,3,4,1,1,1,2,30.34,41.63,360.2664,326.3734,350.0932
Mexico,1,15.42,4,3,1,1,1,2,17.56,24.53,424.1393,600.6613,455.7441
Mexico,1,16.08,2,3,1,4,2,2,38.18,50.37,488.7132,564.5996,477.7508
Mexico,0,16.08,3,4,2,2,2,2,11.74,71.29,449.6884,456.2885,448.191
Mexico,0,16.0,2,2,1,1,2,2,85.41,43.51,553.9882,517.3967,493.7896
Mexico,1,16.08,1,1,1,3,1,2,76.65,43.06,364.3948,393.1875,382.0776
Mexico,1,15.58,2,3,1,1,1,1,41.63,23.47,396.0975,370.3113,467.5867
Mexico,1,15.58,3,3,1,3,2,2,26.8,17.55,424.9182,464.8342,437.7471
Mexico,1,15.25,2,1,1,4,1,1,57.03,68.7,532.3337,591.6061,532.7676
Mexico,0,16.08,4,5,4,1,1,1,43.33,21.24,426.4761,334.3928,340.1156
Mexico,1,15.92,2,2,2,4,1,2,27.61,44.94,453.5831,533.9392,409.959
Mexico,1,16.0,3,4,1,2,1,1,25.23,16.38,402.5627,464.0399,416.5796
Mexico,0,16.08,1,1,1,4,1,2,64.98,39.04,568.009,586.364,564.6587
Mexico,1,15.42,1,1,2,4,1,1,51.5,57.03,411.5205,493.5088,393.5472
Mexico,0,16.08,2,2,1,1,1,1,64.44,71.45,539.422,546.1063,584.1477
Mexico,0,15.75,1,1,1,4,1,2,81.92,57.37,599.1665,520.6045,556.2663
Mexico,0,15.75,1,2,2,2,2,1,29.73,61.82,479.9891,437.2022,447.3517
Mexico,1,16.17,3,2,1,1,2,2,11.74,16.5,381.9988,376.3481,330.4178
Mexico,0,15.58,3,1,1,1,1,2,23.57,16.5,529.9969,552.2011,531.8351
Mexico,1,15.92,2,2,1,1,1,1,76.65,76.65,398.668,483.7388,455.7441
Mexico,1,16.17,1,3,1,4,1,2,22.57,57.37,508.3424,526.9493,508.5229
Mexico,0,15.83,4,3,1,2,2,2,41.63,41.63,463.94300000000004,486.9228,373.3122
Mexico,1,16.17,4,1,1,2,1,2,88.31,39.04,462.2293,483.5799,458.1686
Mexico,0,16.17,2,2,1,1,1,1,86.72,75.54,447.1958,483.4744,478.1238
Mexico,0,15.58,3,3,1,3,1,1,70.34,59.76,371.7168,419.399,391.4025
Mexico,1,16.0,1,1,2,2,1,2,82.41,58.77,415.0257,401.2894,474.3939
Mexico,0,15.75,1,3,1,4,1,2,35.07,56.0,438.3938,452.2788,462.2715
Mexico,1,15.58,3,3,3,2,2,2,22.57,16.5,350.8413,428.7725,347.2025
Mexico,0,15.42,1,2,1,4,1,2,57.0,31.08,497.9047,492.5364,499.5711
Mexico,1,15.25,3,1,1,4,2,1,63.29,24.53,396.7207,449.8218,426.1843
Mexico,1,15.83,4,1,1,4,1,2,25.63,16.38,528.439,512.4928,486.796
Mexico,1,15.58,1,3,1,1,2,1,28.52,16.5,483.3385,511.6985,488.1015
Mexico,0,15.25,1,4,1,1,1,1,22.57,62.13,392.2028,421.8049,411.6374
Mexico,1,16.08,1,2,1,2,1,2,65.01,24.98,514.496,543.4709,530.3432
Mexico,0,16.17,3,1,1,1,1,1,30.34,23.8,458.1788,473.9313,475.3264
Mexico,1,16.08,3,3,2,2,2,2,14.64,14.64,357.9296,317.8869,337.9709
Mexico,1,16.17,1,1,2,1,2,1,71.29,44.94,452.7263,442.5935,449.2167
Mexico,0,15.75,5,5,2,3,2,1,17.56,11.74,437.1475,356.8473,392.3349
Mexico,1,15.33,1,1,2,1,1,1,76.65,43.51,424.37300000000005,449.5835,462.2715
Mexico,0,15.5,1,2,1,1,2,1,23.41,86.72,436.3686,401.1147,412.8497
Mexico,0,15.5,1,1,1,2,1,2,25.95,70.89,478.8986,475.5352,527.5457
Mexico,0,15.75,2,2,2,2,1,1,76.49,76.49,539.6557,529.9071,532.2081
Mexico,0,15.25,3,3,1,4,1,2,23.63,24.53,535.4494,472.3274,537.1503
Mexico,0,15.25,1,5,1,4,1,2,35.82,16.5,381.064,356.2057,298.8997
Mexico,1,16.17,1,1,4,1,1,1,79.05,51.56,508.0308,628.621,521.7643
Mexico,1,16.17,4,2,1,4,1,2,76.49,23.41,459.9704,513.2871,460.4066
Mexico,1,16.08,3,3,1,2,2,1,41.27,29.47,379.0388,386.3564,447.9112
Mexico,0,15.75,1,1,1,2,1,2,25.95,31.08,396.5649,344.7379,400.7273
Mexico,1,15.42,3,1,1,1,1,2,43.51,39.04,395.7859,444.897,404.4573
Mexico,0,15.33,4,5,2,2,1,2,39.04,14.57,435.2781,426.6165,466.934
Mexico,0,15.58,1,1,1,2,1,1,86.72,85.85,517.6897,544.6628,460.9661
Mexico,0,16.17,1,1,1,1,2,1,28.48,50.57,506.5509,489.2484,495.1884
Mexico,1,15.33,5,5,2,2,1,2,11.87,24.53,350.8413,397.0001,351.865
Mexico,1,15.42,3,3,1,2,1,2,30.34,62.13,303.9492,406.0553,379.2801
Mexico,1,15.5,4,4,1,2,1,2,36.92,16.38,378.7272,401.2894,398.8624
Mexico,0,15.67,3,3,1,4,2,1,24.53,31.08,367.7442,367.1924,389.5375
Mexico,0,16.17,3,3,1,4,2,1,32.75,16.5,342.195,393.015,402.8721
Mexico,0,16.08,3,3,1,3,2,1,25.23,25.2,340.014,372.8862,369.0228
Mexico,1,16.08,1,1,1,2,1,2,79.05,44.94,557.5713,529.8088,640.3767
Mexico,1,15.75,3,3,2,2,2,2,11.74,16.38,400.4596,420.2734,377.4151
Mexico,1,16.17,3,3,1,4,1,2,65.01,16.5,420.0109,427.6605,427.7695
Mexico,1,15.58,3,3,1,3,1,2,38.44,21.24,322.3321,363.1625,381.1451
Mexico,1,15.75,1,1,1,1,1,1,29.73,29.73,547.0556,550.6991,567.9224
Mexico,0,16.17,3,2,1,1,1,2,62.13,44.94,505.7719,490.8523,523.163
Mexico,0,15.67,2,3,1,1,1,1,23.41,16.38,327.6289,402.7186,398.4894
Mexico,0,15.42,2,1,1,4,2,1,26.8,54.55,571.1248,498.952,563.7262
Mexico,1,15.58,1,3,1,4,1,1,29.16,50.15,391.2681,419.5585,416.4864
Mexico,1,15.42,3,3,2,2,2,2,22.57,56.98,454.5178,437.0334,422.8273
Mexico,0,15.42,4,4,1,4,1,2,30.78,50.15,391.6576,397.7465,450.1492
Mexico,0,15.42,4,3,2,3,2,2,20.95,16.38,390.4113,471.6858,436.9079
Mexico,1,16.17,1,2,1,4,2,2,76.65,76.65,424.1393,487.8692,450.1492
Mexico,1,16.0,2,2,2,4,2,2,71.55,76.65,465.423,481.5147,461.9918
Mexico,0,16.17,1,2,1,3,1,2,76.49,66.42,412.9226,487.4842,497.7061
Mexico,0,16.08,1,3,1,4,1,1,33.16,51.56,484.6627,484.517,436.9079
Mexico,0,15.5,1,1,1,4,2,1,67.11,50.15,452.4147,506.0091,570.4401
Mexico,0,16.08,2,1,1,4,1,2,74.66,24.98,379.1946,425.0126,387.6725
Mexico,1,15.83,1,3,1,1,1,2,62.13,62.13,536.54,517.8941,514.4909
Mexico,1,15.83,4,1,2,2,1,2,23.57,16.5,429.6697,468.9646,450.7087
Mexico,1,15.42,4,5,1,1,1,1,24.16,41.63,460.983,522.0246,437.0944
Mexico,1,16.0,1,1,1,3,2,1,86.72,58.77,401.0048,366.3398,351.3055
Mexico,1,15.33,2,1,2,2,1,2,75.54,18.13,439.4843,489.4578,405.3898
Mexico,0,16.0,1,4,1,2,2,1,35.34,35.34,512.7045,545.4648,503.301
Mexico,1,15.83,2,2,2,1,2,2,68.88,44.94,502.8899,547.6013,482.4133
Mexico,1,15.33,3,2,2,4,2,2,53.77,16.38,446.4948,455.3025,404.4573
Mexico,0,15.67,3,4,2,4,1,1,22.57,21.24,410.0405,391.0102,363.9873
Mexico,0,15.67,1,2,4,4,1,1,82.41,71.39,462.8525,466.0722,410.7982
Mexico,1,15.58,3,2,1,1,2,2,26.85,50.9,451.9473,480.8793,499.5711
Mexico,0,15.75,4,1,1,1,1,2,75.54,41.63,321.0858,328.1377,344.7781
Mexico,0,15.75,2,2,1,2,1,1,82.41,82.41,404.5879,430.3055,449.7762
Mexico,1,16.0,4,3,1,4,1,2,26.85,21.24,542.5378,563.3287,489.0339
Mexico,0,15.67,2,2,1,1,1,2,79.74,82.41,365.719,348.0259,432.4319
Mexico,0,15.58,2,3,1,1,1,2,28.48,28.48,481.54699999999997,455.6469,484.4648
Mexico,0,16.0,3,3,1,1,1,1,26.85,16.38,383.5566,314.3442,299.3659
Mexico,1,15.83,2,2,1,4,1,1,79.74,62.13,590.6761,546.6482,504.1402
Mexico,1,15.83,3,3,1,4,2,2,29.73,29.47,519.0918,578.1028,488.0082
Mexico,1,15.67,1,2,1,1,1,2,21.13,68.7,433.3307,424.3244,489.2204
Mexico,0,15.92,1,4,1,4,1,2,25.95,48.1,413.1563,456.2885,418.7244
Mexico,0,16.08,2,2,1,2,1,1,76.49,70.5,392.04699999999997,420.20099999999996,401.5666
Mexico,0,16.17,3,3,1,1,1,1,29.32,68.7,553.6766,486.7624,519.1533
Mexico,1,15.67,2,2,1,1,1,1,81.78,85.41,449.29900000000004,469.4412,432.4319
Mexico,0,15.5,3,3,1,1,1,2,20.95,31.08,448.2084,463.1852,388.23199999999997
Mexico,1,15.5,1,1,1,2,2,1,70.09,68.7,479.2881,501.4519,516.6356
Mexico,1,15.42,1,1,1,1,1,1,68.55,54.55,405.289,487.9486,473.7411
Mexico,1,15.92,1,2,1,1,2,1,81.78,28.48,414.7141,404.4667,416.8594
Mexico,0,15.33,3,3,1,4,1,2,50.15,30.9,330.5889,280.6625,373.9649
Mexico,1,15.67,3,3,1,4,1,2,22.57,14.57,368.2895,386.1975,396.9974
Mexico,1,16.0,3,3,1,4,1,1,28.48,21.24,295.6146,424.3244,394.8527
Mexico,1,15.25,2,1,1,1,1,1,29.32,75.54,530.6979,578.4206,512.5326
Mexico,1,15.67,5,1,1,2,1,2,53.77,31.08,418.6088,481.19699999999995,422.7341
Mexico,1,15.58,1,3,1,2,1,2,21.13,16.38,434.8107,443.5467,421.9881
Mexico,0,15.83,2,2,1,2,1,1,86.72,65.12,487.9343,421.8049,442.969
Mexico,1,15.58,4,3,1,2,1,2,25.78,16.38,483.8059,552.9232,490.2462
Mexico,1,15.25,2,2,1,1,1,2,30.34,48.66,375.8451,471.1887,424.6923
Mexico,0,16.0,3,3,1,4,1,2,18.07,20.35,445.0148,415.3893,396.9041
Mexico,0,15.42,1,1,2,2,1,1,83.09,62.13,376.3125,311.8582,351.3055
Mexico,1,15.58,1,1,1,2,1,1,76.65,82.41,445.0927,444.1822,456.9564
Mexico,1,15.42,3,3,1,1,1,2,30.49,24.88,357.61800000000005,400.4157,407.2548
Mexico,0,15.92,1,1,1,2,1,1,25.95,39.04,477.5744,506.7308,527.5457
Mexico,1,16.0,3,4,1,4,2,1,15.35,62.13,475.3155,407.8028,491.1787
Mexico,1,15.83,2,4,2,4,1,1,18.08,68.7,526.8811,520.9125,489.8732
Mexico,0,15.42,3,3,1,4,1,1,11.74,39.04,508.0308,543.059,557.1988
Mexico,0,16.0,3,3,2,2,1,2,25.23,31.08,479.5217,482.1111,478.6833
Mexico,0,15.75,3,3,2,2,2,2,25.2,14.21,391.1902,360.2155,389.351
Mexico,1,16.08,3,4,4,1,1,1,16.34,19.66,463.164,509.4745,482.4133
Mexico,0,15.33,4,1,2,4,1,2,64.44,31.08,363.9274,391.4913,407.2548
Mexico,0,16.0,3,4,3,1,1,2,30.78,75.43,324.2795,293.5738,298.4334
Mexico,1,15.83,1,1,1,2,1,1,62.13,50.9,510.4456,526.7904,494.8154
Mexico,0,16.0,1,2,1,4,1,2,29.73,57.03,494.711,488.2861,490.2462
Mexico,0,16.08,2,2,1,1,1,1,65.12,44.94,687.2644,623.9752,608.0194
Mexico,1,15.25,1,3,2,2,1,2,23.8,51.56,438.3938,536.1633,479.0563
Mexico,0,15.83,2,3,1,2,1,1,16.5,39.02,448.0527,365.8291,424.7855
Mexico,1,15.92,1,1,4,1,1,2,51.92,32.5,411.3647,484.6125,353.1705
Mexico,0,16.0,1,1,2,2,1,2,82.41,58.77,383.4008,401.9166,343.6591
Mexico,1,15.33,4,5,1,2,2,1,28.48,28.48,346.7908,262.444,262.5326
Mexico,0,16.17,3,3,2,4,1,2,29.73,29.47,523.8433,501.9994,517.0086
Mexico,0,15.33,4,5,1,1,1,2,41.63,41.63,335.9635,337.6006,310.1828
Mexico,1,15.67,1,1,2,2,1,2,44.14,58.77,428.034,447.3594,469.4517
Mexico,1,15.75,3,3,1,1,2,2,51.5,21.24,340.7151,456.5734,362.1223
Mexico,1,15.25,3,3,2,2,1,2,22.57,39.04,388.1524,372.7737,489.5934
Mexico,0,16.17,2,2,1,4,1,1,78.17,44.94,586.7814,512.4246,539.5748
Mexico,1,16.17,5,5,2,2,2,2,11.74,11.74,360.2664,341.7162,381.1451
Mexico,0,16.17,4,3,1,4,1,1,25.23,27.91,268.2739,279.5398,274.4685
Mexico,1,15.92,1,1,1,4,1,1,30.78,16.5,367.2768,377.4601,418.4446
Mexico,0,15.83,5,5,3,3,2,2,11.01,30.35,406.4574,329.4208,433.3644
Mexico,1,15.58,3,1,1,1,1,1,23.47,23.47,414.8699,486.4395,467.4935
Mexico,0,16.08,4,3,3,3,2,2,32.5,27.91,263.4445,320.9202,320.3469
Mexico,0,15.5,5,5,1,2,1,2,20.95,14.21,400.6154,422.6068,400.6341
Mexico,0,15.5,1,3,1,3,2,1,17.55,57.03,491.3616,486.7624,462.2715
Mexico,1,15.67,2,2,1,1,1,1,76.49,58.77,537.7863,581.5978,474.6736
Mexico,1,15.83,2,1,2,1,1,1,22.57,68.88,438.7054,446.5651,424.972
Mexico,1,15.5,1,1,1,1,1,1,62.13,62.13,425.6193,483.1034,466.2812
Mexico,0,15.92,1,1,1,1,2,1,81.92,85.41,500.7088,509.2169,507.9634
Mexico,1,16.08,5,5,1,4,2,2,22.57,16.5,390.5671,522.5011,378.9071
Mexico,0,15.42,1,1,3,4,2,2,23.8,41.63,479.2102,398.7088,459.4741
Mexico,1,15.67,5,4,1,4,1,1,11.74,16.5,281.6716,360.1442,335.0802
Mexico,0,15.92,1,1,1,2,1,1,29.73,75.54,463.0862,555.7297,408.84
Mexico,0,15.83,4,3,1,2,1,2,62.13,16.5,324.9805,372.8862,410.9847
Mexico,1,15.75,1,1,2,2,2,2,29.84,44.94,306.4418,357.2846,333.2152
Mexico,0,15.42,4,1,1,2,2,1,50.15,16.5,396.6428,420.3614,359.6979
Mexico,0,15.67,3,3,1,1,1,2,11.74,11.74,417.9078,388.1232,409.7725
Mexico,1,15.67,3,3,1,4,1,2,71.39,16.38,296.1598,381.5905,282.3014
Mexico,0,15.5,2,1,1,4,2,2,65.01,44.14,519.1697,517.2363,581.3502
Mexico,0,15.33,3,1,2,1,1,1,28.52,35.34,400.6933,402.5582,402.8721
Mexico,1,15.33,1,1,1,2,1,2,62.13,58.77,399.0575,418.7642,479.8956
Mexico,1,15.92,2,2,1,2,1,1,72.94,58.77,369.8473,329.0072,414.7147
Mexico,1,15.33,1,3,1,4,1,2,50.37,44.94,437.9265,537.9108,495.8411
Mexico,1,15.58,3,3,2,2,1,1,30.34,16.5,565.7501,603.1236,510.1082
Mexico,0,15.83,3,1,2,2,1,1,23.53,23.53,434.9665,385.7173,455.0914
Mexico,1,15.5,3,5,1,4,2,1,25.95,29.73,467.4482,497.3215,410.0522
Mexico,1,15.67,1,1,4,1,1,2,29.73,48.1,667.7130000000001,662.7763,655.11
Mexico,1,15.83,1,1,1,1,2,1,28.08,17.55,495.0226,487.8692,492.1112
Mexico,1,15.83,1,1,4,4,1,2,16.33,25.04,231.50799999999998,244.9692,280.4364
Mexico,0,16.0,1,3,2,4,2,2,15.35,30.9,521.7401,582.1939,585.3599
Mexico,1,15.58,4,3,1,3,1,2,22.57,11.74,395.8638,452.1253,506.0985
Mexico,1,15.92,2,3,2,2,1,2,20.35,56.98,424.0614,445.7708,466.2812
Mexico,0,16.0,5,1,1,3,1,2,48.13,22.77,497.9047,505.3675,485.3972
Mexico,0,15.33,3,4,2,4,1,1,30.34,16.5,382.6998,366.4706,382.9168
Mexico,1,15.75,1,1,2,4,1,2,72.96,28.48,444.2359,487.8692,395.9717
Mexico,1,15.58,5,4,4,4,1,1,11.74,16.5,415.3373,374.2829,425.9045
Mexico,0,16.17,4,4,1,4,1,2,21.24,17.55,449.6105,406.7283,434.1104
Mexico,1,15.58,2,2,1,1,1,1,75.54,70.5,402.0174,442.5141,393.2674
Mexico,0,15.75,4,3,1,4,1,1,30.78,39.04,248.6446,169.3525,159.959
Mexico,1,15.67,2,3,1,2,1,1,30.78,58.77,426.2424,395.8881,467.8665
Mexico,1,15.83,1,1,1,1,1,2,43.33,31.08,409.5731,415.4281,462.2715
Mexico,0,15.75,1,2,1,4,2,1,36.35,76.65,531.8663,599.6763,478.1238
Mexico,1,16.08,3,3,1,4,1,2,39.04,39.04,523.0643,537.9108,507.6837
Mexico,0,15.83,3,3,1,2,1,1,41.63,29.73,366.2642,452.4392,342.9131
Mexico,1,16.17,3,3,1,2,1,2,20.95,16.5,428.5792,381.4317,405.3898
Mexico,0,15.92,4,3,1,2,1,2,28.52,16.38,449.8442,542.8986,432.4319
Mexico,0,16.17,1,1,2,3,1,1,65.12,65.12,366.7316,370.4804,342.9131
Mexico,1,16.17,3,3,1,1,2,2,41.63,16.38,474.6144,522.104,463.4838
Mexico,1,15.42,5,4,1,4,1,2,29.81,29.81,467.4482,470.315,464.1365
Mexico,1,15.5,5,5,1,1,2,2,16.5,39.04,339.7024,355.14,309.3435
Mexico,0,15.67,3,1,1,1,1,1,33.83,24.53,407.2363,435.2775,395.1324
Mexico,1,15.92,4,4,2,2,2,2,27.3,60.29,370.3147,444.6587,372.3797
Mexico,0,15.83,3,3,1,4,1,2,11.74,29.73,330.7447,405.9263,307.1056
Mexico,1,15.75,1,1,1,2,1,2,26.62,44.94,430.1371,437.0334,409.1197
Mexico,0,15.67,3,3,2,1,2,2,14.64,27.91,280.8927,355.4038,287.5233
Mexico,1,16.08,4,3,2,4,1,1,39.04,16.38,491.6732,491.0465,489.3137
Mexico,0,15.25,2,5,1,1,2,1,30.34,58.77,461.2167,491.4939,480.9213
Mexico,1,15.83,5,5,1,2,2,1,51.5,23.53,408.3268,426.7073,450.1492
Mexico,1,16.0,2,2,1,1,1,1,51.92,59.76,434.7328,453.6345,458.5416
Mexico,0,15.58,3,3,1,1,1,1,30.34,35.34,448.8316,450.8353,423.853
Mexico,0,15.25,2,1,1,4,1,2,57.25,44.94,500.2415,545.3044,477.1913
Mexico,1,15.67,2,4,1,2,2,1,22.57,24.53,407.7037,371.1056,363.7076
Mexico,0,15.83,4,3,4,4,1,1,29.73,29.73,478.6649,515.6324,441.7568
Mexico,1,15.83,3,3,1,2,1,2,30.78,44.94,433.7202,453.7139,461.3391
Mexico,1,15.83,4,3,2,1,2,2,41.22,24.53,334.0162,384.6089,350.37300000000005
Mexico,1,15.33,4,3,2,2,1,2,28.52,21.24,307.1429,332.9787,327.9
Mexico,1,15.92,5,5,4,1,2,2,11.74,16.5,401.3164,429.0903,440.8243
Mexico,1,15.25,5,5,2,4,1,2,22.75,21.24,323.89,227.1766,298.1537
Mexico,1,15.67,5,5,2,2,1,2,16.38,11.74,291.0189,402.2426,333.2152
Mexico,1,15.42,1,1,1,1,2,2,41.27,39.04,453.5831,492.7145,479.3361
Mexico,1,15.33,3,3,1,1,1,1,14.57,51.5,370.4705,454.6671,384.5021
Mexico,1,15.67,2,1,1,1,1,1,26.8,68.88,450.5453,424.3244,448.564
Mexico,1,16.0,2,3,1,4,1,2,57.03,62.13,490.9721,533.9392,413.6889
Mexico,0,15.5,1,2,2,2,1,1,76.49,44.94,427.7224,487.4842,452.9467
Mexico,0,15.58,2,2,1,1,1,1,62.13,76.65,448.9874,487.2436,408.7467
Mexico,1,15.58,1,1,1,2,1,2,25.26,24.98,486.3764,543.9475,485.2107
Mexico,1,15.75,3,3,1,1,2,2,30.78,28.48,470.0187,487.0749,429.9142
Mexico,1,15.83,3,3,1,1,1,1,25.71,16.5,419.1541,399.6214,373.6852
Mexico,1,15.92,2,2,1,2,1,2,70.09,39.04,516.7549,528.0613,512.2529
Mexico,0,15.67,3,3,1,2,2,1,17.69,26.64,414.792,339.2045,334.5207
Mexico,1,15.75,2,1,4,3,1,1,76.65,76.65,395.0849,465.7874,433.3644
Mexico,1,15.33,1,1,1,2,1,1,25.95,65.23,380.36300000000006,384.6883,456.0239
Mexico,0,15.33,3,3,1,4,1,2,36.35,16.5,370.9378,383.4719,420.1231
Mexico,1,15.75,1,1,1,4,1,2,21.24,26.64,469.084,499.7839,473.4614
Mexico,1,16.17,1,1,1,2,1,1,62.13,29.73,461.76199999999994,545.8539,519.1533
Mexico,0,15.42,1,1,1,1,1,1,41.27,50.57,501.1762,493.17800000000005,492.3909
Mexico,1,15.58,3,4,1,2,1,1,27.91,39.04,512.0813,542.6766,511.9731
Mexico,0,15.83,3,3,1,1,2,1,22.57,44.14,395.7859,372.806,379.2801
Mexico,1,15.67,1,2,1,4,1,1,80.78,65.23,527.9716,481.5147,466.0015
Mexico,0,15.75,5,3,1,2,2,1,26.62,16.5,357.7738,251.0707,399.1421
Mexico,0,15.67,1,3,2,4,1,2,25.95,44.94,498.37199999999996,474.5728,405.3898
Mexico,0,16.08,1,2,1,1,1,1,33.83,44.94,508.8098,377.8583,489.3137
Mexico,0,16.08,3,3,1,4,1,2,30.78,16.5,434.2655,473.9313,411.6374
Mexico,0,15.83,1,3,2,1,1,2,42.3,57.0,349.2055,345.7003,450.4289
Mexico,1,15.33,2,2,1,4,1,2,79.05,79.05,458.2567,476.7489,448.191
Mexico,1,15.58,1,3,1,1,1,1,23.57,16.5,507.7193,537.1164,503.301
Mexico,0,15.92,4,3,1,4,2,1,41.63,29.73,527.5043,497.3481,494.7221
Mexico,1,15.92,4,1,1,2,1,2,76.65,14.57,485.5974,494.2237,459.7538
Mexico,1,15.83,2,2,1,2,1,1,46.38,76.49,399.7585,468.9646,452.9467
Mexico,1,16.17,3,3,1,1,1,2,28.48,12.34,475.3934,522.0246,462.1783
Mexico,1,15.75,1,4,4,4,1,1,25.95,30.9,428.034,429.0903,392.9877
Mexico,0,15.75,1,1,1,1,1,2,79.74,50.05,347.2581,376.8959,377.4151
Mexico,1,15.67,3,2,1,4,1,1,44.14,23.53,244.0489,295.7256,382.3573
Mexico,0,15.67,3,1,2,1,2,1,79.05,31.08,365.9526,371.9239,401.6598
Mexico,1,16.08,2,2,1,4,1,1,86.72,44.94,552.4303,629.2564,529.4107
Mexico,1,15.58,2,2,1,1,1,1,29.73,39.04,472.1997,538.7051,516.3558
Mexico,1,15.83,2,2,1,1,1,1,79.05,27.91,561.0765,549.8254,524.655
Mexico,0,16.08,1,1,1,2,1,1,70.89,75.54,434.8107,385.0758,448.2842
Mexico,1,16.08,2,3,2,1,1,1,53.15,31.08,431.9286,547.4425,465.069
Mexico,0,16.17,3,3,1,4,1,1,22.57,16.5,400.6154,392.2131,414.0619
Mexico,1,16.17,1,1,2,2,1,1,23.41,23.41,414.5583,411.7743,357.6464
Mexico,0,15.25,5,4,2,1,2,1,29.73,16.5,377.6367,336.7987,376.4827
