CNT,ST04Q01,AGE,ST13Q01,ST17Q01,ST19Q01,ST15Q01,ST26Q10,ST26Q02,BFMJ2,BMMJ1,PV1MATH,PV1READ,PV1SCIE
Japan,1,15.75,1,1,1,2,1,1,57.03,26.64,503.4351,590.5735,549.9254
Japan,1,15.83,1,1,1,2,1,1,25.95,24.53,544.7188,533.9392,526.3335
Japan,0,15.42,1,1,1,1,1,1,23.8,39.02,548.5356,473.9313,546.1954
Japan,0,15.5,2,1,1,2,1,2,73.91,53.15,614.8232,627.9047,624.2447
Japan,0,15.58,1,1,1,2,1,1,57.97,28.48,460.282,512.3445,506.0985
Japan,1,15.83,1,1,1,2,1,1,19.66,44.14,445.8716,520.1976,491.3652
Japan,0,16.17,1,2,1,2,1,1,57.03,24.53,572.6827,613.4697,587.2249
Japan,1,15.42,1,1,1,1,2,1,36.97,43.33,517.6897,587.0786,510.8542
Japan,0,16.17,1,1,1,2,1,1,25.23,44.14,557.026,548.7528,589.0899
Japan,1,16.08,1,1,1,2,1,1,72.96,28.48,478.587,527.3464,534.2596
Japan,0,15.58,1,1,1,2,1,1,60.29,24.98,517.8455,515.6324,494.3491
Japan,1,16.17,1,1,1,2,1,1,24.53,24.53,547.8346,600.6613,580.9772
Japan,1,15.67,1,1,1,1,1,1,25.26,43.19,465.1893,484.6125,484.3715
Japan,0,15.5,1,1,1,1,1,1,51.5,68.7,512.7824,465.9118,497.9858
Japan,0,16.08,1,1,1,2,2,1,62.39,28.48,504.4477,553.2437,532.3014
Japan,1,15.92,2,1,1,1,1,2,25.95,68.7,395.3186,458.718,413.7822
Japan,1,15.58,2,1,1,2,1,1,65.01,48.1,497.2815,548.0779,493.8829
Japan,0,16.25,1,1,1,2,1,1,31.5,31.5,507.3298,547.7102,605.2219
Japan,1,16.0,1,1,1,1,1,1,20.91,68.7,549.2366,532.5889,552.7229
Japan,1,15.42,1,1,1,2,1,1,25.06,39.04,519.7149,576.7525,571.0929
Japan,1,15.42,1,1,1,1,1,2,30.78,44.14,485.208,473.4922,491.1787
Japan,1,15.75,1,1,1,2,2,1,62.39,16.5,483.8838,515.6701,531.0891
Japan,1,15.75,1,1,1,2,1,1,25.39,39.02,442.6001,456.8911,458.3551
Japan,1,15.5,1,1,1,1,1,1,51.92,51.92,468.4608,425.6747,468.05300000000005
Japan,0,15.58,1,1,1,2,2,1,25.95,28.84,467.0587,485.8803,505.2592
Japan,0,15.83,2,1,1,2,1,1,22.77,24.53,490.2711,517.0759,558.2245
Japan,1,16.0,1,1,1,3,1,1,51.01,14.64,517.8455,564.9173,575.4756
Japan,0,15.92,1,1,1,1,1,2,29.73,29.73,482.3259,481.8705,510.4812
Japan,1,16.08,1,1,1,1,1,1,73.91,21.64,467.0587,525.1224,546.2887
Japan,0,15.58,2,1,1,2,1,1,30.78,30.9,504.9151,496.3857,557.1988
Japan,1,16.0,1,3,1,2,1,1,19.08,25.04,516.5992,537.9108,545.263
Japan,1,15.5,1,1,1,1,2,1,76.49,43.33,499.9299,475.1603,556.8258
Japan,1,16.17,1,1,1,2,1,1,57.03,28.48,448.9095,515.6701,462.9243
Japan,1,16.0,2,1,4,2,1,2,77.1,16.36,464.1767,576.7525,526.6132
Japan,0,15.58,1,1,1,4,1,1,27.25,68.7,466.9029,464.8693,479.2428
Japan,0,16.0,1,1,1,1,1,1,24.93,70.5,545.4198,535.6811,596.5498
Japan,0,15.5,2,3,1,2,1,1,25.06,16.36,473.6797,463.7466,501.436
Japan,1,15.33,1,1,2,2,1,1,27.91,30.9,509.355,566.4265,509.8284
Japan,1,15.33,2,2,1,2,1,1,24.8,39.02,430.4487,508.4419,412.0104
Japan,1,15.92,1,1,1,2,1,1,37.34,24.93,335.1846,425.1187,365.0131
Japan,0,15.75,1,1,1,4,1,1,57.37,32.75,500.2415,550.1161,592.6333
Japan,0,15.58,1,1,1,2,1,1,27.91,28.48,594.4929,516.3542,587.8777
Japan,1,15.5,1,1,1,2,1,1,25.78,39.04,465.1893,516.385,513.2786
Japan,0,15.67,1,1,1,1,1,1,27.91,31.15,536.3063,454.9252,585.3599
Japan,0,15.5,1,2,1,1,1,1,27.91,39.02,508.1866,603.686,533.0474
Japan,0,15.42,1,2,1,1,1,1,40.54,16.36,497.1257,599.8367,592.6333
Japan,0,15.67,1,1,1,2,1,1,19.66,30.9,594.5708,536.7236,601.2122
Japan,0,15.58,1,1,2,2,1,1,24.68,28.48,580.5499,540.4927,584.1477
Japan,1,15.58,2,1,4,2,1,1,30.9,30.9,466.6693,527.823,540.6005
Japan,1,16.08,1,1,1,2,1,1,70.34,24.15,554.845,541.0880000000001,571.6524
Japan,1,16.0,1,1,1,1,1,1,28.03,39.02,426.2424,510.1099,505.166
Japan,0,15.67,2,2,1,2,1,2,31.72,26.62,533.8916,520.2837,481.7605
Japan,1,15.42,1,1,1,1,1,1,23.57,43.33,518.6244,481.5147,478.4968
Japan,0,15.5,1,1,1,1,1,1,39.45,25.95,465.2672,454.9252,472.5289
Japan,0,15.67,2,1,1,1,2,1,36.35,39.04,483.1827,453.3213,498.6386
Japan,1,15.5,1,3,2,2,1,1,30.14,30.9,433.3307,407.6439,464.4163
Japan,1,15.83,3,3,1,4,1,1,28.48,16.36,464.5661,481.2764,509.0824
Japan,1,15.75,1,1,1,1,1,1,37.22,70.5,394.3839,460.0684,470.9437
Japan,0,15.33,1,2,1,1,1,1,24.53,16.5,376.9357,312.6601,383.9426
Japan,1,15.67,1,1,1,1,1,1,25.39,11.56,463.3198,406.0553,457.9821
Japan,1,15.33,1,1,1,2,1,1,52.72,82.41,470.4082,508.4419,470.6639
Japan,0,15.83,1,1,1,2,1,2,24.53,25.2,465.9682,414.5873,444.5543
Japan,0,15.58,1,1,1,2,1,1,23.46,25.06,361.1232,353.5593,446.5125
Japan,1,15.33,1,1,1,2,2,1,21.81,30.9,456.621,473.5716,500.5035
Japan,0,15.83,1,1,1,2,2,1,12.01,68.88,538.3315,548.7528,545.263
Japan,0,16.08,1,1,1,2,1,1,51.01,14.21,441.899,428.2204,442.4095
Japan,0,15.58,1,1,2,1,2,1,26.85,24.53,447.4295,390.3686,458.4483
Japan,1,16.08,3,3,1,2,2,1,15.35,57.03,436.2907,461.8953,521.9508
Japan,1,16.08,1,2,1,1,1,2,51.56,43.33,527.6601,574.2902,520.925
Japan,1,15.5,3,3,1,1,2,2,25.95,43.85,447.4295,438.4631,409.959
Japan,0,15.92,2,2,1,1,1,1,24.93,25.06,417.9857,375.2118,478.2171
Japan,0,16.25,1,2,1,1,1,1,30.78,26.64,480.1449,433.5934,540.7869999999999
Japan,0,16.17,1,1,1,1,1,1,23.57,23.57,481.6249,442.0941,575.1026
Japan,1,15.83,1,1,1,2,1,1,27.61,16.36,458.1788,504.4703,470.3842
Japan,1,15.33,1,1,1,2,1,1,36.97,29.73,474.5365,486.2806,481.6673
Japan,1,16.25,1,1,1,2,1,2,25.95,27.91,493.7763,535.4484,512.6259
Japan,1,16.17,1,1,1,1,1,1,24.53,16.5,588.7288,536.3221,569.8806
Japan,1,15.33,1,2,1,1,1,1,17.0,17.0,406.8469,401.2894,323.9836
Japan,0,16.17,1,2,1,2,1,1,37.83,39.02,465.1114,494.2205,520.0858
Japan,0,15.33,1,1,1,1,2,1,29.73,44.14,452.0252,388.1232,443.9015
Japan,1,16.17,1,1,2,2,2,1,38.44,30.59,596.1287,561.184,631.9843
Japan,1,15.33,1,1,1,2,1,1,25.71,16.5,443.379,442.5935,455.5576
Japan,1,15.58,1,1,1,2,1,1,36.97,23.46,476.5618,471.983,462.6445
Japan,0,15.58,1,1,1,1,1,1,18.95,18.95,569.0217,518.2788,541.533
Japan,1,16.0,1,1,1,4,1,1,57.97,53.15,412.2215,416.3019,408.84
Japan,0,16.0,2,1,1,1,2,1,51.01,51.01,434.1876,387.9628,333.495
Japan,1,15.42,1,1,1,4,1,1,14.39,57.03,484.8185,502.7228,487.6352
Japan,0,16.17,1,1,2,1,1,1,65.01,65.01,631.6482,601.3604,585.3599
Japan,1,16.17,1,1,1,2,1,1,57.03,30.9,466.8251,511.6985,473.7411
Japan,1,15.42,1,1,1,1,1,1,26.85,68.7,428.8908,454.4288,402.6856
Japan,0,15.33,1,1,1,4,1,1,76.49,27.52,395.6302,352.7574,389.5375
Japan,1,16.08,2,2,1,2,1,1,38.44,62.39,401.62800000000004,431.3938,363.5211
Japan,1,15.67,1,1,1,2,1,1,79.74,25.2,381.843,385.3238,450.8019
Japan,1,15.58,1,1,1,1,1,1,65.01,26.64,481.4691,435.68300000000005,452.0142
Japan,1,15.75,1,1,1,4,1,1,81.13,39.02,433.2528,440.2106,431.4994
Japan,0,15.42,1,1,2,4,1,1,39.04,39.04,363.1485,290.2057,347.2958
Japan,0,15.83,1,1,2,2,1,1,88.7,68.7,485.9869,474.653,428.702
Japan,0,16.17,2,1,1,3,1,1,78.69,79.74,565.0491,533.1148,508.8027
Japan,0,15.33,1,1,1,1,1,1,43.85,66.42,594.5708,570.1647,568.2954
Japan,0,16.17,1,1,4,4,1,1,79.74,57.99,636.7113,615.7152,602.0515
Japan,0,16.17,1,1,1,2,1,1,53.6,28.48,598.855,547.7102,590.3954
Japan,0,15.83,1,1,1,2,1,1,74.66,43.33,670.8288,666.3981,695.207
Japan,0,15.58,1,1,1,2,1,1,82.41,30.9,646.3702,627.1028,690.1716
Japan,0,15.33,1,1,1,4,1,1,28.48,50.37,533.5021,521.9678,509.8284
Japan,0,15.67,1,1,1,4,1,1,75.25,80.92,599.6339,585.4017,637.9523
Japan,0,16.0,1,1,1,4,1,1,70.34,46.76,572.4490000000001,558.8573,572.3051
Japan,0,15.42,1,1,1,3,1,1,62.39,24.53,477.0291,503.3627,551.9769
Japan,0,15.42,1,1,1,2,1,1,73.91,39.02,579.771,494.7819,573.5173
Japan,0,15.42,1,1,1,1,1,1,57.03,26.92,594.4929,615.7954,660.6117
Japan,0,16.17,1,1,1,2,1,2,65.01,72.27,594.6487,599.5961,679.7277
Japan,0,15.42,1,1,1,4,1,1,28.48,43.33,683.3697,647.1514,702.2007
Japan,0,15.92,2,3,1,4,1,1,68.88,57.03,467.5261,406.5679,475.1399
Japan,0,15.33,1,1,1,2,1,1,81.92,75.43,585.1457,586.1234,558.038
Japan,0,15.33,1,1,1,1,1,2,79.74,79.74,575.2532,601.6811,662.7564
Japan,0,15.33,1,1,1,2,1,1,73.71,57.64,649.0964,606.2522,607.0869
Japan,0,15.83,1,1,1,4,1,1,26.92,24.53,562.5565,528.4636,516.3558
Japan,0,15.33,1,1,1,1,1,1,53.6,53.6,585.3793,608.0967,672.0813
Japan,0,15.75,1,1,1,2,1,1,26.6,28.48,603.217,595.6665,622.5662
Japan,0,15.67,1,1,1,4,1,1,23.46,27.91,642.4755,653.567,615.5725
Japan,0,15.75,1,1,1,2,1,1,25.95,16.36,566.6069,628.4661,606.0612
Japan,0,16.0,1,2,1,2,1,1,29.81,24.93,511.3024,544.3421,464.0433
Japan,0,15.67,1,1,1,2,1,1,36.35,30.9,572.0595,589.1708,560.3693
Japan,0,15.83,1,1,1,1,1,1,25.39,36.92,570.268,609.7006,537.8031
Japan,1,15.67,1,3,1,1,1,1,22.77,70.5,507.3298,553.797,503.0213
Japan,0,15.67,1,2,1,2,1,1,24.93,68.7,556.4029,552.5219,580.9772
Japan,0,15.58,1,2,1,4,1,1,17.56,24.53,507.2519,573.2923,578.5528
Japan,0,16.0,1,3,1,1,1,1,57.03,28.48,527.738,504.6458,584.4275
Japan,1,15.42,1,1,2,2,1,1,24.93,16.36,550.1714,588.9849,574.1701
Japan,0,15.33,1,1,1,2,1,1,28.48,26.64,554.845,590.2133,582.2827
Japan,0,15.25,1,1,1,3,1,1,25.95,24.93,478.4312,485.9605,534.8191
Japan,0,15.33,1,3,1,1,1,2,17.69,14.82,675.5803,640.1745,674.8788
Japan,1,15.5,1,1,2,2,1,1,25.95,70.5,549.8598,557.6891,521.9508
Japan,0,15.58,1,2,1,2,1,1,16.36,70.5,485.7532,508.3347,511.7866
Japan,0,16.0,3,3,1,2,1,1,16.36,16.36,593.6361,545.545,577.9
Japan,0,15.83,1,1,1,1,1,2,14.21,31.08,520.8054,553.2437,510.8542
Japan,0,15.67,1,2,2,2,2,1,16.36,24.93,644.5007,616.5171,575.0093
Japan,0,15.75,1,1,1,1,1,1,37.83,60.29,605.398,618.2012,613.0548
Japan,0,15.75,1,1,1,4,1,1,25.95,23.57,553.4429,639.3726,611.4696
Japan,0,15.33,1,1,1,4,1,1,51.56,48.1,660.0016,718.5245,674.5989999999999
Japan,1,15.25,1,1,1,1,2,1,59.89,25.04,450.5453,484.4537,530.5297
Japan,0,15.58,1,1,1,1,1,1,28.48,21.64,552.4303,515.6324,542.4655
Japan,0,15.42,1,1,1,1,1,1,43.33,24.53,564.4259,567.6787,598.508
Japan,0,15.75,1,1,1,1,1,1,30.78,24.98,699.5716,607.2948,660.8915
Japan,0,16.08,1,1,1,2,1,1,59.89,43.33,534.5926,519.6422,478.4036
Japan,0,15.75,1,1,1,1,1,1,70.34,76.49,607.4233,557.3336,665.9269
Japan,0,15.83,1,1,1,2,1,1,51.5,70.5,623.3915,584.8403,640.3767
Japan,0,15.58,1,1,1,4,1,1,43.06,48.1,563.8807,535.6009,568.5752
Japan,1,16.08,1,1,1,2,1,1,79.74,24.53,557.4155,593.433,567.7359
Japan,1,15.58,1,1,1,2,1,1,29.81,29.81,403.108,389.6131,424.0395
Japan,0,15.58,1,1,1,2,1,1,54.86,68.88,627.2083,543.7005,610.5371
Japan,1,16.17,1,1,1,1,2,1,57.25,57.25,687.9654,694.3899,706.5834
Japan,0,16.08,2,2,1,2,1,2,26.62,43.33,649.0185,578.9861,631.0518
Japan,0,15.67,1,1,1,4,1,1,34.25,30.59,504.2919,482.5121,554.7743
Japan,0,16.08,2,1,1,2,1,1,76.65,16.5,681.0329,664.7942,645.6919
Japan,1,16.25,1,1,1,1,1,1,65.42,70.4,483.1827,473.0156,514.4909
Japan,0,15.42,1,1,1,1,1,1,43.33,50.37,633.1282,617.4795,641.6822
Japan,1,15.83,1,1,1,4,1,2,65.42,24.53,567.308,607.0157,574.4498
Japan,1,15.5,1,1,1,2,1,1,59.89,16.5,616.8484,665.7153,623.5919
Japan,0,16.08,1,1,1,1,1,1,43.33,84.14,533.0347,530.8694,557.1056
Japan,0,16.0,1,2,2,1,1,1,24.53,70.5,599.2444,514.0285,597.762
Japan,1,16.25,1,1,1,2,1,1,25.95,31.46,553.6766,556.9742,520.4588
Japan,1,16.0,2,1,1,1,1,1,65.42,26.64,652.9132,700.6649,642.8944
Japan,1,15.42,1,1,1,1,1,1,79.74,76.49,443.3011,439.6546,441.7568
Japan,0,16.17,1,1,1,1,1,1,24.93,24.93,603.1391,592.0578,599.3473
Japan,0,16.0,1,2,1,2,1,2,24.93,30.9,401.7838,432.2301,468.2395
Japan,1,16.17,1,2,1,2,1,1,24.93,27.91,581.4068,606.0626,558.2245
Japan,0,15.67,1,2,1,1,1,1,25.51,39.04,556.325,538.0067,540.3208
Japan,0,16.0,1,1,1,1,1,1,31.15,28.48,533.8137,488.3663,503.9537
Japan,0,15.75,1,2,1,2,1,1,24.93,16.36,462.0735,500.3955,487.2622
Japan,0,16.17,1,2,1,2,1,1,39.45,31.08,444.0801,412.4221,382.0776
Japan,0,16.08,1,2,4,2,1,1,65.42,43.85,557.8828,538.0869,601.0257
Japan,0,15.75,1,1,1,1,1,1,48.1,76.65,462.9304,362.7015,400.7273
Japan,0,15.67,1,1,1,1,1,1,32.67,24.93,473.0566,475.7758,504.2335
Japan,0,15.58,1,1,1,1,1,1,33.76,24.98,426.3982,415.1487,408.3737
Japan,0,15.33,2,1,1,1,1,1,27.91,27.91,571.9816,512.4246,566.9899
Japan,0,15.5,1,1,1,2,1,2,43.33,43.33,731.0407,701.9243,741.0854
Japan,0,15.83,1,2,2,2,1,2,39.04,27.91,485.3638,446.1038,428.702
Japan,0,15.75,1,1,1,1,1,1,43.33,43.33,622.5347,594.1429,618.6498
Japan,1,15.42,1,2,1,2,1,1,82.41,23.46,466.7472,467.2172,416.3931
Japan,0,15.75,1,1,1,1,1,1,35.7,14.21,441.5096,421.0029,427.21
Japan,0,15.42,1,2,1,2,1,1,59.89,48.1,546.2767,492.376,522.6035
Japan,0,15.33,1,1,1,2,2,1,60.29,48.1,539.3441,530.7090000000001,539.5748
Japan,1,16.17,1,2,1,4,1,1,74.66,25.06,513.795,520.3565,465.1623
Japan,0,15.75,1,1,1,1,1,1,22.77,31.08,459.0357,458.13300000000004,448.2842
Japan,0,15.42,1,1,1,2,1,1,30.34,23.46,486.68800000000005,467.5157,503.67400000000004
Japan,0,16.17,1,1,1,1,1,1,70.34,43.33,505.4604,508.3347,434.2969
Japan,0,15.58,1,1,1,2,1,2,72.83,24.98,622.6905,570.0043,572.2119
Japan,0,15.5,1,1,1,4,1,1,44.14,28.48,539.9673,553.3238,576.7811
Japan,1,15.83,1,1,1,1,1,1,51.92,51.92,519.8707,577.388,540.7869999999999
Japan,0,15.83,1,1,1,1,1,1,73.71,73.71,450.3895,473.9313,481.8538
Japan,0,15.5,3,2,1,2,1,1,30.78,68.7,485.4417,437.8438,524.5617
Japan,0,15.5,1,2,1,4,2,1,70.34,26.62,352.3991,422.3662,434.4834
Japan,0,15.58,1,1,1,2,1,1,25.39,43.33,305.0397,335.1146,350.4662
Japan,1,15.67,1,1,1,2,1,2,17.69,29.47,389.9439,383.7352,355.1287
Japan,0,15.42,1,1,1,4,1,2,74.66,49.3,580.5499,657.8173,632.9168
Japan,0,16.25,1,1,1,2,1,1,17.56,24.93,591.4551,620.6872,602.4245
Japan,1,15.33,1,1,1,4,1,1,37.34,39.04,457.4778,378.4927,405.3898
Japan,1,16.08,2,2,1,2,1,1,51.56,31.0,480.4565,488.6635,470.1044
Japan,1,15.33,1,1,1,1,1,1,29.16,29.16,405.5227,439.3369,408.2805
Japan,1,15.33,2,1,2,2,1,1,80.78,48.1,457.6336,509.5539,488.3812
Japan,0,16.25,1,1,1,2,1,1,25.95,24.53,470.3303,421.8049,425.345
Japan,1,15.33,1,2,1,2,2,1,26.62,21.24,499.6183,515.5112,451.9209
Japan,0,15.58,1,1,1,4,1,1,70.34,39.04,551.3398,588.6094,594.1253
Japan,1,15.58,1,1,1,1,1,1,30.78,26.64,403.3416,413.2041,404.8303
Japan,1,16.17,1,1,1,2,1,1,29.81,16.5,502.1109,616.4680000000001,584.5207
Japan,1,15.92,1,1,1,1,1,1,43.33,75.54,402.8743,457.6854,439.7053
Japan,0,16.0,1,1,1,1,1,1,43.85,43.85,511.4582,599.7565,608.7654
Japan,0,15.75,1,1,1,1,1,2,67.11,39.02,553.2092,514.8305,555.3338
Japan,0,15.5,1,1,2,2,1,1,50.15,80.92,509.7445,527.5012,506.9377
Japan,1,15.33,1,1,1,1,1,1,79.74,43.33,488.869,447.28,475.4196
Japan,1,16.0,1,1,1,1,1,1,27.52,58.77,469.1619,408.4382,459.1943
Japan,0,15.58,1,1,1,1,1,1,35.34,35.34,592.7014,579.7078,596.5498
Japan,1,15.5,1,1,1,1,1,1,70.34,43.33,494.8668,403.1163,431.4994
Japan,0,15.92,1,1,1,4,1,1,43.33,43.33,473.1344,442.4148,456.8631
Japan,1,15.92,1,1,1,1,1,1,26.64,60.29,370.1589,409.9474,365.0131
Japan,0,15.92,1,1,1,1,1,1,26.8,43.33,496.5026,425.6542,438.8661
Japan,1,15.75,1,3,1,2,1,1,29.47,42.3,445.0148,441.2432,461.3391
Japan,1,15.5,2,1,1,1,1,1,57.38,43.33,516.5992,545.0595,503.301
Japan,0,16.0,1,1,1,1,1,1,26.62,34.25,519.7928,476.3371,531.9284
Japan,1,16.0,1,1,1,1,2,1,43.33,70.89,600.4128,618.9304,623.9649
Japan,1,15.67,1,1,1,4,1,2,71.55,21.64,419.93300000000005,531.7946,464.1365
Japan,0,15.75,1,1,1,2,1,1,28.48,28.48,457.1662,446.585,415.6471
Japan,0,16.17,1,1,1,2,1,1,79.74,48.1,558.9734,605.3701,630.2126
Japan,1,15.75,2,1,1,2,1,1,29.81,28.48,461.6062,522.7394,521.1115
Japan,0,15.67,1,1,1,4,1,1,57.03,31.08,514.0287,536.4028,505.166
Japan,0,15.92,1,1,1,1,2,2,26.85,23.46,543.1609,583.2364,601.2122
Japan,1,15.92,2,1,1,1,1,2,24.93,43.33,534.2031,560.9457,537.2436
Japan,1,16.0,1,1,1,3,1,1,82.41,28.48,511.2245,550.6197,456.0239
Japan,0,16.08,1,2,1,4,1,2,22.77,39.02,582.8088,530.0674,596.5498
Japan,0,16.08,1,1,1,4,1,1,29.16,68.88,462.5409,503.6033,526.9862
Japan,0,15.92,1,1,1,2,1,2,51.5,48.1,565.3606,576.5803,617.4375
Japan,0,15.67,1,1,1,2,2,1,62.39,24.53,562.4786,573.6131,550.8579
Japan,1,15.75,1,1,1,4,2,1,74.66,74.66,571.0469,643.7923,604.9422
Japan,1,16.25,1,3,1,2,2,1,25.95,24.98,494.0879,599.8669,546.4752
Japan,1,15.75,1,1,1,3,2,1,26.8,14.82,529.2179,607.6512,524.655
Japan,0,15.83,1,2,1,2,1,1,43.76,70.5,559.5965,570.8063,536.7773
Japan,0,16.08,3,3,1,4,1,1,65.42,27.91,562.7123,598.7941,639.6307
Japan,0,15.75,1,1,1,2,1,1,53.77,28.48,560.2976,546.9083,533.7934
Japan,1,16.17,1,1,1,2,1,1,62.13,43.33,508.8098,490.967,499.2913
Japan,1,15.67,1,1,1,4,1,1,50.15,63.31,556.4029,599.3109,670.2163
Japan,1,15.67,1,1,1,3,1,1,61.82,79.74,452.8042,495.2563,506.0985
Japan,0,15.75,2,2,1,2,1,1,25.95,25.39,533.0347,464.3079,492.3909
Japan,0,15.42,1,1,1,1,1,1,24.93,29.73,530.0748,547.1489,555.5203
Japan,1,15.67,1,1,1,2,1,1,50.37,24.98,543.0830000000001,615.6737,603.73
Japan,0,16.0,2,1,1,2,1,1,79.05,28.48,602.2823,659.1806,674.6923
Japan,1,15.92,1,1,1,2,1,1,37.83,56.0,631.2588,757.7758,696.2327
Japan,0,16.0,1,1,2,1,1,1,14.21,51.56,635.0756,563.9897,561.1153
Japan,0,16.0,1,1,1,1,2,1,62.45,14.21,611.3959,567.6787,590.0224
Japan,1,15.92,2,1,1,2,2,1,57.03,43.33,482.3259,533.9392,514.4909
Japan,1,15.83,1,1,1,2,2,1,37.34,30.9,504.8372,496.8449,517.2883
Japan,0,15.42,1,1,1,4,1,2,57.03,50.37,662.3384,704.0895,715.6285
Japan,1,15.83,1,1,1,2,1,1,79.74,50.9,449.1432,469.5207,402.6856
Japan,1,15.75,1,1,1,3,1,1,16.36,28.48,588.3393,592.7182,625.7367
Japan,0,15.42,1,1,1,2,1,1,74.66,43.33,544.3293,612.6678,654.737
Japan,1,15.83,1,1,2,2,1,1,28.97,28.97,463.8651,515.9084,516.3558
Japan,1,16.17,1,1,1,1,1,2,18.02,39.02,613.6548,621.3133,568.9482
Japan,0,15.67,1,1,1,1,2,2,44.14,43.33,703.0768,748.1163,703.8791
Japan,0,15.42,1,1,1,2,1,2,59.35,16.5,586.4699,643.8635,614.2671
Japan,0,15.92,1,1,1,2,1,2,70.34,28.48,583.0425,617.72,634.7818
Japan,0,15.67,1,1,1,1,1,1,25.09,50.37,604.7749,626.0603,676.9302
Japan,0,16.0,2,2,1,1,1,1,68.7,68.7,518.2349,607.8561,574.4498
Japan,0,16.25,2,2,2,2,1,1,24.53,24.53,553.365,606.0918,615.1063
Japan,0,16.0,1,1,1,2,1,1,50.15,28.48,602.4381,495.4234,522.79
Japan,0,16.0,1,1,1,4,1,1,48.1,48.1,702.1421,693.5039,667.3256
Japan,0,16.08,1,1,1,2,1,1,43.33,53.15,561.0765,543.1391,604.0097
Japan,0,15.92,1,1,1,4,1,2,65.01,48.1,603.3728,533.997,590.1156
Japan,0,15.58,1,1,2,1,1,1,71.55,75.54,575.9542,577.1416,625.6434
Japan,0,15.58,3,3,1,4,1,1,57.03,28.48,611.7074,525.2558,538.4558
Japan,0,15.5,1,1,1,4,1,1,73.91,30.9,504.9151,477.1391,507.031
Japan,0,15.33,1,1,1,2,1,2,75.5,57.03,610.8506,630.3106,644.1067
Japan,0,15.58,1,1,1,2,1,1,79.74,47.83,633.4398,554.8475,640.097
Japan,0,15.67,1,1,1,1,1,1,65.01,82.41,646.6817,538.0869,564.8452
Japan,0,15.5,1,1,1,4,1,1,62.39,47.83,605.398,618.2012,668.0716
Japan,0,15.42,1,1,1,2,1,1,65.01,57.03,500.0078,512.3445,501.436
Japan,0,15.58,1,1,1,4,1,1,30.78,16.5,562.868,600.5584,629.2801
Japan,0,15.42,1,1,1,2,1,1,74.66,24.53,582.1078,584.5997,590.6751
Japan,0,15.42,1,1,1,4,1,1,88.7,65.01,644.5007,666.9595,709.5673
Japan,0,15.92,1,1,1,1,1,1,24.8,24.98,656.1069,654.3689,644.7594
Japan,0,16.08,1,1,1,1,1,1,51.63,26.64,606.177,620.607,627.0421
Japan,0,16.25,1,2,1,1,1,1,29.8,50.73,702.9989,695.5087,761.6001
Japan,0,15.42,2,1,1,1,1,1,68.88,30.59,631.9598,592.6192,651.8463
Japan,0,15.92,1,1,1,2,1,1,26.62,24.53,654.0037,648.6751,676.837
Japan,1,15.83,2,1,1,1,1,1,28.48,16.36,615.9916,698.3614,574.5431
Japan,1,15.67,1,1,1,2,1,1,65.42,16.36,632.6609,641.9654,601.0257
Japan,1,15.83,1,1,1,4,1,1,51.5,68.7,573.4616,653.8006,654.0843
Japan,0,15.75,1,1,2,2,1,1,62.13,43.33,614.8232,595.8269,652.7788
Japan,0,16.17,1,1,1,1,1,1,43.33,76.49,655.7953,722.4541,657.1615
Japan,0,16.25,1,2,1,2,1,1,30.78,16.5,642.3197,730.4735,676.837
Japan,1,15.83,1,1,1,2,1,1,30.49,56.0,536.54,549.0311,514.8639
Japan,0,15.75,1,1,1,1,1,1,16.36,16.36,645.3575,709.1418,715.9082
Japan,0,15.33,1,1,1,1,1,1,48.1,17.55,568.8659,512.4246,531.5554
Japan,0,15.75,1,1,1,2,1,1,23.88,16.5,506.473,489.9702,495.8411
Japan,1,15.67,1,1,1,1,1,1,18.95,18.95,584.4446,609.637,604.0097
Japan,1,15.67,1,1,1,1,1,1,62.39,62.39,544.4072,542.5972,506.0985
Japan,1,15.5,2,2,1,1,1,1,17.55,50.37,553.9103,627.9061,570.4401
Japan,1,15.67,1,1,1,2,1,1,16.36,16.36,612.5643,661.6643,654.2708
Japan,0,15.67,1,1,1,1,1,1,82.41,82.41,537.0073,620.4467,629.3734
Japan,0,15.83,1,1,1,4,2,1,77.1,75.54,570.5795,580.8306,549.9254
Japan,1,15.33,1,1,1,1,1,1,79.74,41.22,578.2131,598.5166,578.8325
Japan,1,15.83,1,2,1,2,1,1,28.52,51.56,596.0508,641.1711,590.9549
Japan,0,15.58,2,1,1,2,1,1,59.76,70.5,615.4463,579.2267,572.3051
Japan,1,15.92,1,1,1,1,1,1,57.68,50.57,558.7397,590.3352,547.7807
Japan,1,15.92,1,1,1,2,1,1,65.12,16.36,601.6591,699.7117,630.3059
Japan,0,15.42,1,1,1,2,1,2,57.03,66.42,660.7026,673.6156,662.5699
Japan,1,15.5,1,2,1,1,1,1,24.53,16.36,620.7431,669.6868,620.7945
Japan,1,15.33,1,1,1,2,1,1,16.36,16.36,617.0821,655.3892,567.3629
Japan,1,15.92,1,2,1,1,1,1,16.36,28.48,517.456,554.5913,455.4644
Japan,0,15.58,2,1,1,1,2,1,24.53,28.48,719.2008,667.2001,699.4032
Japan,0,15.92,1,1,1,1,1,1,11.56,11.56,512.0034,515.873,480.9213
