CNT,ST04Q01,AGE,ST05Q01,ST06Q01,ST08Q01,ST09Q01,ST115Q01,CLCUSE1,PV1MATH,PV1READ,PV1SCIE
United Kingdom,0,15.42,2,4.0,3,2,1.0,2,189.6012,186.5944,245.1884
United Kingdom,1,15.67,2,5.0,1,1,1.0,3,549.3145,491.8408,492.8571
United Kingdom,0,15.58,3,4.0,1,1,1.0,3,437.9265,495.5036,492.7639
United Kingdom,1,15.5,3,6.0,1,1,1.0,2,593.6361,670.7988,653.4316
United Kingdom,1,15.25,3,4.0,1,1,1.0,3,574.3963,623.4580000000001,613.5211
United Kingdom,1,15.92,3,4.0,1,1,1.0,5,348.6602,352.7571,343.0063
United Kingdom,0,15.33,3,5.0,1,1,1.0,2,457.3999,495.5838,502.3685
United Kingdom,1,16.08,3,5.0,2,1,1.0,3,402.329,407.0879,459.4741
United Kingdom,1,15.42,3,5.0,1,1,1.0,3,615.2905,644.2689,628.2544
United Kingdom,0,15.67,3,4.0,2,1,1.0,2,523.9212,485.8803,522.9765
United Kingdom,0,16.08,2,4.0,1,1,1.0,3,693.418,624.6168,643.8269
United Kingdom,0,15.67,3,5.0,1,1,1.0,1,492.6858,527.1002,523.8157
United Kingdom,0,15.5,3,5.0,1,1,1.0,3,605.398,566.155,677.6762
United Kingdom,0,15.33,2,5.0,1,1,1.0,3,464.9556,460.218,433.3644
United Kingdom,1,16.17,3,5.0,1,1,1.0,3,620.3536,634.5783,704.9049
United Kingdom,1,16.08,3,4.0,3,1,1.0,3,434.1876,439.2574,423.9463
United Kingdom,0,15.83,2,4.0,1,1,2.0,3,622.6905,609.2996,622.5662
United Kingdom,1,15.25,2,6.0,1,2,1.0,3,518.2349,568.0945,497.0533
United Kingdom,0,15.25,2,4.0,2,1,1.0,5,487.5448,458.6141,516.3558
United Kingdom,1,15.5,1,5.0,1,1,1.0,3,559.986,548.9517,595.6173
United Kingdom,1,15.33,3,5.0,4,1,2.0,1,244.9836,254.5803,220.7572
United Kingdom,0,16.08,3,5.0,1,1,1.0,3,490.8163,501.43800000000005,551.7904
United Kingdom,0,15.83,3,4.0,1,1,1.0,3,550.0935,530.8694,580.511
United Kingdom,0,15.42,3,4.0,1,2,1.0,3,507.2519,517.2363,480.9213
United Kingdom,1,15.25,3,5.0,1,1,1.0,3,518.936,525.1224,513.2786
United Kingdom,1,15.58,3,5.0,2,1,1.0,2,497.8268,567.5385,478.1238
United Kingdom,1,15.5,2,4.0,1,1,1.0,2,381.2198,401.8454,427.0235
United Kingdom,1,15.42,2,5.0,2,1,1.0,1,465.8903,451.5692,482.7863
United Kingdom,1,15.75,3,6.0,1,1,1.0,3,370.3147,358.1584,402.7788
United Kingdom,0,15.92,3,7.0,2,1,2.0,3,658.4437,681.0737,745.7479
United Kingdom,1,16.17,3,5.0,2,1,1.0,3,486.1427,493.6677,551.7904
United Kingdom,0,16.08,3,5.0,1,2,1.0,3,428.735,448.8304,493.2301
United Kingdom,0,16.0,3,5.0,2,1,1.0,1,551.4177,491.4939,506.0985
United Kingdom,0,15.83,3,4.0,1,1,2.0,3,429.6697,376.8157,413.8754
United Kingdom,1,15.67,3,5.0,1,1,1.0,3,624.3262,625.5232,617.0645
United Kingdom,1,15.25,3,5.0,1,3,1.0,3,462.3851,521.1508,510.8542
United Kingdom,1,15.42,3,5.0,1,1,1.0,2,430.6823,477.4638,494.9086
United Kingdom,0,15.58,3,4.0,1,1,1.0,2,396.7986,314.9056,391.589
United Kingdom,0,16.0,3,5.0,1,2,1.0,2,480.76800000000003,492.376,472.3424
United Kingdom,1,16.17,3,4.0,1,1,1.0,3,513.5613,508.7596,460.4066
United Kingdom,0,15.33,3,5.0,3,1,2.0,3,516.6771,402.7988,491.1787
United Kingdom,0,15.75,3,5.0,1,1,1.0,3,390.4113,400.8741,428.4222
United Kingdom,1,16.17,1,6.0,2,2,2.0,3,487.9343,496.4478,506.0052
United Kingdom,1,16.0,3,5.0,1,4,1.0,2,399.7585,382.226,405.3898
United Kingdom,0,15.5,2,5.0,1,2,1.0,3,375.6894,405.7659,425.6248
United Kingdom,0,15.33,3,5.0,1,2,1.0,1,475.0818,484.2764,443.6218
United Kingdom,0,15.83,3,5.0,3,4,3.0,1,407.5479,380.0235,482.5065
United Kingdom,0,16.17,2,5.0,1,2,1.0,3,449.7663,499.4331,487.3555
United Kingdom,0,16.17,3,5.0,2,1,2.0,3,491.05,477.7004,577.154
United Kingdom,1,15.67,3,5.0,2,4,3.0,2,332.8478,397.3179,358.1126
United Kingdom,1,16.08,2,5.0,1,1,1.0,3,578.2131,675.3264,680.7535
United Kingdom,0,15.67,3,5.0,1,2,1.0,2,571.2806,504.9666,652.6856
United Kingdom,0,16.08,2,4.0,1,1,1.0,3,466.7472,453.0807,446.2327
United Kingdom,1,16.08,1,5.0,3,2,2.0,2,436.9138,494.9386,527.5457
United Kingdom,0,15.67,3,5.0,1,1,1.0,2,519.7928,538.8888,574.4498
United Kingdom,0,16.17,3,5.0,1,1,1.0,3,565.0491,499.3529,587.4114
United Kingdom,1,15.58,3,5.0,2,2,2.0,2,376.5462,425.7542,430.4737
United Kingdom,0,15.5,3,5.0,1,1,1.0,2,539.1883,481.9507,557.3853
United Kingdom,0,15.58,3,5.0,2,1,1.0,1,578.2131,493.17800000000005,599.0675
United Kingdom,1,16.0,3,4.0,1,1,1.0,3,537.6305,587.9523,565.7777
United Kingdom,0,15.58,3,4.0,1,1,1.0,3,508.8877,439.4476,480.6416
United Kingdom,0,16.0,3,5.0,1,1,1.0,5,525.1675,458.6141,516.0761
United Kingdom,1,15.58,2,4.0,1,1,1.0,3,391.7355,474.2865,475.3264
United Kingdom,1,15.5,3,5.0,1,1,1.0,3,479.9891,524.4075,498.6386
United Kingdom,0,15.33,3,5.0,2,1,1.0,2,362.4474,366.7112,340.1156
United Kingdom,0,16.0,1,4.0,1,1,1.0,2,395.3186,389.9676,495.8411
United Kingdom,0,15.67,2,5.0,1,3,1.0,3,416.1162,406.5679,453.8791
United Kingdom,1,16.08,2,4.0,1,2,1.0,3,550.1714,596.6897,565.4979
United Kingdom,0,15.25,3,4.0,2,1,1.0,3,589.3519,584.5195,637.6725
United Kingdom,1,15.33,3,4.0,2,1,1.0,3,490.349,542.1206,513.5584
United Kingdom,1,15.83,3,6.0,2,1,1.0,3,381.843,453.7139,372.7527
United Kingdom,1,15.33,2,5.0,2,1,2.0,3,529.2958,600.1052,578.8325
United Kingdom,0,15.58,3,5.0,1,1,2.0,4,588.2614,501.1974,532.0216
United Kingdom,1,16.17,2,5.0,4,1,1.0,2,422.6593,393.2669,456.7699
United Kingdom,0,15.58,3,5.0,1,1,1.0,3,439.1728,408.9737,521.3913
United Kingdom,0,15.33,1,4.0,2,1,1.0,3,445.0148,424.2107,438.3066
United Kingdom,0,15.67,3,4.0,1,1,1.0,2,490.1153,448.9908,471.3167
United Kingdom,1,16.0,3,5.0,1,1,1.0,3,475.2376,516.7027,498.6386
United Kingdom,1,15.5,3,5.0,3,1,1.0,2,357.1506,442.8318,407.2548
United Kingdom,0,16.0,3,5.0,2,1,1.0,3,563.4912,563.5887,583.4017
United Kingdom,0,15.75,3,5.0,1,1,1.0,3,593.6361,577.6228,564.8452
United Kingdom,1,15.5,2,4.0,1,2,1.0,1,281.36,332.1844,329.8583
United Kingdom,1,15.33,3,5.0,3,1,1.0,2,484.8185,515.5112,518.1276
United Kingdom,1,15.67,3,5.0,1,1,1.0,3,653.7701,700.9826,714.0433
United Kingdom,0,16.17,3,5.0,1,1,1.0,3,579.3815,514.0285,547.5009
United Kingdom,1,16.0,2,5.0,3,1,1.0,2,377.6367,402.87800000000004,364.7333
United Kingdom,0,15.67,3,4.0,1,1,1.0,2,456.3873,414.5072,497.7061
United Kingdom,0,16.0,3,5.0,1,1,1.0,3,599.1665,600.5584,625.1772
United Kingdom,0,15.83,3,5.0,1,1,1.0,3,504.99300000000005,469.3602,519.1533
United Kingdom,0,15.5,2,5.0,1,1,1.0,3,515.7423,547.9508,525.6807
United Kingdom,1,15.75,3,5.0,2,1,1.0,3,573.4616,572.8604,533.8866
United Kingdom,0,16.0,3,5.0,2,1,2.0,3,404.5879,354.2009,386.9265
United Kingdom,0,15.83,3,5.0,1,1,1.0,3,568.8659,533.2752,583.2152
United Kingdom,0,15.58,3,5.0,1,1,1.0,3,486.9995,453.8025,468.5192
United Kingdom,1,15.58,3,5.0,1,1,1.0,3,524.3106,533.3832,536.8706
United Kingdom,1,15.67,3,5.0,1,1,1.0,3,533.1126,544.1064,581.5367
United Kingdom,0,15.25,3,5.0,1,1,1.0,1,444.3916,472.56800000000004,456.6766
United Kingdom,0,15.58,2,4.0,2,1,1.0,3,467.5261,491.5741,490.9922
United Kingdom,0,15.67,2,4.0,1,1,1.0,3,483.9617,479.5449,486.796
United Kingdom,1,15.58,2,4.0,4,3,3.0,3,468.3829,488.9018,472.5289
United Kingdom,0,15.42,2,4.0,3,1,1.0,3,413.9352,419.2386,448.191
United Kingdom,0,15.5,1,5.0,2,1,2.0,2,370.6263,397.7465,442.1298
United Kingdom,0,16.0,2,4.0,1,1,1.0,3,416.5836,421.8049,485.9567
United Kingdom,1,15.5,3,5.0,1,1,1.0,3,515.1192,500.5782,504.8862
United Kingdom,0,15.25,3,5.0,1,1,1.0,2,490.1153,515.5522,545.9157
United Kingdom,0,15.67,2,4.0,2,1,1.0,1,423.2045,473.9313,469.0787
United Kingdom,0,16.17,3,5.0,1,1,1.0,2,535.4494,558.7771,587.1317
United Kingdom,1,15.67,3,5.0,1,1,1.0,2,471.6545,483.3417,541.533
United Kingdom,1,15.33,3,5.0,2,1,3.0,3,694.6643,631.6394,695.7665
United Kingdom,0,16.17,3,6.0,2,1,2.0,3,479.7554,436.1597,448.2842
United Kingdom,1,15.83,1,4.0,1,1,1.0,3,640.5281,679.298,659.3062
United Kingdom,1,16.08,2,5.0,1,1,1.0,2,489.4921,586.1254,549.1794
United Kingdom,0,15.5,3,5.0,1,1,1.0,3,451.8695,493.4185,477.1913
United Kingdom,1,15.92,3,4.0,1,1,1.0,3,435.356,484.6125,441.7568
United Kingdom,0,15.92,2,5.0,2,1,1.0,3,425.2298,457.8122,427.7695
United Kingdom,0,16.17,2,4.0,1,1,1.0,3,536.54,471.5254,580.138
United Kingdom,1,15.83,3,4.0,1,2,1.0,3,607.5012,607.7306,618.9295
United Kingdom,1,15.67,3,4.0,2,1,1.0,3,538.8768,560.1514,592.2604
United Kingdom,0,15.42,3,5.0,1,1,1.0,3,486.2206,444.2593,511.6934
United Kingdom,0,16.17,3,5.0,2,1,2.0,3,552.5861,562.7868,559.1569999999999
United Kingdom,0,15.83,2,6.0,1,2,1.0,2,489.4142,554.3664,596.5498
United Kingdom,0,15.75,2,4.0,1,1,3.0,3,748.2552,702.4054,791.533
United Kingdom,1,15.33,3,4.0,4,1,1.0,2,422.3477,462.3719,461.0593
United Kingdom,1,15.83,1,5.0,2,1,1.0,4,546.6661,529.9677,595.0578
United Kingdom,1,16.08,2,5.0,1,1,1.0,3,590.6761,616.7858,666.4864
United Kingdom,1,15.83,2,4.0,1,2,1.0,3,491.05,550.3814,567.8292
United Kingdom,0,15.92,2,5.0,1,1,1.0,2,531.8663,527.6616,579.2055
United Kingdom,1,15.83,3,5.0,1,1,1.0,2,484.0396,522.66,552.6296
United Kingdom,0,15.67,1,6.0,2,2,1.0,3,454.2842,409.7757,529.4107
United Kingdom,1,15.58,3,4.0,1,1,1.0,3,380.5967,464.7548,445.58
United Kingdom,0,15.75,3,6.0,1,1,1.0,3,570.5795,601.6811,587.2249
United Kingdom,0,15.58,3,4.0,1,1,1.0,3,530.3085,538.0869,551.2309
United Kingdom,0,15.5,2,4.0,1,2,1.0,3,377.9483,478.74300000000005,406.3223
United Kingdom,0,15.25,2,5.0,1,1,2.0,3,521.9738,490.2108,520.0858
United Kingdom,0,15.92,3,5.0,1,1,1.0,2,425.4635,406.5679,430.56699999999995
United Kingdom,1,15.83,3,5.0,1,1,1.0,3,514.1845,596.1337,565.7777
United Kingdom,1,15.33,2,5.0,1,1,1.0,3,519.8707,615.5149,611.6561
United Kingdom,0,15.5,2,5.0,1,1,1.0,3,499.9299,457.0904,504.6065
United Kingdom,0,16.08,3,4.0,1,1,1.0,3,707.5946,689.4139,775.7739999999999
United Kingdom,0,15.67,3,5.0,1,1,1.0,3,557.5713,601.4406,628.6274
United Kingdom,0,15.75,3,5.0,1,1,1.0,2,445.0927,452.8401,481.1078
United Kingdom,1,16.17,2,4.0,2,1,1.0,2,357.2285,385.3238,414.8079
United Kingdom,1,15.58,1,4.0,1,1,1.0,3,585.2236,614.9588,600.5595
United Kingdom,1,16.08,2,4.0,1,1,1.0,3,673.0877,612.8142,657.1615
United Kingdom,0,15.42,2,5.0,2,1,1.0,3,427.8782,426.8571,470.6639
United Kingdom,1,16.0,3,5.0,1,1,1.0,3,587.6383,614.7205,598.6013
United Kingdom,1,15.58,2,5.0,2,1,1.0,2,438.7054,466.4228,491.1787
United Kingdom,1,16.0,3,6.0,3,1,1.0,1,427.255,473.0156,396.0649
United Kingdom,0,15.33,1,4.0,1,1,3.0,2,501.9551,504.2448,514.3976
United Kingdom,1,15.58,2,4.0,2,1,1.0,3,635.7766,653.0857,685.8821
United Kingdom,1,15.58,3,4.0,2,1,1.0,2,375.2999,410.8211,445.8598
United Kingdom,1,15.67,2,5.0,1,1,1.0,2,487.4669,512.4928,526.9862
United Kingdom,0,15.67,3,5.0,1,1,1.0,3,500.3973,489.0079,515.3301
United Kingdom,1,15.75,2,5.0,2,2,1.0,1,425.6971,464.2782,502.3685
United Kingdom,0,15.25,3,5.0,1,2,1.0,3,456.7768,461.7417,462.1783
United Kingdom,1,16.17,3,6.0,1,1,1.0,3,466.124,486.0423,522.1373
United Kingdom,0,15.33,3,5.0,2,1,1.0,2,439.5622,444.4999,500.5035
United Kingdom,0,15.75,3,5.0,1,1,1.0,3,542.3041,537.2849,544.3305
United Kingdom,0,15.83,3,5.0,2,1,1.0,3,556.7923,537.2849,574.5431
United Kingdom,1,16.0,2,5.0,4,2,1.0,1,261.9645,384.0529,281.3689
United Kingdom,1,15.25,3,4.0,2,1,1.0,3,496.4247,494.2237,536.5908
United Kingdom,0,15.92,2,5.0,1,1,1.0,2,448.9095,503.6033,457.8888
United Kingdom,0,15.33,2,5.0,1,2,1.0,3,550.1714,527.9022,609.6046
United Kingdom,1,15.58,3,5.0,1,1,1.0,3,468.3829,452.3636,491.1787
United Kingdom,1,16.08,2,4.0,1,1,1.0,3,573.3837,542.9149,547.1279
United Kingdom,0,15.25,2,5.0,1,1,1.0,3,479.2102,424.2107,485.3972
United Kingdom,0,16.08,2,4.0,4,1,1.0,2,422.4256,412.4221,419.3771
United Kingdom,1,15.67,3,5.0,1,1,1.0,3,547.7567,543.4709,542.279
United Kingdom,0,15.42,2,5.0,1,1,1.0,3,514.0287,554.0456,665.5539
United Kingdom,1,16.17,3,6.0,3,1,1.0,2,422.4256,449.7423,462.9243
United Kingdom,0,15.92,3,6.0,1,1,1.0,3,543.1609,557.5742,566.7102
United Kingdom,1,16.0,2,4.0,1,1,1.0,2,359.4875,387.2301,355.9679
United Kingdom,0,15.83,3,5.0,3,1,1.0,3,501.7215,534.3177,560.1828
United Kingdom,0,16.0,3,5.0,2,1,2.0,2,457.8673,444.2593,462.6445
United Kingdom,1,15.5,3,5.0,1,1,1.0,3,431.6171,486.5189,458.5416
United Kingdom,0,15.67,3,5.0,1,1,1.0,2,404.5879,371.1219,365.1996
United Kingdom,1,15.75,3,5.0,2,2,1.0,3,493.3868,543.3121,516.2626
United Kingdom,0,15.92,3,5.0,2,1,1.0,3,496.8141,491.5741,476.6319
United Kingdom,1,15.83,3,5.0,1,1,1.0,3,537.942,577.5468,618.0903
United Kingdom,1,15.67,3,5.0,1,1,1.0,2,498.9173,558.0068,579.765
United Kingdom,1,15.25,3,5.0,1,1,1.0,2,506.0056,529.0939,512.7191
United Kingdom,1,15.75,3,5.0,3,2,1.0,3,410.7415,472.7773,417.2324
United Kingdom,0,15.67,3,5.0,2,2,1.0,3,567.9311,532.7139,561.1153
United Kingdom,1,16.17,2,5.0,1,1,1.0,3,537.7084,555.6239,556.4528
United Kingdom,0,16.08,2,4.0,1,1,1.0,3,542.5378,572.0092,631.0518
United Kingdom,1,16.17,3,4.0,2,3,1.0,2,421.6467,444.4205,438.0269
United Kingdom,0,15.58,2,4.0,2,1,1.0,2,511.6919,486.6822,476.2589
United Kingdom,0,16.17,1,4.0,2,1,1.0,3,547.2114,557.5742,574.1701
United Kingdom,1,15.5,3,4.0,1,2,1.0,3,582.2636,681.9192,682.3387
United Kingdom,0,15.25,2,5.0,1,1,1.0,2,603.0612,616.6775,639.4442
United Kingdom,0,15.92,3,5.0,1,1,1.0,1,405.4448,354.68199999999996,381.1451
United Kingdom,1,16.17,3,4.0,1,1,1.0,3,513.6392,550.4609,531.1824
United Kingdom,0,16.17,2,6.0,3,3,3.0,2,476.9512,456.2885,483.9985
United Kingdom,0,15.33,3,5.0,1,1,1.0,3,487.5448,446.585,457.6091
United Kingdom,1,15.92,2,5.0,1,1,3.0,3,483.9617,423.7684,395.1324
United Kingdom,1,15.83,2,4.0,1,2,2.0,3,502.7341,569.5243,550.7646
United Kingdom,1,15.58,3,5.0,1,1,1.0,2,444.2359,526.7904,512.3461
United Kingdom,1,16.08,3,6.0,2,1,1.0,3,527.6601,553.5587,570.6266
United Kingdom,1,15.58,3,5.0,1,1,1.0,3,624.8715,645.1426,606.8072
United Kingdom,1,16.08,2,5.0,1,2,2.0,2,659.8458,681.9192,658.0939999999999
United Kingdom,0,15.67,2,5.0,2,1,1.0,3,418.7646,408.0916,449.31
United Kingdom,1,15.42,2,5.0,1,1,1.0,3,556.6365,570.398,613.4278
United Kingdom,0,15.33,3,4.0,1,1,1.0,3,532.4116,542.3372,540.6005
United Kingdom,1,15.67,2,5.0,2,1,1.0,3,535.8389,627.5884,552.7229
United Kingdom,1,15.67,3,5.0,1,1,1.0,3,510.6013,531.0003,540.6005
United Kingdom,1,15.83,2,5.0,4,1,1.0,3,421.7246,421.7032,444.7408
United Kingdom,0,16.0,1,4.0,4,3,1.0,3,402.4069,372.0041,463.2973
United Kingdom,0,15.5,2,4.0,1,1,1.0,3,626.9746,606.974,631.0518
United Kingdom,0,15.25,3,5.0,1,1,1.0,3,530.8537,499.8341,507.9634
United Kingdom,1,15.83,3,6.0,1,1,1.0,2,406.4574,477.5432,479.4293
United Kingdom,0,15.67,3,5.0,2,1,1.0,3,408.4047,382.5095,438.6796
United Kingdom,1,15.5,3,5.0,1,1,1.0,2,512.0813,513.0488,510.0149
United Kingdom,1,16.0,3,6.0,2,1,1.0,1,340.793,375.3155,407.2548
United Kingdom,0,15.58,2,5.0,3,2,1.0,1,687.9654,647.9534,698.191
United Kingdom,0,15.75,3,5.0,1,1,1.0,3,565.6722,523.6519,572.3051
United Kingdom,1,16.08,3,4.0,1,1,1.0,2,428.034,500.0222,441.7568
United Kingdom,1,15.25,3,5.0,2,2,1.0,3,350.0623,444.8176,423.0138
United Kingdom,0,15.83,2,6.0,1,1,1.0,3,482.4817,488.9277,486.7027
United Kingdom,1,15.75,1,5.0,1,1,1.0,2,384.8808,410.2651,407.2548
United Kingdom,0,15.58,1,5.0,2,3,1.0,3,455.842,440.9713,457.3294
United Kingdom,0,15.33,2,6.0,1,1,1.0,3,492.53,503.0419,479.0563
United Kingdom,0,15.42,3,5.0,1,1,1.0,3,567.4638,558.3761,523.8157
United Kingdom,0,16.08,3,5.0,1,1,1.0,2,458.2567,505.2071,522.6035
United Kingdom,1,15.33,3,4.0,1,3,1.0,3,433.3307,484.69199999999995,433.6442
United Kingdom,0,15.75,3,5.0,1,1,1.0,2,544.7967,479.3845,591.7941
United Kingdom,1,16.08,3,5.0,2,2,2.0,3,433.3307,460.8627,486.796
United Kingdom,1,16.08,2,6.0,2,1,1.0,2,386.5166,449.7423,427.7695
United Kingdom,1,16.0,1,5.0,1,1,1.0,2,535.4494,539.3405,586.1992
United Kingdom,0,15.33,1,5.0,2,1,1.0,3,341.3382,395.3407,420.1231
United Kingdom,0,15.75,2,8.0,2,4,2.0,1,413.8573,343.2142,414.0619
United Kingdom,0,15.42,3,4.0,1,1,1.0,3,668.492,679.951,717.4935
United Kingdom,1,15.92,3,5.0,1,1,1.0,3,501.7993,540.2143,549.6457
United Kingdom,0,15.33,3,5.0,2,3,3.0,1,366.3421,312.7403,369.3025
United Kingdom,1,15.67,3,5.0,1,1,1.0,3,459.8146,531.7946,424.972
United Kingdom,1,15.5,2,4.0,1,2,1.0,2,436.05699999999996,506.9327,478.4968
United Kingdom,1,16.0,2,4.0,1,1,1.0,2,389.6323,465.6285,484.6512
United Kingdom,1,15.25,3,4.0,1,1,1.0,3,528.2053,539.7377,522.8833
United Kingdom,0,15.33,2,4.0,1,2,1.0,2,324.3574,326.9347,369.2093
United Kingdom,0,15.58,3,5.0,1,1,1.0,3,566.7627,488.2861,606.9004
United Kingdom,0,15.5,1,4.0,1,1,1.0,3,467.2145,546.9083,596.9228
United Kingdom,1,16.17,3,4.0,1,1,2.0,2,423.1267,474.3659,439.7053
United Kingdom,0,15.83,1,5.0,2,2,1.0,3,427.9561,418.4367,494.8154
United Kingdom,1,15.5,1,4.0,1,2,4.0,3,414.5583,420.3529,445.4868
United Kingdom,1,15.58,3,5.0,1,1,1.0,3,607.0338,628.4621,641.0295
United Kingdom,1,15.42,2,5.0,1,1,1.0,2,521.5844,560.8663,568.6684
United Kingdom,1,15.75,3,5.0,1,2,1.0,3,493.7763,554.5118,541.533
United Kingdom,0,15.92,3,5.0,1,2,1.0,3,521.3507,474.7332,505.4457
United Kingdom,0,15.92,3,5.0,1,2,1.0,3,493.3868,471.2849,510.0149
United Kingdom,1,15.58,3,5.0,2,1,1.0,3,595.2718,628.4621,612.4021
United Kingdom,1,15.92,3,5.0,2,1,1.0,2,434.577,425.8336,396.9974
United Kingdom,0,15.58,3,5.0,1,1,1.0,3,632.7387,669.8465,679.5412
United Kingdom,0,15.92,2,5.0,1,1,1.0,2,389.0092,355.885,458.4483
United Kingdom,1,16.17,3,6.0,1,1,1.0,3,491.5953,469.8384,506.0985
United Kingdom,1,15.75,3,5.0,1,1,1.0,3,516.5992,525.9961,516.3558
United Kingdom,1,16.0,2,4.0,1,4,1.0,2,457.8673,474.3659,481.2943
United Kingdom,0,15.92,2,6.0,1,1,1.0,3,432.6297,430.3857,447.5382
United Kingdom,1,16.17,3,5.0,2,1,1.0,3,585.3793,585.8077,576.9675
United Kingdom,0,15.83,3,4.0,2,1,1.0,3,541.7588,504.6458,597.4823
United Kingdom,1,16.0,2,4.0,1,1,1.0,3,410.6637,467.2172,440.8243
United Kingdom,1,15.5,2,5.0,2,3,2.0,2,343.9866,358.3172,372.846
United Kingdom,0,16.0,3,5.0,1,1,1.0,3,583.0425,599.2753,656.2289999999999
United Kingdom,0,16.08,2,6.0,1,1,1.0,3,448.9095,509.2169,496.4938
United Kingdom,0,15.67,2,4.0,1,1,1.0,2,477.8081,470.4829,501.6225
United Kingdom,0,15.42,3,5.0,1,1,1.0,3,466.7472,483.5546,446.2327
United Kingdom,0,15.33,2,5.0,1,1,1.0,3,699.8053,691.0980000000001,706.4901
United Kingdom,1,15.83,3,4.0,1,1,1.0,3,433.3307,520.4359,531.9284
United Kingdom,0,15.5,3,5.0,2,1,1.0,3,462.5409,470.7235,532.5811
United Kingdom,0,15.25,3,4.0,1,1,1.0,3,631.5703,600.6386,606.2477
United Kingdom,0,15.75,2,5.0,1,1,1.0,2,435.9012,477.8608,503.3943
United Kingdom,1,16.08,3,5.0,2,1,1.0,2,590.5982,607.0157,604.0097
United Kingdom,1,16.08,3,5.0,1,1,1.0,3,503.51300000000003,602.091,546.1022
United Kingdom,1,16.08,3,6.0,1,1,1.0,3,544.6409,618.851,598.135
United Kingdom,0,15.42,2,4.0,1,1,1.0,2,337.5993,417.6347,449.1235
United Kingdom,1,15.33,3,5.0,1,1,1.0,3,730.3396,656.1835,761.6934
United Kingdom,0,15.5,2,6.0,1,1,1.0,3,378.18199999999996,378.7404,408.1872
United Kingdom,0,15.42,3,5.0,1,1,1.0,1,554.0661,538.0869,623.8717
United Kingdom,1,15.42,1,7.0,1,1,1.0,2,498.9173,449.9806,530.3432
United Kingdom,0,16.17,3,6.0,1,2,1.0,3,540.6683,565.5936,615.1996
United Kingdom,1,16.17,3,6.0,1,1,1.0,3,547.7567,561.7401,558.1313
United Kingdom,1,16.08,3,5.0,1,1,1.0,3,574.2405,573.6547,546.9414
United Kingdom,0,16.08,3,4.0,1,1,1.0,3,703.6221,661.0251,758.8027
United Kingdom,0,16.08,3,5.0,1,1,1.0,3,504.2141,485.9605,553.3756
United Kingdom,1,15.83,3,5.0,1,1,2.0,1,345.7782,348.7855,377.4151
United Kingdom,0,16.17,3,5.0,3,1,1.0,1,371.0157,334.6334,386.74
United Kingdom,1,15.58,3,5.0,1,1,2.0,3,469.084,438.62199999999996,500.5035
United Kingdom,1,15.92,3,4.0,1,1,1.0,3,455.6084,453.6345,455.7441
United Kingdom,1,15.25,2,5.0,1,1,1.0,3,584.4446,657.2956,607.7396
United Kingdom,1,16.17,3,4.0,1,1,1.0,2,480.06699999999995,553.0026,536.2178
United Kingdom,0,16.08,2,5.0,4,2,1.0,3,413.9352,442.4148,453.1332
United Kingdom,0,15.25,3,5.0,1,1,1.0,1,448.0527,420.9227,425.6248
United Kingdom,0,15.5,3,5.0,1,1,1.0,3,472.1997,410.5776,419.3771
United Kingdom,1,15.67,3,5.0,1,1,1.0,3,496.6584,544.1858,553.7486
United Kingdom,0,16.0,3,5.0,1,1,1.0,2,548.224,491.5741,567.0832
United Kingdom,1,15.75,2,5.0,1,2,2.0,3,490.1932,528.379,475.0466
United Kingdom,0,16.17,2,5.0,1,1,1.0,3,599.3223,530.6288,622.846
United Kingdom,1,16.0,2,5.0,1,1,1.0,3,429.436,461.101,449.2167
United Kingdom,0,15.42,2,5.0,1,1,3.0,1,441.0422,491.4939,438.6796
United Kingdom,0,16.08,2,4.0,1,1,1.0,3,583.5878,526.0577,569.5076
United Kingdom,1,15.5,3,4.0,1,1,1.0,3,592.4677,642.6803,613.4278
United Kingdom,0,15.75,3,5.0,1,1,1.0,2,546.2767,519.6422,578.1798
United Kingdom,1,16.08,2,5.0,4,2,1.0,3,440.4191,467.8526,455.6509
United Kingdom,1,15.92,3,4.0,1,1,1.0,3,581.251,596.6897,589.8359
United Kingdom,0,15.92,2,4.0,2,1,2.0,3,461.2946,457.0904,493.9761
United Kingdom,0,15.75,2,5.0,1,3,1.0,3,680.0981,601.6811,672.0813
United Kingdom,1,15.67,3,4.0,1,1,1.0,3,543.1609,591.9238,610.8169
United Kingdom,1,15.5,3,4.0,1,2,1.0,3,463.7093,457.1294,480.9213
United Kingdom,0,15.58,2,6.0,1,1,1.0,3,476.8733,418.5971,485.3972
United Kingdom,0,16.17,3,5.0,1,1,1.0,3,638.1134,566.155,637.3928
United Kingdom,0,15.75,3,4.0,2,2,1.0,2,332.2246,438.8863,443.6218
United Kingdom,0,15.83,3,5.0,1,1,1.0,3,656.1069,591.0153,626.6692
United Kingdom,1,15.5,3,4.0,2,2,1.0,3,460.7493,526.2344,480.9213
United Kingdom,1,15.42,3,5.0,1,1,1.0,2,462.9304,495.2563,482.7863
United Kingdom,0,16.08,3,6.0,2,1,1.0,3,497.9826,506.0091,572.9579
United Kingdom,0,15.42,3,5.0,1,1,1.0,3,547.0556,456.2885,531.5554
United Kingdom,0,15.42,3,5.0,1,1,1.0,3,550.9503,532.4733,604.2894
United Kingdom,1,15.83,3,5.0,3,1,1.0,2,435.5897,456.0968,388.4185
