CNT,ST04Q01,AGE,ST05Q01,ST06Q01,ST08Q01,ST09Q01,ST115Q01,CLCUSE1,PV1MATH,PV1READ,PV1SCIE
Mexico,0,15.33,3,7.0,1,1,1.0,3,395.8638,255.9626,362.4953
Mexico,1,16.0,3,7.0,1,1,1.0,3,390.0997,383.6557,358.7654
Mexico,1,15.33,3,6.0,1,1,1.0,2,391.1123,344.814,384.875
Mexico,1,16.17,2,7.0,1,1,1.0,3,307.9997,375.0772,268.5938
Mexico,1,16.08,3,7.0,1,2,2.0,3,536.1505,547.4425,495.7479
Mexico,0,15.25,3,6.0,2,1,2.0,1,400.6933,434.3152,404.0843
Mexico,1,15.92,1,5.0,2,2,1.0,3,311.8165,386.1975,352.1447
Mexico,1,15.58,3,5.0,1,1,1.0,3,425.6971,463.2456,409.7725
Mexico,0,16.0,3,6.0,2,1,1.0,3,494.7889,433.0321,482.7863
Mexico,1,16.17,3,7.0,1,1,1.0,3,398.2007,400.654,432.4319
Mexico,1,15.67,3,6.0,1,1,1.0,3,515.8981,556.9742,477.0981
Mexico,1,16.08,3,6.0,1,1,1.0,3,595.2718,591.2884,525.4942
Mexico,0,16.17,3,7.0,3,1,1.0,3,403.108,395.3407,428.702
Mexico,1,16.08,3,6.0,2,1,2.0,4,358.6306,430.3612,396.6244
Mexico,1,16.0,2,6.0,1,1,1.0,3,490.9721,498.2747,470.0112
Mexico,0,15.67,3,7.0,1,1,1.0,3,322.0206,352.8376,399.1421
Mexico,0,15.42,3,7.0,1,1,1.0,1,341.3382,247.7828,385.8075
Mexico,0,15.75,3,6.0,2,1,1.0,3,437.2254,422.68699999999995,434.5767
Mexico,0,15.92,3,6.0,1,1,1.0,4,366.2642,397.7465,346.64300000000003
Mexico,1,15.33,1,7.0,2,2,3.0,3,360.9674,456.5734,394.7594
Mexico,0,16.08,3,6.0,1,1,1.0,2,532.879,504.325,479.9888
Mexico,1,15.75,3,6.0,2,2,1.0,2,357.2285,435.6036,363.0548
Mexico,1,15.33,3,5.0,2,1,1.0,3,427.9561,446.2474,399.4219
Mexico,1,15.67,3,6.0,2,1,1.0,1,381.843,445.1353,383.7561
Mexico,0,15.25,3,6.0,1,1,1.0,2,463.0862,464.3079,454.5319
Mexico,0,15.92,3,6.0,2,1,1.0,3,479.9891,449.07099999999997,483.7188
Mexico,1,16.0,2,6.0,2,1,1.0,2,458.9578,451.33099999999996,432.4319
Mexico,0,15.33,3,6.0,1,1,1.0,3,405.99,377.8583,378.3476
Mexico,1,16.08,3,6.0,3,2,1.0,3,386.5166,432.4264,384.875
Mexico,0,16.17,3,6.0,1,1,1.0,3,419.3099,425.0126,410.8915
Mexico,1,15.67,3,6.0,2,1,1.0,3,293.9788,202.7119,326.4081
Mexico,1,16.17,3,6.0,3,2,3.0,3,540.7462,447.5183,490.0597
Mexico,0,16.08,2,6.0,2,1,1.0,3,487.1553,503.6033,514.7706
Mexico,1,15.67,2,6.0,1,2,1.0,3,473.8355,499.7839,488.288
Mexico,1,15.75,3,6.0,1,2,1.0,3,382.0766,484.69199999999995,492.7639
Mexico,1,16.17,3,6.0,1,1,1.0,3,472.1997,499.9427,493.0436
Mexico,1,15.25,1,6.0,1,1,3.0,3,494.4773,445.7708,494.9086
Mexico,0,16.0,3,6.0,2,2,1.0,3,419.3099,409.7757,462.1783
Mexico,1,15.58,3,5.0,2,2,1.0,3,285.7221,312.9621,302.8161
Mexico,1,16.08,2,6.0,2,1,1.0,3,428.6571,456.8911,438.8661
Mexico,1,16.0,3,6.0,2,1,1.0,3,411.131,378.2544,359.6979
Mexico,0,15.75,2,6.0,1,1,2.0,3,471.4208,441.2119,434.2969
Mexico,1,16.17,3,7.0,1,1,3.0,3,378.9609,427.5016,379.9329
Mexico,0,15.25,3,6.0,2,1,2.0,1,459.0357,522.1282,498.9183
Mexico,0,15.25,2,6.0,2,1,2.0,3,325.4479,352.0356,340.1156
Mexico,1,15.58,3,6.0,1,1,1.0,3,481.4691,525.9167,504.2335
Mexico,1,15.58,3,7.0,2,2,1.0,2,449.0653,574.4490000000001,415.6471
Mexico,1,15.33,3,6.0,1,1,1.0,2,457.3999,479.1318,461.3391
Mexico,0,16.17,3,6.0,2,1,2.0,3,507.95300000000003,506.7308,482.7863
Mexico,1,16.17,1,6.0,1,1,1.0,3,474.6144,495.8123,461.2458
Mexico,1,16.08,3,6.0,1,1,1.0,2,486.2206,527.7436,507.9634
Mexico,1,16.08,2,7.0,1,1,1.0,3,442.6001,466.4228,415.6471
Mexico,1,16.17,3,6.0,1,1,1.0,3,499.9299,555.2267,504.2335
Mexico,1,15.58,3,6.0,1,1,2.0,2,225.5102,240.0445,319.3211
Mexico,1,16.0,3,4.0,4,1,1.0,2,568.0869,584.0602,509.1757
Mexico,1,15.58,3,5.0,2,1,1.0,2,377.403,413.2041,431.4994
Mexico,0,15.75,3,6.0,1,1,1.0,5,409.8847,427.4185,431.4994
Mexico,1,15.67,3,6.0,1,1,1.0,2,333.7825,318.6812,355.0354
Mexico,1,15.75,3,6.0,2,1,1.0,2,494.1658,561.4223,495.4681
Mexico,0,15.58,3,6.0,4,1,2.0,2,386.5945,367.2726,450.0559
Mexico,1,15.92,3,6.0,1,1,1.0,3,535.3716,576.832,490.1529
Mexico,0,15.25,1,7.0,2,4,2.0,3,206.1147,251.1509,305.2406
Mexico,0,16.08,2,6.0,1,1,1.0,3,605.4759,631.9947,620.1417
Mexico,0,15.42,3,7.0,1,1,1.0,3,327.3173,307.1267,364.3603
Mexico,0,15.83,3,7.0,1,1,1.0,3,295.3809,292.6917,315.8709
Mexico,0,15.5,1,5.0,1,1,1.0,2,448.52,375.9336,429.6345
Mexico,1,16.0,3,6.0,1,1,2.0,3,388.0745,405.4198,365.2928
Mexico,0,15.5,2,5.0,1,1,2.0,3,530.8537,554.1258,485.5837
Mexico,1,16.08,3,6.0,1,1,1.0,3,445.7158,519.6416,445.4868
Mexico,1,16.08,3,6.0,3,1,3.0,3,391.1902,467.376,446.4192
Mexico,1,15.42,3,6.0,2,1,1.0,3,417.3625,395.7292,387.6725
Mexico,0,15.67,3,6.0,1,1,1.0,3,543.3946,482.1111,486.1432
Mexico,1,15.58,3,6.0,1,1,1.0,3,450.6232,484.69199999999995,437.7471
Mexico,1,15.5,2,6.0,1,1,1.0,3,385.1145,463.2456,417.7919
Mexico,1,16.0,3,6.0,1,1,1.0,3,433.4865,471.1887,483.439
Mexico,0,16.08,2,6.0,2,1,1.0,3,471.4208,534.0772,556.4528
Mexico,1,15.5,3,7.0,1,1,1.0,3,346.7908,328.3717,405.3898
Mexico,1,15.83,3,6.0,1,1,1.0,3,418.1415,390.1691,330.7907
Mexico,1,15.92,3,6.0,1,1,1.0,3,476.0944,449.9012,447.3517
Mexico,1,15.42,3,6.0,1,2,1.0,3,386.5945,445.7708,353.0772
Mexico,1,15.75,3,7.0,2,1,1.0,3,376.3904,419.5585,357.8329
Mexico,0,15.58,2,6.0,2,1,2.0,3,430.2929,413.7854,414.9944
Mexico,1,15.33,1,6.0,1,1,1.0,2,316.4901,362.3682,337.2249
Mexico,1,16.0,2,6.0,2,1,1.0,3,343.8308,375.0772,451.3614
Mexico,1,15.92,3,6.0,3,1,1.0,1,510.0561,554.5913,521.9508
Mexico,0,16.08,3,6.0,1,1,1.0,2,468.5387,497.9896,536.5908
Mexico,1,15.33,1,6.0,1,2,1.0,2,358.1633,372.6943,365.2928
Mexico,0,15.67,3,6.0,2,1,1.0,2,351.6202,401.7562,383.2898
Mexico,1,15.75,3,6.0,1,1,1.0,3,439.718,482.309,447.07199999999995
Mexico,0,15.83,3,6.0,1,1,1.0,2,471.4208,425.975,464.1365
Mexico,1,15.67,1,6.0,1,1,1.0,2,341.0266,390.1691,386.74
Mexico,1,15.75,3,6.0,1,1,2.0,3,476.3281,532.3506,505.166
Mexico,1,15.83,1,6.0,1,1,1.0,5,325.7595,355.2194,418.4446
Mexico,0,15.67,3,6.0,1,1,1.0,3,428.2676,425.8146,444.5543
Mexico,0,15.75,3,6.0,1,1,2.0,2,431.3834,403.3601,431.4994
Mexico,1,15.33,2,4.0,4,2,4.0,3,376.4683,432.2675,432.3387
Mexico,1,15.92,3,7.0,2,1,1.0,3,417.9078,425.913,378.0679
Mexico,0,15.42,3,5.0,1,1,1.0,2,440.2633,433.1925,468.6125
Mexico,1,16.0,3,6.0,2,2,1.0,1,431.2276,455.4614,400.3543
Mexico,1,16.0,3,6.0,1,1,1.0,2,383.8682,466.264,417.5121
Mexico,0,15.42,3,6.0,1,1,1.0,2,419.6993,424.2107,423.10699999999997
Mexico,0,16.0,3,6.0,1,1,1.0,3,406.9248,436.2399,433.6442
Mexico,0,15.75,2,6.0,1,2,2.0,2,404.6658,324.7695,429.3547
Mexico,0,16.0,3,6.0,1,1,1.0,3,434.1876,444.7405,480.5483
Mexico,1,15.83,3,6.0,1,1,1.0,3,429.3582,406.0553,404.4573
Mexico,1,16.17,3,6.0,1,1,1.0,3,486.9995,503.9143,444.3678
Mexico,0,16.08,3,5.0,2,1,2.0,2,464.4103,460.4586,390.2835
Mexico,1,16.08,2,7.0,1,1,1.0,2,384.9587,422.1003,411.9172
Mexico,1,16.08,3,6.0,2,2,2.0,3,443.0675,454.3493,408.1872
Mexico,1,15.92,3,6.0,1,1,1.0,3,403.7311,471.2681,381.4248
Mexico,0,15.67,1,6.0,2,4,4.0,2,500.3194,428.2204,487.3555
Mexico,0,16.08,1,5.0,3,1,1.0,3,473.9913,459.4963,536.5908
Mexico,1,16.08,3,6.0,2,3,3.0,3,419.3099,381.5111,433.6442
Mexico,1,15.83,2,6.0,3,1,1.0,3,282.139,313.2799,240.1529
Mexico,1,15.83,3,6.0,2,2,1.0,3,335.9635,351.3273,439.2391
Mexico,0,15.25,1,6.0,1,1,1.0,3,311.7386,259.1704,227.0981
Mexico,0,15.58,3,6.0,1,1,1.0,3,449.6105,395.5011,426.837
Mexico,0,15.33,3,6.0,2,1,2.0,3,625.7283,605.4503,646.8109
Mexico,1,15.58,3,6.0,1,1,1.0,3,426.3982,421.9415,416.8594
Mexico,0,15.58,3,6.0,1,1,1.0,3,341.6498,463.6664,302.4431
Mexico,1,15.33,3,6.0,1,2,1.0,3,397.3438,276.5033,450.1492
Mexico,1,15.5,3,5.0,2,1,1.0,3,427.8782,462.4513,404.36400000000003
Mexico,1,16.0,3,6.0,2,1,2.0,2,535.2937,463.2456,566.7102
Mexico,0,15.75,3,6.0,2,1,1.0,3,409.5731,409.7757,417.5121
Mexico,0,16.08,3,6.0,1,4,1.0,3,211.4893,153.1532,241.9247
Mexico,1,15.67,2,6.0,1,1,2.0,3,349.1276,425.913,403.5248
Mexico,1,15.33,2,7.0,1,1,1.0,3,555.5459999999999,521.3891,499.3846
Mexico,0,15.42,3,7.0,1,1,1.0,3,408.5605,408.1718,439.8918
Mexico,0,15.92,3,6.0,1,1,1.0,3,501.9551,434.63599999999997,513.8381
Mexico,0,15.83,3,6.0,2,2,2.0,3,449.1432,405.9263,454.4386
Mexico,1,16.08,3,6.0,1,1,1.0,3,419.3878,444.1822,397.2771
Mexico,0,16.17,3,6.0,1,1,1.0,3,500.4752,557.3336,513.5584
Mexico,1,15.25,3,6.0,2,1,1.0,3,358.5527,456.8911,367.99699999999996
Mexico,1,15.92,2,6.0,3,3,3.0,3,429.5139,492.3174,493.6031
Mexico,1,16.17,3,6.0,1,1,1.0,2,494.7889,534.0981,477.1913
Mexico,0,15.83,3,6.0,1,1,1.0,3,447.2737,373.8485,428.702
Mexico,1,16.17,3,6.0,2,1,1.0,3,330.3552,353.5514,342.9131
Mexico,0,15.58,3,6.0,1,1,1.0,3,625.8062,514.8305,531.5554
Mexico,0,16.0,3,6.0,2,2,1.0,3,443.8464,395.9822,454.8116
Mexico,1,15.83,3,6.0,1,1,1.0,2,455.2189,492.3174,476.8184
Mexico,1,16.17,3,6.0,3,1,2.0,3,491.8289,505.0263,506.658
Mexico,0,15.42,1,7.0,1,1,1.0,3,253.3962,187.7171,297.5009
Mexico,0,15.83,3,6.0,1,1,1.0,3,454.5178,491.5741,418.1649
Mexico,0,15.58,3,6.0,2,1,1.0,3,405.1332,347.1438,431.4994
Mexico,1,15.42,2,6.0,2,1,1.0,3,318.4375,375.8715,378.3476
Mexico,1,15.58,3,6.0,1,1,2.0,3,388.8534,420.3529,404.4573
Mexico,1,15.33,1,8.0,1,4,1.0,2,307.76599999999996,319.39599999999996,247.7993
Mexico,0,15.25,3,6.0,2,2,1.0,3,314.2312,393.416,299.6457
Mexico,0,16.0,1,4.0,1,2,1.0,4,398.668,343.0538,353.1705
Mexico,0,15.5,3,6.0,1,1,1.0,2,586.9372,569.3628,605.5949
Mexico,0,16.0,2,6.0,1,1,1.0,3,539.1105,461.8219,477.1913
Mexico,0,16.08,3,6.0,2,1,2.0,3,503.51300000000003,441.0515,491.4584
Mexico,0,15.42,3,6.0,1,1,1.0,3,349.2834,320.7598,373.0325
Mexico,0,15.58,2,7.0,2,1,1.0,1,405.4448,314.3442,324.9161
Mexico,0,16.0,3,6.0,1,1,1.0,3,502.7341,480.3468,487.7285
Mexico,0,15.42,2,6.0,2,1,1.0,3,438.8612,512.4246,400.0746
Mexico,0,16.08,3,6.0,1,1,2.0,3,369.8473,389.5667,353.1705
Mexico,0,16.08,3,6.0,1,1,1.0,2,444.9369,448.269,435.2294
Mexico,0,15.25,3,6.0,2,1,1.0,2,510.4456,479.6251,506.3782
Mexico,1,15.67,2,6.0,2,1,1.0,3,523.6875,500.5782,508.8027
Mexico,1,15.58,3,6.0,1,1,1.0,3,408.3268,432.2675,438.0269
Mexico,0,15.83,2,6.0,2,2,2.0,3,429.3582,405.1244,464.1365
Mexico,0,15.75,1,6.0,1,1,1.0,3,437.2254,397.0247,420.5893
Mexico,1,15.25,3,6.0,2,1,1.0,2,313.7638,348.0706,341.9806
Mexico,0,16.0,3,4.0,1,1,1.0,2,409.1058,406.7283,437.0944
Mexico,1,15.33,3,5.0,3,1,1.0,3,379.5062,388.7393,435.2294
Mexico,1,15.92,3,6.0,2,1,2.0,3,404.8995,410.8211,426.837
Mexico,1,15.75,3,6.0,3,1,1.0,3,399.9922,443.3879,424.972
Mexico,1,15.83,3,6.0,2,1,1.0,2,469.2398,566.9825,423.6665
Mexico,1,15.92,2,6.0,2,1,1.0,3,312.5175,412.4098,371.8202
Mexico,0,16.08,3,6.0,1,1,1.0,3,413.0784,364.9469,392.6147
Mexico,1,16.0,3,6.0,1,1,1.0,2,500.9425,547.363,544.3305
Mexico,1,15.25,3,5.0,1,2,1.0,2,449.29900000000004,437.8277,463.204
Mexico,1,15.33,3,6.0,1,1,1.0,2,363.6158,365.5455,312.14099999999996
Mexico,0,15.67,3,6.0,1,1,1.0,3,389.0092,392.6141,338.8101
Mexico,1,15.58,3,4.0,2,2,2.0,3,452.7263,417.9699,447.3517
Mexico,1,15.75,3,6.0,1,1,1.0,3,281.0484,290.086,333.5882
Mexico,0,15.25,3,6.0,2,1,1.0,2,448.52,353.4791,377.4151
Mexico,1,15.5,3,6.0,1,1,1.0,3,512.1592,506.9327,492.1112
Mexico,0,15.42,3,7.0,2,1,1.0,3,351.4644,285.6346,397.7434
Mexico,0,15.67,1,6.0,1,1,1.0,3,382.6219,432.2301,384.875
Mexico,1,15.92,3,6.0,2,1,1.0,3,367.9779,464.5165,356.5274
Mexico,0,15.58,3,6.0,2,1,1.0,3,479.2881,448.269,480.82800000000003
Mexico,1,15.5,3,6.0,2,1,1.0,3,307.065,421.9415,294.4237
Mexico,1,15.25,3,6.0,2,1,1.0,3,388.2303,406.8496,454.1589
Mexico,0,15.75,2,6.0,2,2,1.0,3,524.6222,537.2849,535.6583
Mexico,1,15.42,3,5.0,1,1,1.0,3,489.0248,463.0867,492.1112
Mexico,1,16.17,3,6.0,1,1,1.0,3,425.9308,375.0772,418.4446
Mexico,0,15.92,3,7.0,2,1,2.0,2,420.1667,404.964,461.6188
Mexico,1,15.5,3,5.0,1,2,1.0,1,350.7634,423.6095,366.505
Mexico,0,15.92,2,6.0,1,1,1.0,3,359.7211,452.9203,404.4573
Mexico,0,15.67,3,5.0,3,1,1.0,2,555.5459999999999,492.5364,542.4655
Mexico,0,16.0,3,4.0,1,1,1.0,3,412.4552,335.1948,395.1324
Mexico,0,15.5,3,8.0,1,1,1.0,3,429.6697,321.7221,387.2995
Mexico,0,15.5,2,7.0,2,2,1.0,3,283.1516,245.3769,316.5237
Mexico,0,16.17,2,6.0,1,1,1.0,3,606.9559,589.5718,554.5878
Mexico,0,15.42,3,6.0,3,2,2.0,3,412.9226,386.4391,402.5923
Mexico,1,15.58,1,6.0,1,1,1.0,3,373.2747,449.9012,344.5916
Mexico,1,15.42,3,8.0,1,1,1.0,3,478.8986,543.4709,478.1238
Mexico,0,15.67,2,6.0,1,1,1.0,3,460.983,356.8473,449.2167
Mexico,1,15.67,2,6.0,2,1,1.0,3,526.4138,487.7104,485.5837
Mexico,1,15.75,1,6.0,1,1,1.0,4,417.8299,431.4732,374.8974
Mexico,0,15.25,3,7.0,1,1,1.0,3,499.7741,466.8742,520.6453
Mexico,0,15.83,3,6.0,2,1,2.0,3,461.76199999999994,453.8827,470.6639
Mexico,1,15.5,3,5.0,4,2,2.0,3,468.2271,491.7613,465.069
Mexico,1,15.75,3,7.0,2,1,1.0,3,387.9966,395.6498,341.0481
Mexico,0,16.17,3,6.0,1,1,1.0,4,397.5775,423.088,391.0295
Mexico,1,15.75,3,6.0,1,1,1.0,3,427.0213,469.7589,393.0809
Mexico,0,15.83,3,5.0,2,1,1.0,3,325.7595,317.552,341.0481
Mexico,1,16.0,3,6.0,1,1,2.0,1,404.7437,488.0281,412.4767
Mexico,1,15.67,3,6.0,3,1,1.0,3,372.9631,459.9095,401.6598
Mexico,1,15.83,1,6.0,1,1,1.0,2,264.2234,297.3937,252.2753
Mexico,0,15.92,3,6.0,1,1,2.0,1,566.5291,538.969,511.9731
Mexico,1,15.75,3,6.0,1,1,1.0,3,414.8699,493.5883,422.7341
Mexico,1,15.33,3,7.0,2,1,1.0,2,235.7143,349.8181,265.1436
Mexico,0,15.58,3,6.0,2,1,1.0,3,499.7741,511.7831,496.4006
Mexico,1,16.08,3,7.0,2,2,2.0,3,344.5319,413.2835,422.4543
Mexico,1,15.83,3,6.0,2,1,1.0,3,395.9417,347.2763,293.39799999999997
Mexico,1,15.83,3,5.0,3,1,2.0,3,425.1519,403.5135,422.1746
Mexico,0,15.67,3,6.0,1,1,1.0,1,424.8403,356.0454,489.5934
Mexico,1,15.5,3,5.0,2,1,1.0,3,513.7171,581.5978,545.9157
Mexico,1,15.33,1,6.0,2,2,1.0,3,301.6124,327.5774,279.5039
Mexico,1,15.75,2,6.0,1,1,1.0,3,462.5409,491.0465,442.6893
Mexico,0,15.83,1,6.0,2,1,1.0,3,326.4605,332.7088,268.3141
Mexico,1,15.67,3,6.0,1,1,1.0,3,399.7585,481.5147,413.7822
Mexico,0,16.0,3,7.0,1,1,1.0,3,371.1715,420.20099999999996,387.6725
Mexico,1,16.17,3,6.0,1,1,1.0,3,507.7193,544.1064,461.3391
Mexico,1,15.42,3,6.0,1,1,1.0,3,300.2103,364.7511,391.6822
Mexico,1,15.83,3,6.0,1,1,1.0,4,386.98400000000004,392.55199999999996,381.1451
Mexico,1,16.17,3,6.0,2,1,1.0,2,385.7377,340.2864,355.9679
Mexico,0,16.0,3,6.0,1,1,1.0,3,492.6079,449.07099999999997,514.7706
Mexico,1,16.0,3,6.0,1,1,1.0,3,368.9126,403.8312,414.3417
Mexico,0,15.75,2,6.0,1,1,1.0,2,438.7054,402.7186,468.6125
Mexico,1,16.17,3,6.0,2,1,2.0,2,460.0483,462.6102,421.8016
Mexico,0,15.75,3,6.0,1,1,1.0,2,428.2676,422.4464,375.5502
Mexico,1,15.83,2,6.0,1,1,1.0,2,539.2662,572.0661,506.0052
Mexico,0,15.83,3,6.0,1,1,1.0,3,382.1545,396.30300000000005,374.2447
Mexico,0,15.25,3,6.0,1,1,1.0,1,352.2433,335.9967,298.1537
Mexico,1,15.25,3,6.0,2,1,1.0,1,311.9723,324.2413,338.9034
Mexico,0,15.58,3,6.0,1,1,1.0,2,467.5261,400.1523,459.4741
Mexico,0,15.67,3,6.0,3,2,2.0,3,476.1723,433.0321,467.7732
Mexico,1,16.17,3,7.0,2,1,1.0,3,451.9473,464.1988,461.1526
Mexico,1,16.17,3,6.0,2,1,1.0,3,421.5688,437.9865,439.7053
Mexico,1,15.75,3,6.0,3,2,2.0,1,403.1859,395.8881,377.0421
Mexico,0,16.0,3,6.0,2,1,1.0,3,359.2538,381.066,404.4573
Mexico,0,15.92,3,6.0,1,1,1.0,3,323.1111,321.5617,258.0567
Mexico,0,15.67,2,6.0,1,1,1.0,3,442.7559,444.7405,396.6244
Mexico,1,15.83,3,6.0,2,2,2.0,3,456.621,468.9646,428.702
Mexico,1,15.33,3,7.0,1,1,2.0,3,526.7253,531.5563,495.8411
Mexico,0,15.33,3,7.0,1,1,1.0,1,339.9361,314.3442,353.4502
Mexico,0,16.08,3,6.0,1,1,1.0,2,408.4826,488.3663,392.6147
Mexico,1,15.33,3,6.0,2,1,1.0,3,414.0131,417.1756,413.5024
Mexico,0,16.17,1,5.0,2,1,1.0,3,387.4513,326.3734,393.5472
Mexico,1,16.17,2,6.0,1,1,1.0,2,383.4008,466.4228,433.3644
Mexico,1,15.83,3,6.0,3,2,1.0,3,339.2351,378.2544,366.2253
Mexico,0,15.83,1,6.0,2,1,1.0,3,353.256,373.6881,431.2197
Mexico,0,15.58,3,6.0,1,1,1.0,1,340.014,285.4742,360.6304
Mexico,1,15.42,3,6.0,1,1,2.0,3,434.9665,463.7222,403.1518
Mexico,1,15.92,3,6.0,2,2,1.0,3,408.3268,425.2776,434.2969
Mexico,1,15.33,2,6.0,1,1,1.0,3,328.2521,340.6041,315.4979
Mexico,1,15.5,3,5.0,1,1,2.0,3,528.7506,531.3974,506.0985
Mexico,0,16.0,3,8.0,1,1,1.0,3,347.6476,344.8181,396.9041
Mexico,0,15.83,2,6.0,1,1,1.0,3,501.7215,465.8316,509.8284
Mexico,1,15.58,3,6.0,1,1,1.0,3,494.2437,520.4359,476.9116
Mexico,0,15.75,3,6.0,1,1,1.0,3,418.6867,387.3212,424.972
Mexico,0,15.67,3,6.0,1,1,1.0,3,468.5387,400.9543,421.2421
Mexico,1,15.83,3,6.0,1,1,1.0,3,424.0614,465.3108,433.9239
Mexico,0,15.67,3,6.0,1,1,1.0,2,587.4825,597.5912,578.646
Mexico,1,15.75,3,6.0,1,1,1.0,3,463.3198,487.0749,426.837
Mexico,0,16.0,3,6.0,1,1,2.0,3,503.51300000000003,535.6811,489.5934
Mexico,1,15.58,1,6.0,1,2,1.0,2,365.719,479.9261,419.3771
Mexico,0,15.5,2,7.0,2,4,3.0,3,345.7003,306.3248,352.23800000000006
Mexico,1,15.5,3,6.0,1,2,2.0,2,176.9824,198.8992,153.6181
Mexico,0,15.33,2,6.0,1,2,2.0,3,448.52,449.07099999999997,393.2674
Mexico,1,15.67,3,6.0,3,1,2.0,3,441.9769,541.5646,401.2868
Mexico,1,15.92,3,6.0,1,1,1.0,3,385.0366,395.8087,393.5472
Mexico,0,16.0,3,6.0,1,1,1.0,3,396.3312,367.2726,338.2507
Mexico,1,15.58,3,6.0,2,1,2.0,3,506.5509,490.3316,490.5259
Mexico,1,16.0,3,6.0,1,1,3.0,2,506.9403,546.4893,464.1365
Mexico,0,15.25,3,6.0,1,2,1.0,3,318.9827,321.5617,395.7852
Mexico,1,15.83,3,6.0,2,1,1.0,3,458.8799,493.35,506.0985
Mexico,0,15.58,1,7.0,1,1,2.0,3,351.6981,303.117,337.0384
Mexico,0,15.75,3,6.0,1,1,1.0,3,581.251,539.6908,533.1406
Mexico,1,15.75,2,6.0,2,2,2.0,3,467.7598,603.8385,490.2462
Mexico,1,15.58,2,6.0,1,1,1.0,3,549.3924,559.4366,514.7706
Mexico,1,15.75,2,6.0,2,1,1.0,3,332.3025,366.4986,323.8903
Mexico,0,15.67,3,7.0,1,2,1.0,3,367.7442,355.9652,381.1451
Mexico,1,15.33,3,12.0,1,1,1.0,3,458.6462,447.2005,417.5121
Mexico,0,15.67,1,6.0,2,1,1.0,2,320.3069,353.7999,393.2674
Mexico,1,15.83,2,6.0,2,1,2.0,1,360.9674,450.2189,377.9746
Mexico,1,16.08,3,6.0,1,1,1.0,3,331.212,426.0719,346.64300000000003
Mexico,0,15.67,3,6.0,1,1,1.0,3,505.3825,539.6908,458.5416
Mexico,1,15.75,2,6.0,1,1,1.0,3,305.7408,336.156,311.2085
Mexico,0,15.75,3,6.0,1,1,1.0,2,385.0366,401.7562,413.6889
Mexico,0,15.25,3,5.0,1,1,1.0,3,498.0604,508.4149,475.6061
Mexico,1,15.75,3,6.0,1,1,1.0,2,432.4739,402.2426,421.9881
Mexico,1,15.75,1,5.0,1,1,1.0,3,518.3128,461.657,505.4457
Mexico,0,15.33,3,6.0,3,2,1.0,2,433.2528,407.5302,440.8243
Mexico,1,15.33,3,6.0,2,1,1.0,3,352.2433,429.2491,410.9847
Mexico,0,15.25,3,6.0,1,2,2.0,3,319.6059,252.5944,329.765
Mexico,0,16.17,3,7.0,2,1,1.0,3,441.899,501.1974,495.7479
Mexico,0,16.17,3,7.0,1,1,2.0,1,421.6467,453.1609,442.0366
Mexico,0,15.5,3,5.0,2,1,2.0,3,540.7462,520.6045,468.6125
Mexico,1,16.17,3,6.0,2,1,1.0,2,522.1296,483.8977,496.6803
Mexico,1,15.42,3,5.0,1,1,1.0,2,408.7942,422.7358,424.0395
Mexico,1,15.83,3,6.0,1,2,1.0,2,380.2851,411.7743,378.1611
Mexico,0,16.08,3,6.0,1,1,2.0,1,397.4996,376.1742,391.6822
Mexico,0,15.92,3,6.0,2,1,1.0,3,407.7816,431.4282,459.4741
Mexico,0,15.92,3,6.0,2,1,2.0,3,529.2958,578.9861,542.1858
Mexico,1,15.67,3,7.0,2,1,2.0,3,448.1305,504.5497,489.2204
Mexico,1,15.58,3,6.0,2,1,1.0,3,329.8878,386.1975,359.4181
Mexico,0,16.08,2,7.0,3,1,1.0,2,628.0651,600.7188,586.5722
Mexico,1,16.08,3,6.0,4,2,2.0,2,452.8042,412.4098,473.3681
Mexico,1,15.67,1,7.0,1,2,1.0,3,371.7168,414.9515,435.9754
Mexico,0,15.75,3,6.0,1,1,1.0,1,388.2303,364.8667,381.4248
Mexico,1,15.5,3,5.0,2,1,1.0,2,426.9434,468.7263,410.0522
Mexico,0,15.83,3,6.0,2,1,1.0,3,408.4047,417.8753,407.5345
Mexico,0,15.5,3,7.0,1,1,1.0,1,490.9721,447.5473,408.467
Mexico,0,16.17,3,6.0,2,2,1.0,3,456.0757,446.6651,513.2786
Mexico,1,15.67,2,6.0,1,1,1.0,3,382.7777,408.1205,291.2533
Mexico,0,15.58,3,6.0,4,1,3.0,3,480.06699999999995,487.6445,519.433
Mexico,1,15.92,3,6.0,1,1,2.0,3,406.769,465.7874,458.5416
Mexico,1,16.17,3,6.0,1,1,2.0,3,386.5166,391.9166,391.4025
Mexico,1,16.0,3,6.0,2,2,1.0,3,233.2217,320.7464,241.8314
Mexico,0,15.58,3,6.0,1,1,1.0,1,474.6144,437.8438,411.8239
Mexico,1,15.75,2,6.0,2,2,2.0,4,410.1184,478.3375,469.4517
Mexico,0,15.67,3,6.0,1,1,1.0,3,458.4125,467.5157,473.1816
Mexico,0,16.0,2,6.0,1,1,1.0,3,467.9935,424.0503,468.79900000000004
Mexico,1,15.83,3,6.0,2,1,1.0,3,376.702,423.689,411.5442
Mexico,0,15.67,3,6.0,2,1,1.0,2,485.4417,498.15,449.0302
